id,code,name,reconcile,user_type_id:id,chart_template_id:id
co_puc_154005,154005,"Autos,CamionetasyCamperos",false,account.data_account_type_current_assets,l10n_co_chart_template_generic
co_puc_154008,154008,"Camiones,VolquetasyFurgones",false,account.data_account_type_current_assets,l10n_co_chart_template_generic
co_puc_154020,154020,Montacargas,FALSE,account.data_account_type_current_assets,l10n_co_chart_template_generic
co_puc_154040,154040,EstibasyCarretas,FALSE,account.data_account_type_current_assets,l10n_co_chart_template_generic
co_puc_154099,154099,AjustesPorInflación,FALSE,account.data_account_type_current_assets,l10n_co_chart_template_generic
co_puc_159205,159205,ConstruccionesyEdificaciones,FALSE,account.data_account_type_current_assets,l10n_co_chart_template_generic
co_puc_159210,159210,MaquinariayEquipo,FALSE,account.data_account_type_current_assets,l10n_co_chart_template_generic
co_puc_159215,159215,EquipodeOficina,FALSE,account.data_account_type_current_assets,l10n_co_chart_template_generic
co_puc_159220,159220,EquipodeComputaciónyComunicación,FALSE,account.data_account_type_current_assets,l10n_co_chart_template_generic
co_puc_159235,159235,FlotayEquipodeTransporte,FALSE,account.data_account_type_current_assets,l10n_co_chart_template_generic
co_puc_170520,170520,SegurosyFianzas,FALSE,account.data_account_type_current_assets,l10n_co_chart_template_generic
co_puc_189510,189510,BienesEntregadosenComodato,FALSE,account.data_account_type_current_assets,l10n_co_chart_template_generic
co_puc_189515,189515,AmortizaciónAcumuladadeBienesEntregadosenComodato(cr),FALSE,account.data_account_type_current_assets,l10n_co_chart_template_generic
co_puc_190505,190505,Acciones,FALSE,account.data_account_type_current_assets,l10n_co_chart_template_generic
co_puc_220505,220505,Nacionales,TRUE,account.data_account_type_payable,l10n_co_chart_template_generic
co_puc_221005,221005,DelExterior,TRUE,account.data_account_type_payable,l10n_co_chart_template_generic
co_puc_231505,231505,aCompañíasVinculadas,TRUE,account.data_account_type_payable,l10n_co_chart_template_generic
co_puc_233550,233550,ServiciosPúblicos,TRUE,account.data_account_type_payable,l10n_co_chart_template_generic
co_puc_233560,233560,GastosdeViaje,TRUE,account.data_account_type_payable,l10n_co_chart_template_generic
co_puc_233570,233570,ServiciosAduaneros,TRUE,account.data_account_type_payable,l10n_co_chart_template_generic
co_puc_233595,233595,Otros,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_235510,235510,Socios,TRUE,account.data_account_type_payable,l10n_co_chart_template_generic
co_puc_236005,236005,Dividendos,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_236505,236505,SalariosyPagosLaborales,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_236510,236510,Dividendosy/oParticipaciones,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23651505,23651505,Retencionenlafuenteporhonorariospersonanatural10%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23651510,23651510,RetencionenlafuenteporhonorariospersonaJuridica11%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23651515,23651515,Retencionenlafuenteporserviciosdelicenciassoftware3.5%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23651520,23651520,Retencionenlafuenteporserviciosdediseñowebyconsultoríinformática3.5%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23652005,23652005,Retencionenlafuenteporcomisionespersonanatural10%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23652010,23652010,Retencionenlafuenteporcomisionespersonajuridica11%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23652505,23652505,Retencionenlafuenteporserviciosengeneral4%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23652510,23652510,RetencionenlafuenteporserviciosengeneralpersonasnaturalesnodeclarantesRenta6%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23652515,23652515,Retencionenlafuenteporserviciotransportenacionalcarga1%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23652520,23652520,Retencionenlafuenteporserviciotransporteterrestrenacionalpasajeros3.5%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23652525,23652525,Retencionenlafuenteporserviciotransporteaereoymaritimonacionalpasajeros1%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23652530,23652530,Retencionenlafuenteporserviciotemporalesdeempleo(sobreAIU)1%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23652535,23652535,Retencionenlafuenteporserviciodevigilanciayaseo(sobreAIU)2%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23652540,23652540,Retencionenlafuenteporserviciointegralesdesalud2%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23652545,23652545,Retencionenlafuenteporserviciodehotelesyrestaurantes3.5%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23652550,23652550,Retencionenlafuenteporcontratosdeobrainmuebles2%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23653005,23653005,RetencionenlafuenteporarrendamientosBienesMuebles4%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23653010,23653010,RetencionenlafuenteporarrendamientosBienesInmuebles3.5%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23653510,23653510,Retencionenlafuenteporrendimientosfinancierosgenerales7%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23654005,23654005,Retencionenlafuenteporcomprasdeclarantes2.5%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23654010,23654010,Retencionenlafuenteporcomprasnodeclarantes3.5%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23654015,23654015,Retencionenlafuenteporcomprasbienesagricolas1.5%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23654020,23654020,Retencionenlafuenteporcompracafe0.5%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23654025,23654025,Retencionenlafuenteporcompracombustibles0.1%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23654030,23654030,Retencionenlafuenteporadquisiciondevehiculos1%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23654035,23654035,Retencionenlafuenteporadquisiciondebienesraicescomerciales2.5%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23654040,23654040,Retencionenlafuenteporventasdeactivosfijos1%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_23655005,23655005,Retencionenlafuenteporconsultoriasserviciostecnicosyasistenciatecnicapagosalexterior10%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_236575,236575,Autorretenciones,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_236705,236705,ImpuestoaLasVentasRetenido,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_236805,236805,ImpuestodeIndustriayComercioRetenido,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_237005,237005,"AportesaEntidadesPromotorasdeSalud,Eps",false,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_237006,237006,"AportesaAdministradorasdeRiesgosProfesionales,Arp",false,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_237010,237010,"AportesalIcbf,SenayCajasdeCompensación",false,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_237025,237025,EmbargosJudiciales,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_237030,237030,Libranzas,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_237035,237035,Sindicatos,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_238030,238030,FondosdeCesantíasy/oPensiones,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_238095,238095,Otros,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_240405,240405,VigenciaFiscalCorriente,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_2408050505,2408050505,VentasIva19%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_2408050510,2408050510,VentasIva5%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_2408051005,2408051005,VentaAnuladaIva19%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_2408051010,2408051010,VentaAnuladaIva5%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_2408100505,2408100505,DescontableIva19%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_2408100510,2408100510,DescontableIva5%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_2408100515,2408100515,DescontableIva16%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_2408101005,2408101005,CompraAnuladaIva19%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_2408101010,2408101010,CompraAnuladaIva5%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_2408101015,2408101015,CompraAnuladaIva16%,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_240820,240820,IvaDescontableaRegimenSimplificado(Commun/Proporcional)-SoloEstalaDIANloInterpretaUtilizable,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_24082005,24082005,Ivaretenidoaregimensimplificado,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_241205,241205,VigenciaFiscalCorriente,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_245605,245605,aLasImportaciones,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_249505,249505,Otros,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_250505,250505,SalariosPorPagar,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_251010,251010,Ley50de1990yNormasPosteriores,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_251505,251505,InteresesSobreCesantías,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_252005,252005,PrimadeServicios,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_252505,252505,VacacionesConsolidadas,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_261005,261005,Cesantías,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_261010,261010,InteresesSobreCesantías,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_261015,261015,Vacaciones,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_261020,261020,PrimadeServicios,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_261505,261505,deRentayComplementarios,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_261510,261510,deIndustriayComercio,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_280505,280505,deClientes,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_280510,280510,SobreContratos,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_280595,280595,Otros,FALSE,account.data_account_type_current_liabilities,l10n_co_chart_template_generic
co_puc_310505,310505,CapitalAutorizado,FALSE,account.data_account_type_equity,l10n_co_chart_template_generic
co_puc_310510,310510,CapitalPorSuscribir(db),FALSE,account.data_account_type_equity,l10n_co_chart_template_generic
co_puc_320505,320505,PrimaenColocacióndeAcciones,FALSE,account.data_account_type_equity,l10n_co_chart_template_generic
co_puc_330505,330505,ReservaLegal,FALSE,account.data_account_type_equity,l10n_co_chart_template_generic
co_puc_340505,340505,deCapitalSocial,FALSE,account.data_account_type_equity,l10n_co_chart_template_generic
co_puc_340515,340515,deReservas,FALSE,account.data_account_type_equity,l10n_co_chart_template_generic
co_puc_340520,340520,deResultadosdeEjerciciosAnteriores,FALSE,account.data_account_type_equity,l10n_co_chart_template_generic
co_puc_360505,360505,UtilidadDelEjercicio,FALSE,account.data_account_type_equity,l10n_co_chart_template_generic
co_puc_370505,370505,UtilidadesAcumuladas,FALSE,account.data_account_type_equity,l10n_co_chart_template_generic
co_puc_413502,413502,Ventadevehículosautomotores,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413504,413504,"Mantenimiento,reparaciónylavadodevehículosautomotores",FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413506,413506,"Ventadepartes,piezasyaccesoriosdevehículosautomotores",FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413508,413508,"Ventadecombustiblessólidos,líquidos,gaseosos",FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413510,413510,"Ventadelubricantes,aditivos,llantasylujosparaautomotores",FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413512,413512,Ventaacambioderetribuciónoporcontrata,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413514,413514,"Ventadeinsumos,materiasprimasagropecuariasyflores",FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413516,413516,Ventadeotrosinsumosymateriasprimasnoagropecuarias,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413518,413518,Ventadeanimalesvivosycueros,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413520,413520,Ventadeproductosenalmacenesnoespecializados,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413522,413522,Ventadeproductosagropecuarios,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413524,413524,"Ventadeproductostextiles,devestir,decueroycalzado",FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413526,413526,Ventadepapelycartón,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413528,413528,"Ventadelibros,revistas,elementosdepapelería,útilesytextosescolares",FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413530,413530,"Ventadejuegos,juguetesyartículosdeportivos",FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413532,413532,Ventadeinstrumentosquirúrgicosyortopédicos,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413534,413534,Ventadeartículosenrelojeríasyjoyerías,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413536,413536,Ventadeelectrodomésticosymuebles,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413538,413538,"Ventadeproductosdeaseo,farmacéuticos,medicinales,yartículosdetocador",FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413540,413540,"Ventadecubiertos,vajillas,cristalería,porcelanas,cerámicasyotrosartículosdeusodoméstico",FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413542,413542,"Ventadematerialesdeconstrucción,fontaneríaycalefacción",FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413544,413544,Ventadepinturasylacas,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413546,413546,Ventadeproductosdevidriosymarquetería,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413548,413548,Ventadeherramientasyartículosdeferretría,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413550,413550,Ventadequímicos,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413552,413552,"Ventadeproductosintermedios,desperdiciosydesechos",FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413554,413554,"Ventademaquinaria,equipodeoficinayprogramasdecomputador",FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413556,413556,Ventadeartículosencacharreríasymisceláneas,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413558,413558,Ventadeinstrumentosmusicales,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413560,413560,Ventadeartículosencasasdeempeñoyprenderías,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413562,413562,Ventadeequipofotográfico,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413564,413564,Ventadeequipoópticoydeprecisión,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413566,413566,Ventadeempaques,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413568,413568,Ventadeequipoprofesionalycientífico,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413570,413570,"Ventadeloterías,rifas,chance,apuestasysimilares",FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413572,413572,Reparacióndeefectospersonalesyelectrodomésticos,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_413595,413595,VentadeOtrosProductos,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_415505,415505,ArrendamientosdeBienesInmuebles,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_421005,421005,Intereses,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_421020,421020,DiferenciaenCambio,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_421040,421040,DescuentosComercialesCondicionados,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_423005,423005,Asesorías,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_423010,423010,AsistenciaTécnica,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_423015,423015,AdministracióndeVinculadas,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_423580,423580,Fletes,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_425050,425050,ReintegrodeOtrosCostosyGastos,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_425505,425505,PorSiniestro,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_429595,429595,Otros,FALSE,account.data_account_type_revenue,l10n_co_chart_template_generic
co_puc_510503,510503,SalarioIntegral,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_510506,510506,Sueldos,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_510515,510515,HorasExtrasyRecargos,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_510518,510518,Comisiones,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_510521,510521,Viáticos,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_510524,510524,Incapacidades,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_510527,510527,AuxiliodeTransporte,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_510530,510530,Cesantías,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_510533,510533,InteresesSobreCesantías,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_510536,510536,PrimadeServicios,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_510539,510539,Vacaciones,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_510548,510548,Bonificaciones,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_510551,510551,DotaciónySuministroaTrabajadores,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_510560,510560,IndemnizacionesLaborales,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_510563,510563,CapacitaciónalPersonal,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_510568,510568,"AportesaAdministradorasdeRiesgosProfesionales,Arp",false,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_510569,510569,"AportesaEntidadesPromotorasdeSalud,Eps",false,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_510570,510570,AportesaFondosdePensionesy/oCesantías,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_510572,510572,AportesCajasdeCompensaciónFamiliar,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_510575,510575,AportesIcbf,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_510578,510578,Sena,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_510584,510584,GastosMédicosyDrogas,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_510595,510595,Otros,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_511010,511010,RevisoríaFiscal,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_511025,511025,AsesoríaJurídica,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_511035,511035,AsesoríaTécnica,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_511515,511515,alaPropiedadRaíz,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_511525,511525,deValorización,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_511540,511540,deVehículos,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_511570,511570,IvaDescontable,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_511595,511595,Otros,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_512010,512010,ConstruccionesyEdificaciones,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_512020,512020,EquipodeOficina,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_512025,512025,EquipodeComputaciónyComunicación,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_512040,512040,FlotayEquipodeTransporte,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_512505,512505,Contribuciones,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_512510,512510,AfiliacionesySostenimiento,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_513010,513010,Cumplimiento,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_513025,513025,Incendio,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_513030,513030,Terremoto,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_513035,513035,SustracciónyHurto,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_513040,513040,FlotayEquipodeTransporte,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_513060,513060,ResponsabilidadCivilyExtracontractual,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_513075,513075,ObligatorioAccidentedeTránsito,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_513085,513085,TransportedeMercancía,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_513095,513095,Otros,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_513510,513510,Temporales,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_513520,513520,ProcesamientoElectrónicodeDatos,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_513525,513525,AcueductoyAlcantarillado,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_513530,513530,EnergíaEléctrica,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_513535,513535,Teléfono,FALSE,account.data_account_type_expenses,l10n_co_chart_template_generic
co_puc_513540,513540,"Correo,PortesyTelegramas",false,account.data_account_type_expenses,l10n_co_chart_template_generic
