"id","name","code","chart_template_id/id","user_type_id/id","reconcile"
"chart07010300","Odpisyumorzenioweurządzeńtechnicznychimaszyn","07-010-300","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart07010400","Odpisyumorzenioweśrodkówtransportu","07-010-400","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart07010500","Odpisyumorzenioweinnychśrodkówtrwałych","07-010-500","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart07010900","Odpisyumorzenioweulepszeńobcychśrodkówtrwałych","07-010-900","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart07020100","Odpisyumorzeniowezakończonychpracrozwojowych","07-020-100","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart07020200","Odpisyumorzeniowewartościfirmy","07-020-200","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart07020300","Odpisyumorzenioweinnychwartościniematerialnychiprawnych","07-020-300","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart07030100","Odpisyumorzenioweinwestycjiwnieruchomości","07-030-100","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart07030200","Odpisyumorzenioweinwestycjiwwartościniematerialneiprawne","07-030-200","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart08010000","Inwestycjebudowyśrodkatrwałego","08-010-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart08020000","Ulepszeniaśrodkatrwałego","08-020-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart08030000","Nakładynabudowęśrodkatrwałego","08-030-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart08040000","Zaliczkinaśrodkitrwałewbudowie","08-040-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart08050000","Ulepszeniaobcychśrodkówtrwałych","08-050-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart09010000","Odpisyaktualizująceudziałyiakcjewobcychjednostkach","09-010-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart09020000","Odpisyaktualizującelokaty","09-020-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart09030000","Odpisyaktualizująceudzielonepożyczkidługoterminowe","09-030-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart09090000","Odpisyaktualizująceinnerodzajedługoterminowychaktywówfinansowych","09-090-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart10010000","Kasakrajowychśrodkówpieniężnych","10-010-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart10020000","Kasazagranicznychśrodkówpieniężnych","10-020-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart13090000","Pozostałeinneśrodkipieniężne","13-090-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart16000000","Inneaktywapieniężne","14-000-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart15010100","Udziałylubakcje","15-010-100","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart15010200","Innepapierywartościowe","15-010-200","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart15010300","Udzielonepożyczki","15-010-300","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart15010400","Innekrótkoterminoweaktywafinansowe","15-010-400","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart15020100","Udziałylubakcje","15-020-100","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart15020200","Innepapierywartościowe","15-020-200","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart15020400","Innekrótkoterminoweaktywafinansowe","15-020-400","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart15050000","Odpisyaktualizującekrótkoterminoweaktywafinansowe","15-050-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart18000000","Krótkoterminowerozliczeniamiędzyokresowe","18-000-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart20000000","Rozrachunkizodbiorcami","20-000-000","l10n_pl.pl_chart_template","account.data_account_type_receivable","True"
"chart20000100","Rozrachunkizodbiorcami(PoS)","20-000-100","l10n_pl.pl_chart_template","account.data_account_type_receivable","True"
"chart21000000","Rozrachunkizdostawcami","21-000-000","l10n_pl.pl_chart_template","account.data_account_type_payable","True"
"chart22010000","RozrachunkizurzędemskarbowymztytułuVAT","22-010-000","l10n_pl.pl_chart_template","account.data_account_type_current_liabilities","False"
"chart22020100","RozliczenienaliczonegoVAT22%","22-020-100","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart22020200","RozliczenienaliczonegoVAT7%","22-020-200","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart22020300","RozliczenienaliczonegoVAT3%","22-020-300","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart22020400","RozliczenienaliczonegoVAT23%","22-020-400","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart22020500","RozliczenienaliczonegoVAT8%","22-020-500","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart22020600","RozliczenienaliczonegoVAT5%","22-020-600","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart22030100","RozliczenienależnegoVAT22%","22-030-100","l10n_pl.pl_chart_template","account.data_account_type_current_liabilities","False"
"chart22030200","RozliczenienależnegoVAT7%","22-030-200","l10n_pl.pl_chart_template","account.data_account_type_current_liabilities","False"
"chart22030300","RozliczenienależnegoVAT3%","22-030-300","l10n_pl.pl_chart_template","account.data_account_type_current_liabilities","False"
"chart22030400","RozliczenienależnegoVAT23%","22-030-400","l10n_pl.pl_chart_template","account.data_account_type_current_liabilities","False"
"chart22030500","RozliczenienależnegoVAT8%","22-030-500","l10n_pl.pl_chart_template","account.data_account_type_current_liabilities","False"
"chart22030600","RozliczenienależnegoVAT5%","22-030-600","l10n_pl.pl_chart_template","account.data_account_type_current_liabilities","False"
"chart22040000","Pozostałerozrachunkipublicznoprawne","22-040-000","l10n_pl.pl_chart_template","account.data_account_type_current_liabilities","False"
"chart22040100","Pozostałerozrachunkizurzędemskarbowym","22-040-100","l10n_pl.pl_chart_template","account.data_account_type_current_liabilities","False"
"chart22040200","Rozrachunkipublicznoprawnezurzędemmiasta/gminy","22-040-200","l10n_pl.pl_chart_template","account.data_account_type_current_liabilities","False"
"chart22040300","Rozrachunkipublicznoprawnezurzędemcelnym","22-040-300","l10n_pl.pl_chart_template","account.data_account_type_current_liabilities","False"
"chart22040400","RozrachunkipublicznoprawnezZUS","22-040-400","l10n_pl.pl_chart_template","account.data_account_type_current_liabilities","False"
"chart22040500","RozrachunkipublicznoprawnezPFRON","22-040-500","l10n_pl.pl_chart_template","account.data_account_type_current_liabilities","False"
"chart23010000","Rozrachunkiztytułuwynagrodzeń","23-010-000","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart23020000","Rozrachunkiztytułupożyczekudzielonychpracownikom","23-020-000","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart23090000","Innerozrachunkizpracownikami","23-090-000","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart24010100","Pożyczkiotrzymane","24-010-100","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart24010200","Pożyczkiudzielone","24-010-200","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart24020100","Rozliczenieniedoborów","24-020-100","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart24020200","Rozliczenienadwyżek","24-020-200","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart24030100","Rozrachunkiztytułuwpłatnakapitałzakładowy","24-030-100","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart24030200","Rozrachunkiztytułuwkładówniepieniężnychnakapitałzakładowy","24-030-200","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart24030300","Rozrachunkiztytułupodwyższeniakapitałuześrodkówwłasnychspółki","24-030-300","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart24030400","Rozrachunkiztytułuumorzeniaudziałówwłasnych","24-030-400","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart24050000","Rozrachunkiwewnątrzzakładowe","24-050-000","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart24060000","Należnościdochodzonenadrodzesądowej","24-060-000","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart24070000","Rozrachunkiztytułudywidend","24-070-000","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart24080000","Rozrachunkiztytułudopłatizwrotudopłat","24-080-000","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart24090000","Pozostałerozrachunki","24-090-000","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart28000000","Odpisyaktualizującerozrachunki","28-000-000","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart29010000","Należnościwarunkowe","29-010-000","l10n_pl.pl_chart_template","account.data_account_off_sheet","False"
"chart29020000","Zobowiązaniawarunkowe","29-020-000","l10n_pl.pl_chart_template","account.data_account_off_sheet","False"
"chart29030000","Weksleobcedyskontowanelubindosowane","29-030-000","l10n_pl.pl_chart_template","account.data_account_off_sheet","False"
"chart30010000","Rozliczeniezakupumateriałów","30-010-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart30020000","Rozliczeniezakuputowarów","30-020-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart30030000","Rozliczeniezakupuusługobcych","30-030-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart30040000","Rozliczeniezakupuskładnikówaktywówtrwałych","30-040-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart30050000","Rozliczeniewartościmateriałówitowarówwdrodze","30-050-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart30060000","Wartościdostawniefakturowanych","30-060-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart30070000","OpłatymanipulacyjnepoliczoneprzezUrządCelny","30-070-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart30080000","Niedobory,szkodyinadwyżkiwtransporcie","30-080-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart30090000","Reklamacjefakturdostawców","30-090-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart31010000","Materiały","31-010-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart31060000","Opakowania","31-060-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart31090000","Materiaływprzerobie","31-090-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart33010000","Towarywhurcie","33-010-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart33020000","Towarywdetalu","33-020-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart33030000","Towarywzakładachgastronomicznych","33-030-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart33040000","Towaryskupu","33-040-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart33080000","Towarypozajednostką","33-080-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart33090000","Nieruchomościiprawamajątkoweprzeznaczonedoobrotu","33-090-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart34010000","Odchyleniaodcenewidencyjnychmateriałów","34-010-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart34020100","Odchyleniaodcenewidencyjnychtowarówwhurcie","34-020-100","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart34020200","Odchyleniaodcenewidencyjnychtowarówwdetalu","34-020-200","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart34020300","Odchyleniaodcenewidencyjnychtowarówwzakładachgastronomicznych","34-020-300","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart34020400","Odchyleniaodcenewidencyjnychtowarówskupu","34-020-400","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart34060000","Odchyleniaodcenewidencyjnychopakowań","34-060-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart34070000","Odchyleniaztytułuaktualizacjiwartościzapasówmateriałówitowarów","34-070-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart39000000","Zapasyobce","39-000-000","l10n_pl.pl_chart_template","account.data_account_type_current_assets","False"
"chart40010100","Zużyciesurowcówdowytwarzaniaproduktów","40-010-100","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40010200","Zużycieenergii","40-010-200","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40010300","Zużyciepaliwadośrodkówtransportu","40-010-300","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40010400","Zużyciemateriałówbiurowych","40-010-400","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40010900","Zużycieinnychmateriałów","40-010-900","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40020100","Usługicelne","40-020-100","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40020200","Usługitelekomunikacyjne","40-020-200","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40020300","Usługipocztowe","40-020-300","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40020400","Usługikurierskieitransportowe","40-020-400","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40020500","Analizysanitarne","40-020-500","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40020600","Usługigraficzneidrukarskie","40-020-600","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40020700","Usługiremontowe","40-020-700","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40020900","Pozostałeusługi","40-020-900","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40030100","Podatekodnieruchomości","40-030-100","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40030200","Podatekodśrodkówtransportowych","40-030-200","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40030300","Podatekakcyzowy","40-030-300","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40030400","VATniepodlegającyodliczeniu","40-030-400","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40030500","Opłatyiprowizjebankowe","40-030-500","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40030600","Opłatysądowe,prawniczeinotarialne","40-030-600","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40030700","Opłatyskarbowe","40-030-700","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40030800","Koncesje","40-030-800","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40030900","Pozostałepodatkiiopłaty","40-030-900","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40040100","Wynagrodzeniapracowników","40-040-100","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40040200","Wynagrodzeniaosóbdoraźniezatrudnionych","40-040-200","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40050100","Składkinaubezpieczeniaspołeczne,FP,FGŚP","40-050-100","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40050200","Odpisynazakładowyfunduszświadczeńsocjalnychlubświadczeniaurlopowe","40-050-200","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart40050900","Pozostałeświadczenia","40-050-900","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart41000000","Świadczenianarzeczpracowników","41-000-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart42000000","Amortyzacja","42-000-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart43000000","Pozostałekosztyrodzajowe","43-000-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart49010000","Niepodlegającerozliczeniuwczasie","49-010-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart49020000","Przypadającenaprzyszłeokresy","49-020-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart49030000","Kosztyzgromadzone","49-030-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart49040000","Kosztyniewliczanedowartościsprzedaży","49-040-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart50010000","Rozliczonekosztydziałalności","50-010-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart50020000","Kosztyniezakończonychdługotrwałychusług","50-020-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart50030000","Stratyzwiązanezwykonaniemdługotrwałychusług","50-030-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart50040000","Kosztyutrzymaniahurtowni","50-040-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart52010000","Kosztyutrzymaniapunktówsprzedażydetalicznej","52-010-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart52030000","Kosztysprzedażywyrobów","52-030-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart53010000","Świadczeniausługtransportowych","53-010-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart53020000","Pozostałekoszty","53-020-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart55010000","Kosztyzarządzaniajednostką","55-010-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart55020000","Świadczeniausługnapotrzebyreprezentacjiireklamy","55-020-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart58000000","Rozliczeniekosztówdziałalności","58-000-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart60010100","Produktygotowewmagazynie","60-010-100","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart60010200","Produktygotowepozajednostką","60-010-200","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart60020000","Półprodukty","60-020-000","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart62010000","Odchyleniaodcenewidencyjnychproduktów","62-010-000","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart62020000","Odchyleniaztytułuaktualizacjiwartościzapasówproduktów","62-020-000","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart64010000","Czynnerozliczeniamiędzyokresowekosztów","64-010-000","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart64020000","Biernerozliczeniamiędzyokresowekosztów","64-020-000","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart65010000","Aktywaztytułuodroczonegopodatkudochodowego","65-010-000","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart65020000","Innerozliczeniamiędzyokresowe","65-020-000","l10n_pl.pl_chart_template","l10n_pl.account_type_settlement","False"
"chart70010000","Sprzedażproduktównakraj","70-010-000","l10n_pl.pl_chart_template","account.data_account_type_revenue","False"
"chart70020000","Sprzedażproduktównaeksport","70-020-000","l10n_pl.pl_chart_template","account.data_account_type_revenue","False"
"chart70030000","Sprzedażusługnakraj","70-030-000","l10n_pl.pl_chart_template","account.data_account_type_revenue","False"
"chart70040000","Sprzedażusługnaeksport","70-040-000","l10n_pl.pl_chart_template","account.data_account_type_revenue","False"
"chart70110000","Kosztwłasnysprzedażyproduktównakraj","70-110-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart70120000","Kosztwłasnysprzedażyproduktównaeksport","70-120-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart70130000","Kosztwłasnysprzedażyusługnakraj","70-130-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart70140000","Kosztwłasnysprzedażyusługnaeksport","70-140-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart73010000","Sprzedażhurtowatowarów","73-010-000","l10n_pl.pl_chart_template","account.data_account_type_revenue","False"
"chart73020000","Sprzedażdetalicznatowarów","73-020-000","l10n_pl.pl_chart_template","account.data_account_type_revenue","False"
"chart73030000","Sprzedażwysyłkowatowarów","73-030-000","l10n_pl.pl_chart_template","account.data_account_type_revenue","False"
"chart73040000","Prowizjakomisowa","73-040-000","l10n_pl.pl_chart_template","account.data_account_type_revenue","False"
"pl_a_expense","Wartośćsprzedanychtowarówwsprzedażyhurtowej","73-110-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart73120000","Wartośćsprzedanychtowarówwsprzedażydetalicznej","73-120-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart73130000","Wartośćsprzedanychtowarówwsprzedażywysyłkowej","73-130-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart73140000","Prowizjakomisowa","73-140-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart74010000","Sprzedażmateriałów","74-010-000","l10n_pl.pl_chart_template","account.data_account_type_revenue","False"
"chart74020000","Sprzedażopakowań","74-020-000","l10n_pl.pl_chart_template","account.data_account_type_revenue","False"
"chart74030000","Sprzedażodpadów","74-030-000","l10n_pl.pl_chart_template","account.data_account_type_revenue","False"
"chart74110000","Wartośćwcenachzakupusprzedanychmateriałów","74-110-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart74120000","Wartośćwcenachzakupusprzedanychopakowań","74-120-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart74130000","Wartośćwcenachzakupusprzedanychodpadów","74-130-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart75010000","Kwotynależnezesprzedażyaktywówfinansowych","75-010-000","l10n_pl.pl_chart_template","account.data_account_type_revenue","False"
"chart75020000","Kwotynależneztytułudywidend","75-020-000","l10n_pl.pl_chart_template","account.data_account_type_revenue","False"
"chart75030000","Otrzymaneodsetki","75-030-000","l10n_pl.pl_chart_template","account.data_account_type_revenue","False"
"chart75040000","Przychodyzezbyciainwestycji","75-040-000","l10n_pl.pl_chart_template","account.data_account_type_revenue","False"
"chart75050000","Aktualizacjawartościinwestycji-przychody","75-050-000","l10n_pl.pl_chart_template","account.data_account_type_revenue","False"
"chart75060000","Dodatnieróżnicekursuwalut","75-060-000","l10n_pl.pl_chart_template","account.data_account_type_other_income","False"
"chart75070000","Pozostałeprzychodyfinansowe","75-070-000","l10n_pl.pl_chart_template","account.data_account_type_revenue","False"
"chart75110000","Wartośćsprzedanychinwestycji","75-110-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart75120000","Odpisyztytułuutratywartościinwestycji-koszty","75-120-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart75130000","Odsetkizapłacone","75-130-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"pl_a_pay","Ujemneróżnicekursuwalut","75-140-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart75190000","Pozostałekosztyfinansowe","75-190-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart76010000","Przychodyzezbycianiefinansowychaktywówtrwałych","76-010-000","l10n_pl.pl_chart_template","account.data_account_type_revenue","False"
"chart76020000","Otrzymanedotacje","76-020-000","l10n_pl.pl_chart_template","account.data_account_type_revenue","False"
"chart76030000","Przychodyzusługsocjalnych","76-030-000","l10n_pl.pl_chart_template","account.data_account_type_revenue","False"
"chart76040000","Przychodyzewzrostuwartościniefinansowychaktywówtrwałych","76-040-000","l10n_pl.pl_chart_template","account.data_account_type_revenue","False"
"chart76090000","Innepozostałeprzychodyoperacyjne","76-090-000","l10n_pl.pl_chart_template","account.data_account_type_revenue","False"
"chart76110000","Wartośćsprzedanychniefinansowychaktywówtrwałych","76-110-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
"chart76120000","Dotacjeprzekazane","76-120-000","l10n_pl.pl_chart_template","account.data_account_type_expenses","False"
