id,code,name,user_type_id:id,reconcile,chart_template_id:id
l10n_ie_a7910,7910,"Bank,creditcardandotherfinancialcharges",account.data_account_type_expenses,FALSE,l10n_ie
l10n_ie_a8000,8000,Intangibleassetsdepn,account.data_account_type_expenses,FALSE,l10n_ie
l10n_ie_a8001,8001,Tangibleassetsdepn,account.data_account_type_expenses,FALSE,l10n_ie
l10n_ie_a8200,8200,Donations,account.data_account_type_expenses,FALSE,l10n_ie
l10n_ie_a8300,8300,Entertaining,account.data_account_type_expenses,FALSE,l10n_ie
l10n_ie_a8400,8400,Insurance,account.data_account_type_expenses,FALSE,l10n_ie
l10n_ie_a8500,8500,Travelandsubsistence,account.data_account_type_expenses,FALSE,l10n_ie
l10n_ie_a9000,9000,Profits/Lossesondisposalsofassets,account.data_account_type_revenue,FALSE,l10n_ie
l10n_ie_a4900,4900,BankInterestreceived,account.data_account_type_revenue,FALSE,l10n_ie
l10n_ie_a4910,4910,InvestmentInterestreceived,account.data_account_type_revenue,FALSE,l10n_ie
l10n_ie_a7900,7900,Interestpaid,account.data_account_type_expenses,FALSE,l10n_ie
l10n_ie_a8800,8800,Corporationtaxexpense,account.data_account_type_expenses,FALSE,l10n_ie
l10n_ie_a2240,2240,UniversalSocialChargeUSC,account.data_account_type_expenses,FALSE,l10n_ie
l10n_ie_a2250,2250,PRSIEmployee,account.data_account_type_expenses,FALSE,l10n_ie
l10n_ie_a2260,2260,PRSIEmployer,account.data_account_type_expenses,FALSE,l10n_ie
