id,name,applicability,country_id/id,color,nature
account_tag_251_02,251.02Acreedoresdiversosalargoplazonacional,accounts,,4,A
account_tag_251_03,251.03Acreedoresdiversosalargoplazoextranjero,accounts,,4,A
account_tag_251_04,251.04Acreedoresdiversosalargoplazonacionalparterelacionada,accounts,,4,A
account_tag_251_05,251.05Acreedoresdiversosalargoplazoextranjeroparterelacionada,accounts,,4,A
account_tag_251_06,251.06Otrosacreedoresdiversosalargoplazo,accounts,,4,A
account_tag_252,252Cuentasporpagaralargoplazo,accounts,,4,A
account_tag_252_01,252.01Documentosbancariosyfinancierosporpagaralargoplazonacional,accounts,,4,A
account_tag_252_02,252.02Documentosbancariosyfinancierosporpagaralargoplazoextranjero,accounts,,4,A
account_tag_252_03,252.03Documentosycuentasporpagaralargoplazonacional,accounts,,4,A
account_tag_252_04,252.04Documentosycuentasporpagaralargoplazoextranjero,accounts,,4,A
account_tag_252_05,252.05Documentosycuentasporpagaralargoplazonacionalparterelacionada,accounts,,4,A
account_tag_252_06,252.06Documentosycuentasporpagaralargoplazoextranjeroparterelacionada,accounts,,4,A
account_tag_252_07,252.07Hipotecasporpagaralargoplazonacional,accounts,,4,A
account_tag_252_08,252.08Hipotecasporpagaralargoplazoextranjero,accounts,,4,A
account_tag_252_09,252.09Hipotecasporpagaralargoplazonacionalparterelacionada,accounts,,4,A
account_tag_252_10,252.10Hipotecasporpagaralargoplazoextranjeroparterelacionada,accounts,,4,A
account_tag_252_11,252.11Interesesporpagaralargoplazonacional,accounts,,4,A
account_tag_252_12,252.12Interesesporpagaralargoplazoextranjero,accounts,,4,A
account_tag_252_13,252.13Interesesporpagaralargoplazonacionalparterelacionada,accounts,,4,A
account_tag_252_14,252.14Interesesporpagaralargoplazoextranjeroparterelacionada,accounts,,4,A
account_tag_252_15,252.15Dividendosporpagarnacionales,accounts,,4,A
account_tag_252_16,252.16Dividendosporpagarextranjeros,accounts,,4,A
account_tag_252_17,252.17Otrascuentasydocumentosporpagaralargoplazo,accounts,,4,A
account_tag_253,253Cobrosanticipadosalargoplazo,accounts,,4,A
account_tag_253_01,253.01Rentascobradasporanticipadoalargoplazonacional,accounts,,4,A
account_tag_253_02,253.02Rentascobradasporanticipadoalargoplazoextranjero,accounts,,4,A
account_tag_253_03,253.03Rentascobradasporanticipadoalargoplazonacionalparterelacionada,accounts,,4,A
account_tag_253_04,253.04Rentascobradasporanticipadoalargoplazoextranjeroparterelacionada,accounts,,4,A
account_tag_253_05,253.05Interesescobradosporanticipadoalargoplazonacional,accounts,,4,A
account_tag_253_06,253.06Interesescobradosporanticipadoalargoplazoextranjero,accounts,,4,A
account_tag_253_07,253.07Interesescobradosporanticipadoalargoplazonacionalparterelacionada,accounts,,4,A
account_tag_253_08,253.08Interesescobradosporanticipadoalargoplazoextranjeroparterelacionada,accounts,,4,A
account_tag_253_09,253.09Factorajefinancierocobradosporanticipadoalargoplazonacional,accounts,,4,A
account_tag_253_10,253.10Factorajefinancierocobradosporanticipadoalargoplazoextranjero,accounts,,4,A
account_tag_253_11,253.11Factorajefinancierocobradosporanticipadoalargoplazonacionalparterelacionada,accounts,,4,A
account_tag_253_12,253.12Factorajefinancierocobradosporanticipadoalargoplazoextranjeroparterelacionada,accounts,,4,A
account_tag_253_13,253.13Arrendamientofinancierocobradosporanticipadoalargoplazonacional,accounts,,4,A
account_tag_253_14,253.14Arrendamientofinancierocobradosporanticipadoalargoplazoextranjero,accounts,,4,A
account_tag_253_15,253.15Arrendamientofinancierocobradosporanticipadoalargoplazonacionalparterelacionada,accounts,,4,A
account_tag_253_16,253.16Arrendamientofinancierocobradosporanticipadoalargoplazoextranjeroparterelacionada,accounts,,4,A
account_tag_253_17,253.17Derechosfiduciarios,accounts,,4,D
account_tag_253_18,253.18Otroscobrosanticipados,accounts,,4,A
account_tag_254,254Instrumentosfinancierosalargoplazo,accounts,,4,A
account_tag_254_01,254.01Instrumentosfinancierosalargoplazo,accounts,,4,A
account_tag_255,255Pasivosporbeneficiosalosempleadosalargoplazo,accounts,,4,A
account_tag_255_01,255.01Pasivosporbeneficiosalosempleadosalargoplazo,accounts,,4,A
account_tag_256,256Otrospasivosalargoplazo,accounts,,4,A
account_tag_256_01,256.01Otrospasivosalargoplazo,accounts,,4,A
account_tag_257,257Participacióndelostrabajadoresenlasutilidadesdiferida,accounts,,4,A
account_tag_257_01,257.01Participacióndelostrabajadoresenlasutilidadesdiferida,accounts,,4,A
account_tag_258,258Obligacionescontraídasdefideicomisos,accounts,,4,A
account_tag_258_01,258.01Obligacionescontraídasdefideicomisos,accounts,,4,A
account_tag_259,259Impuestosdiferidos,accounts,,4,A
account_tag_259_01,259.01ISRdiferido,accounts,,4,A
account_tag_259_02,259.02ISRpordividendodiferido,accounts,,4,A
account_tag_259_03,259.03Otrosimpuestosdiferidos,accounts,,4,A
account_tag_260,260Pasivosdiferidos,accounts,,4,A
account_tag_260_01,260.01Pasivosdiferidos,accounts,,4,A
account_tag_301,301Capitalsocial,accounts,,4,A
account_tag_301_01,301.01Capitalfijo,accounts,,4,A
account_tag_301_02,301.02Capitalvariable,accounts,,4,A
account_tag_301_03,301.03Aportacionesparafuturosaumentosdecapital,accounts,,4,A
account_tag_301_04,301.04Primaensuscripcióndeacciones,accounts,,4,A
account_tag_301_05,301.05Primaensuscripcióndepartessociales,accounts,,4,A
account_tag_302,302Patrimonio,accounts,,4,A
account_tag_302_01,302.01Patrimonio,accounts,,4,A
account_tag_302_02,302.02Aportaciónpatrimonial,accounts,,4,A
account_tag_302_03,302.03Déficitoremanentedelejercicio,accounts,,4,D
account_tag_303,303Reservalegal,accounts,,4,A
account_tag_303_01,303.01Reservalegal,accounts,,4,A
account_tag_304,304Resultadodeejerciciosanteriores,accounts,,4,A
account_tag_304_01,304.01Utilidaddeejerciciosanteriores,accounts,,4,A
account_tag_304_02,304.02Pérdidadeejerciciosanteriores,accounts,,4,A
account_tag_304_03,304.03Resultadointegraldeejerciciosanteriores,accounts,,4,D
account_tag_304_04,304.04Déficitoremanentedeejercicioanteriores,accounts,,4,A
account_tag_305,305Resultadodelejercicio,accounts,,4,A
account_tag_305_01,305.01Utilidaddelejercicio,accounts,,4,A
account_tag_305_02,305.02Pérdidadelejercicio,accounts,,4,A
account_tag_305_03,305.03Resultadointegral,accounts,,4,D
account_tag_306,306Otrascuentasdecapital,accounts,,4,A
account_tag_306_01,306.01Otrascuentasdecapital,accounts,,4,A
account_tag_401,401Ingresos,accounts,,4,A
account_tag_401_01,401.01Ventasy/oserviciosgravadosalatasageneral,accounts,,4,A
account_tag_401_02,401.02Ventasy/oserviciosgravadosalatasageneraldecontado,accounts,,4,A
account_tag_401_03,401.03Ventasy/oserviciosgravadosalatasageneralacrédito,accounts,,4,A
account_tag_401_04,401.04Ventasy/oserviciosgravadosal0%,accounts,,4,A
account_tag_401_05,401.05Ventasy/oserviciosgravadosal0%decontado,accounts,,4,A
account_tag_401_06,401.06Ventasy/oserviciosgravadosal0%acrédito,accounts,,4,A
account_tag_401_07,401.07Ventasy/oserviciosexentos,accounts,,4,A
account_tag_401_08,401.08Ventasy/oserviciosexentosdecontado,accounts,,4,A
account_tag_401_09,401.09Ventasy/oserviciosexentosacrédito,accounts,,4,A
account_tag_401_10,401.10Ventasy/oserviciosgravadosalatasageneralnacionalespartesrelacionadas,accounts,,4,A
account_tag_401_11,401.11Ventasy/oserviciosgravadosalatasageneralextranjerospartesrelacionadas,accounts,,4,A
account_tag_401_12,401.12Ventasy/oserviciosgravadosal0%nacionalespartesrelacionadas,accounts,,4,A
account_tag_401_13,401.13Ventasy/oserviciosgravadosal0%extranjerospartesrelacionadas,accounts,,4,A
account_tag_401_14,401.14Ventasy/oserviciosexentosnacionalespartesrelacionadas,accounts,,4,A
account_tag_401_15,401.15Ventasy/oserviciosexentosextranjerospartesrelacionadas,accounts,,4,A
account_tag_401_16,401.16Ingresosporserviciosadministrativos,accounts,,4,A
account_tag_401_17,401.17Ingresosporserviciosadministrativosnacionalespartesrelacionadas,accounts,,4,A
account_tag_401_18,401.18Ingresosporserviciosadministrativosextranjerospartesrelacionadas,accounts,,4,A
account_tag_401_19,401.19Ingresosporserviciosprofesionales,accounts,,4,A
account_tag_401_20,401.20Ingresosporserviciosprofesionalesnacionalespartesrelacionadas,accounts,,4,A
account_tag_401_21,401.21Ingresosporserviciosprofesionalesextranjerospartesrelacionadas,accounts,,4,A
account_tag_401_22,401.22Ingresosporarrendamiento,accounts,,4,A
account_tag_401_23,401.23Ingresosporarrendamientonacionalespartesrelacionadas,accounts,,4,A
account_tag_401_24,401.24Ingresosporarrendamientoextranjerospartesrelacionadas,accounts,,4,A
account_tag_401_25,401.25Ingresosporexportación,accounts,,4,A
account_tag_401_26,401.26Ingresosporcomisiones,accounts,,4,A
account_tag_401_27,401.27Ingresospormaquila,accounts,,4,A
account_tag_401_28,401.28Ingresosporcoordinados,accounts,,4,A
account_tag_401_29,401.29Ingresosporregalías,accounts,,4,A
account_tag_401_30,401.30Ingresosporasistenciatécnica,accounts,,4,A
account_tag_401_31,401.31Ingresospordonativos,accounts,,4,A
account_tag_401_32,401.32Ingresosporintereses(actividadpropia),accounts,,4,A
account_tag_401_33,401.33Ingresosdecopropiedad,accounts,,4,A
account_tag_401_34,401.34Ingresosporfideicomisos,accounts,,4,A
account_tag_401_35,401.35Ingresosporfactorajefinanciero,accounts,,4,A
account_tag_401_36,401.36Ingresosporarrendamientofinanciero,accounts,,4,A
account_tag_401_37,401.37Ingresosdeextranjerosconestablecimientoenelpaís,accounts,,4,A
account_tag_401_38,401.38Otrosingresospropios,accounts,,4,A
account_tag_401_04_new,401.39Ventasy/oserviciosgravadosrealizadosenzonafronterizanorte,accounts,,4,A
account_tag_401_05_new,401.40Ventasy/oserviciosgravadosrealizadosenzonafronterizanortedecontado,accounts,,4,A
account_tag_401_06_new,401.41Ventasy/oserviciosgravadosrealizadosenzonafronterizanorteacrédito,accounts,,4,A
account_tag_402,"402Devoluciones,descuentosobonificacionessobreingresos",accounts,,4,D
account_tag_402_01,"402.01Devoluciones,descuentosobonificacionessobreventasy/oserviciosalatasageneral",accounts,,4,D
account_tag_402_02,"402.02Devoluciones,descuentosobonificacionessobreventasy/oserviciosal0%",accounts,,4,D
account_tag_402_03,"402.03Devoluciones,descuentosobonificacionessobreventasy/oserviciosexentos",accounts,,4,D
account_tag_402_04,"402.04Devoluciones,descuentosobonificacionesdeotrosingresos",accounts,,4,D
account_tag_402_02_new,"402.05Devoluciones,descuentosobonificacionessobreventasy/oserviciosenzonafronterizanorte",accounts,,4,D
account_tag_403,403Otrosingresos,accounts,,4,A
account_tag_403_01,403.01OtrosIngresos,accounts,,4,A
account_tag_403_02,403.02Otrosingresosnacionalesparterelacionada,accounts,,4,A
account_tag_403_03,403.03Otrosingresosextranjerosparterelacionada,accounts,,4,A
account_tag_403_04,403.04Ingresosporoperacionesdiscontinuas,accounts,,4,A
account_tag_403_05,403.05Ingresosporcondonacióndeadeudo,accounts,,4,A
account_tag_501,501Costodeventay/oservicio,accounts,,1,D
account_tag_501_01,501.01Costodeventa,accounts,,4,D
account_tag_501_02,501.02Costodeservicios(Manodeobra),accounts,,4,D
account_tag_501_03,501.03Materiaprimadirectautilizadaparalaproducción,accounts,,4,D
account_tag_501_04,501.04Materiaprimaconsumidaenelprocesoproductivo,accounts,,4,D
account_tag_501_05,501.05Manodeobradirectaconsumida,accounts,,4,D
account_tag_501_06,501.06Manodeobradirecta,accounts,,4,D
account_tag_501_07,501.07Cargosindirectosdeproducción,accounts,,4,D
account_tag_501_08,501.08Otrosconceptosdecosto,accounts,,4,D
account_tag_502,502Compras,accounts,,4,D
account_tag_502_01,502.01Comprasnacionales,accounts,,4,D
account_tag_502_02,502.02Comprasnacionalesparterelacionada,accounts,,4,D
account_tag_502_03,502.03ComprasdeImportación,accounts,,4,D
account_tag_502_04,502.04ComprasdeImportaciónpartesrelacionadas,accounts,,4,D
account_tag_503,"503Devoluciones,descuentosobonificacionessobrecompras",accounts,,1,A
account_tag_503_01,"503.01Devoluciones,descuentosobonificacionessobrecompras",accounts,,4,A
account_tag_504,504Otrascuentasdecostos,accounts,,4,D
account_tag_504_01,504.01Gastosindirectosdefabricación,accounts,,4,D
account_tag_504_02,504.02Gastosindirectosdefabricacióndepartesrelacionadasnacionales,accounts,,4,D
account_tag_504_03,504.03Gastosindirectosdefabricacióndepartesrelacionadasextranjeras,accounts,,4,D
account_tag_504_04,504.04Otrascuentasdecostosincurridos,accounts,,4,D
account_tag_504_05,504.05Otrascuentasdecostosincurridosconpartesrelacionadasnacionales,accounts,,4,D
account_tag_504_06,504.06Otrascuentasdecostosincurridosconpartesrelacionadasextranjeras,accounts,,4,D
account_tag_504_07,504.07Depreciacióndeedificios,accounts,,4,D
account_tag_504_08,504.08Depreciacióndemaquinariayequipo,accounts,,4,D
account_tag_504_09,"504.09Depreciacióndeautomóviles,autobuses,camionesdecarga,tractocamiones,montacargasyremolques",accounts,,4,D
account_tag_504_10,504.10Depreciacióndemobiliarioyequipodeoficina,accounts,,4,D
account_tag_504_11,504.11Depreciacióndeequipodecómputo,accounts,,4,D
account_tag_504_12,504.12Depreciacióndeequipodecomunicación,accounts,,4,D
account_tag_504_13,"504.13Depreciacióndeactivosbiológicos,vegetalesysemovientes",accounts,,4,D
account_tag_504_14,504.14Depreciacióndeotrosactivosfijos,accounts,,4,D
account_tag_504_15,504.15Depreciacióndeferrocarriles,accounts,,4,D
account_tag_504_16,504.16Depreciacióndeembarcaciones,accounts,,4,D
account_tag_504_17,504.17Depreciacióndeaviones,accounts,,4,D
account_tag_504_18,"504.18Depreciacióndetroqueles,moldes,matricesyherramental",accounts,,4,D
account_tag_504_19,504.19Depreciacióndeequipodecomunicacionestelefónicas,accounts,,4,D
account_tag_504_20,504.20Depreciacióndeequipodecomunicaciónsatelital,accounts,,4,D
account_tag_504_21,504.21Depreciacióndeequipodeadaptacionesparapersonasconcapacidadesdiferentes,accounts,,4,D
account_tag_504_22,504.22Depreciacióndemaquinariayequipodegeneracióndeenergíadefuentesrenovablesodesistemasdecogeneracióndeelectricidadeficiente,accounts,,4,D
account_tag_504_23,504.23Depreciacióndeadaptacionesymejoras,accounts,,4,D
account_tag_504_24,504.24Depreciacióndeotramaquinariayequipo,accounts,,4,D
account_tag_504_25,504.25Otrascuentasdecostos,accounts,,4,D
account_tag_505,505Costodeactivofijo,accounts,,4,D
account_tag_505_01,505.01Costoporventadeactivofijo,accounts,,4,D
account_tag_505_02,505.02Costoporbajadeactivofijo,accounts,,4,D
account_tag_601,601Gastosgenerales,accounts,,4,D
account_tag_601_01,601.01Sueldosysalarios,accounts,,4,D
account_tag_601_02,601.02Compensaciones,accounts,,4,D
account_tag_601_03,601.03Tiemposextras,accounts,,4,D
account_tag_601_04,601.04Premiosdeasistencia,accounts,,4,D
account_tag_601_05,601.05Premiosdepuntualidad,accounts,,4,D
account_tag_601_06,601.06Vacaciones,accounts,,4,D
account_tag_601_07,601.07Primavacacional,accounts,,4,D
account_tag_601_08,601.08Primadominical,accounts,,4,D
account_tag_601_09,601.09Díasfestivos,accounts,,4,D
account_tag_601_10,601.10Gratificaciones,accounts,,4,D
account_tag_601_11,601.11Primasdeantigüedad,accounts,,4,D
account_tag_601_12,601.12Aguinaldo,accounts,,4,D
account_tag_601_13,601.13Indemnizaciones,accounts,,4,D
account_tag_601_14,601.14Destajo,accounts,,4,D
account_tag_601_15,601.15Despensa,accounts,,4,D
account_tag_601_16,601.16Transporte,accounts,,4,D
account_tag_601_17,601.17Serviciomédico,accounts,,4,D
account_tag_601_18,601.18Ayudaengastosfunerarios,accounts,,4,D
account_tag_601_19,601.19Fondodeahorro,accounts,,4,D
account_tag_601_20,601.20Cuotassindicales,accounts,,4,D
account_tag_601_21,601.21PTU,accounts,,4,D
account_tag_601_22,601.22Estímuloalpersonal,accounts,,4,D
account_tag_601_23,601.23Previsiónsocial,accounts,,4,D
account_tag_601_24,601.24Aportacionesparaelplandejubilación,accounts,,4,D
account_tag_601_25,601.25Otrasprestacionesalpersonal,accounts,,4,D
account_tag_601_26,601.26CuotasalIMSS,accounts,,4,D
account_tag_601_27,601.27Aportacionesalinfonavit,accounts,,4,D
account_tag_601_28,601.28AportacionesalSAR,accounts,,4,D
account_tag_601_29,601.29Impuestoestatalsobrenóminas,accounts,,4,D
account_tag_601_30,601.30Otrasaportaciones,accounts,,4,D
account_tag_601_31,601.31Asimiladosasalarios,accounts,,4,D
account_tag_601_32,601.32Serviciosadministrativos,accounts,,4,D
account_tag_601_33,601.33Serviciosadministrativospartesrelacionadas,accounts,,4,D
account_tag_601_34,601.34Honorariosapersonasfísicasresidentesnacionales,accounts,,4,D
account_tag_601_35,601.35Honorariosapersonasfísicasresidentesnacionalespartesrelacionadas,accounts,,4,D
account_tag_601_36,601.36Honorariosapersonasfísicasresidentesdelextranjero,accounts,,4,D
account_tag_601_37,601.37Honorariosapersonasfísicasresidentesdelextranjeropartesrelacionadas,accounts,,4,D
account_tag_601_38,601.38Honorariosapersonasmoralesresidentesnacionales,accounts,,4,D
account_tag_601_39,601.39Honorariosapersonasmoralesresidentesnacionalespartesrelacionadas,accounts,,4,D
account_tag_601_40,601.40Honorariosapersonasmoralesresidentesdelextranjero,accounts,,4,D
account_tag_601_41,601.41Honorariosapersonasmoralesresidentesdelextranjeropartesrelacionadas,accounts,,4,D
account_tag_601_42,601.42Honorariosaduanalespersonasfísicas,accounts,,4,D
account_tag_601_43,601.43Honorariosaduanalespersonasmorales,accounts,,4,D
account_tag_601_44,601.44Honorariosalconsejodeadministración,accounts,,4,D
account_tag_601_45,601.45Arrendamientoapersonasfísicasresidentesnacionales,accounts,,4,D
account_tag_601_46,601.46Arrendamientoapersonasmoralesresidentesnacionales,accounts,,4,D
account_tag_601_47,601.47Arrendamientoaresidentesdelextranjero,accounts,,4,D
account_tag_601_48,601.48Combustiblesylubricantes,accounts,,4,D
account_tag_601_49,601.49Viáticosygastosdeviaje,accounts,,4,D
account_tag_601_50,"601.50Teléfono,internet",accounts,,4,D
account_tag_601_51,601.51Agua,accounts,,4,D
account_tag_601_52,601.52Energíaeléctrica,accounts,,4,D
account_tag_601_53,601.53Vigilanciayseguridad,accounts,,4,D
account_tag_601_54,601.54Limpieza,accounts,,4,D
account_tag_601_55,601.55Papeleríayartículosdeoficina,accounts,,4,D
account_tag_601_56,601.56Mantenimientoyconservación,accounts,,4,D
account_tag_601_57,601.57Segurosyfianzas,accounts,,4,D
account_tag_601_58,601.58Otrosimpuestosyderechos,accounts,,4,D
account_tag_601_59,601.59Recargosfiscales,accounts,,4,D
account_tag_601_60,601.60Cuotasysuscripciones,accounts,,4,D
account_tag_601_61,601.61Propagandaypublicidad,accounts,,4,D
account_tag_601_62,601.62Capacitaciónalpersonal,accounts,,4,D
account_tag_601_63,601.63Donativosyayudas,accounts,,4,D
account_tag_601_64,601.64Asistenciatécnica,accounts,,4,D
account_tag_601_65,601.65Regalíassujetasaotrosporcentajes,accounts,,4,D
account_tag_601_66,601.66Regalíassujetasal5%,accounts,,4,D
account_tag_601_67,601.67Regalíassujetasal10%,accounts,,4,D
account_tag_601_68,601.68Regalíassujetasal15%,accounts,,4,D
account_tag_601_69,601.69Regalíassujetasal25%,accounts,,4,D
account_tag_601_70,601.70Regalíassujetasal30%,accounts,,4,D
account_tag_601_71,601.71Regalíassinretención,accounts,,4,D
account_tag_601_72,601.72Fletesyacarreos,accounts,,4,D
account_tag_601_73,601.73Gastosdeimportación,accounts,,4,D
account_tag_601_74,601.74Comisionessobreventas,accounts,,4,D
account_tag_601_75,601.75Comisionesportarjetasdecrédito,accounts,,4,D
account_tag_601_76,601.76Patentesymarcas,accounts,,4,D
account_tag_601_77,601.77Uniformes,accounts,,4,D
account_tag_601_78,601.78Prediales,accounts,,4,D
account_tag_601_79,601.79Gastosgeneralesdeurbanización,accounts,,4,D
account_tag_601_80,601.80Gastosgeneralesdeconstrucción,accounts,,4,D
account_tag_601_81,601.81Fletesdelextranjero,accounts,,4,D
account_tag_601_82,601.82Recoleccióndebienesdelsectoragropecuarioy/oganadero,accounts,,4,D
account_tag_601_83,601.83Gastosnodeducibles(sinrequisitosfiscales),accounts,,4,D
account_tag_601_84,601.84Otrosgastosgenerales,accounts,,4,D
account_tag_602,602Gastosdeventa,accounts,,4,D
account_tag_602_01,602.01Sueldosysalarios,accounts,,4,D
account_tag_602_02,602.02Compensaciones,accounts,,4,D
account_tag_602_03,602.03Tiemposextras,accounts,,4,D
account_tag_602_04,602.04Premiosdeasistencia,accounts,,4,D
account_tag_602_05,602.05Premiosdepuntualidad,accounts,,4,D
account_tag_602_06,602.06Vacaciones,accounts,,4,D
account_tag_602_07,602.07Primavacacional,accounts,,4,D
account_tag_602_08,602.08Primadominical,accounts,,4,D
account_tag_602_09,602.09Díasfestivos,accounts,,4,D
account_tag_602_10,602.10Gratificaciones,accounts,,4,D
account_tag_602_11,602.11Primasdeantigüedad,accounts,,4,D
account_tag_602_12,602.12Aguinaldo,accounts,,4,D
account_tag_602_13,602.13Indemnizaciones,accounts,,4,D
account_tag_602_14,602.14Destajo,accounts,,4,D
account_tag_602_15,602.15Despensa,accounts,,4,D
account_tag_602_16,602.16Transporte,accounts,,4,D
account_tag_602_17,602.17Serviciomédico,accounts,,4,D
account_tag_602_18,602.18Ayudaengastosfunerarios,accounts,,4,D
account_tag_602_19,602.19Fondodeahorro,accounts,,4,D
account_tag_602_20,602.20Cuotassindicales,accounts,,4,D
account_tag_602_21,602.21PTU,accounts,,4,D
account_tag_602_22,602.22Estímuloalpersonal,accounts,,4,D
account_tag_602_23,602.23Previsiónsocial,accounts,,4,D
account_tag_602_24,602.24Aportacionesparaelplandejubilación,accounts,,4,D
account_tag_602_25,602.25Otrasprestacionesalpersonal,accounts,,4,D
account_tag_602_26,602.26CuotasalIMSS,accounts,,4,D
account_tag_602_27,602.27Aportacionesalinfonavit,accounts,,4,D
account_tag_602_28,602.28AportacionesalSAR,accounts,,4,D
account_tag_602_29,602.29Impuestoestatalsobrenóminas,accounts,,4,D
account_tag_602_30,602.30Otrasaportaciones,accounts,,4,D
account_tag_602_31,602.31Asimiladosasalarios,accounts,,4,D
account_tag_602_32,602.32Serviciosadministrativos,accounts,,4,D
account_tag_602_33,602.33Serviciosadministrativospartesrelacionadas,accounts,,4,D
account_tag_602_34,602.34Honorariosapersonasfísicasresidentesnacionales,accounts,,4,D
account_tag_602_35,602.35Honorariosapersonasfísicasresidentesnacionalespartesrelacionadas,accounts,,4,D
account_tag_602_36,602.36Honorariosapersonasfísicasresidentesdelextranjero,accounts,,4,D
account_tag_602_37,602.37Honorariosapersonasfísicasresidentesdelextranjeropartesrelacionadas,accounts,,4,D
account_tag_602_38,602.38Honorariosapersonasmoralesresidentesnacionales,accounts,,4,D
account_tag_602_39,602.39Honorariosapersonasmoralesresidentesnacionalespartesrelacionadas,accounts,,4,D
account_tag_602_40,602.40Honorariosapersonasmoralesresidentesdelextranjero,accounts,,4,D
account_tag_602_41,602.41Honorariosapersonasmoralesresidentesdelextranjeropartesrelacionadas,accounts,,4,D
account_tag_602_42,602.42Honorariosaduanalespersonasfísicas,accounts,,4,D
account_tag_602_43,602.43Honorariosaduanalespersonasmorales,accounts,,4,D
account_tag_602_44,602.44Honorariosalconsejodeadministración,accounts,,4,D
account_tag_602_45,602.45Arrendamientoapersonasfísicasresidentesnacionales,accounts,,4,D
account_tag_602_46,602.46Arrendamientoapersonasmoralesresidentesnacionales,accounts,,4,D
account_tag_602_47,602.47Arrendamientoaresidentesdelextranjero,accounts,,4,D
account_tag_602_48,602.48Combustiblesylubricantes,accounts,,4,D
account_tag_602_49,602.49Viáticosygastosdeviaje,accounts,,4,D
account_tag_602_50,"602.50Teléfono,internet",accounts,,4,D
account_tag_602_51,602.51Agua,accounts,,4,D
account_tag_602_52,602.52Energíaeléctrica,accounts,,4,D
account_tag_602_53,602.53Vigilanciayseguridad,accounts,,4,D
account_tag_602_54,602.54Limpieza,accounts,,4,D
account_tag_602_55,602.55Papeleríayartículosdeoficina,accounts,,4,D
account_tag_602_56,602.56Mantenimientoyconservación,accounts,,4,D
account_tag_602_57,602.57Segurosyfianzas,accounts,,4,D
account_tag_602_58,602.58Otrosimpuestosyderechos,accounts,,4,D
account_tag_602_59,602.59Recargosfiscales,accounts,,4,D
account_tag_602_60,602.60Cuotasysuscripciones,accounts,,4,D
account_tag_602_61,602.61Propagandaypublicidad,accounts,,4,D
account_tag_602_62,602.62Capacitaciónalpersonal,accounts,,4,D
account_tag_602_63,602.63Donativosyayudas,accounts,,4,D
account_tag_602_64,602.64Asistenciatécnica,accounts,,4,D
account_tag_602_65,602.65Regalíassujetasaotrosporcentajes,accounts,,4,D
account_tag_602_66,602.66Regalíassujetasal5%,accounts,,4,D
account_tag_602_67,602.67Regalíassujetasal10%,accounts,,4,D
account_tag_602_68,602.68Regalíassujetasal15%,accounts,,4,D
account_tag_602_69,602.69Regalíassujetasal25%,accounts,,4,D
account_tag_602_70,602.70Regalíassujetasal30%,accounts,,4,D
account_tag_602_71,602.71Regalíassinretención,accounts,,4,D
account_tag_602_72,602.72Fletesyacarreos,accounts,,4,D
account_tag_602_73,602.73Gastosdeimportación,accounts,,4,D
account_tag_602_74,602.74Comisionessobreventas,accounts,,4,D
account_tag_602_75,602.75Comisionesportarjetasdecrédito,accounts,,4,D
account_tag_602_76,602.76Patentesymarcas,accounts,,4,D
account_tag_602_77,602.77Uniformes,accounts,,4,D
account_tag_602_78,602.78Prediales,accounts,,4,D
account_tag_602_79,602.79Gastosdeventadeurbanización,accounts,,4,D
account_tag_602_80,602.80Gastosdeventadeconstrucción,accounts,,4,D
account_tag_602_81,602.81Fletesdelextranjero,accounts,,4,D
account_tag_602_82,602.82Recoleccióndebienesdelsectoragropecuarioy/oganadero,accounts,,4,D
account_tag_602_83,602.83Gastosnodeducibles(sinrequisitosfiscales),accounts,,4,D
account_tag_602_84,602.84Otrosgastosdeventa,accounts,,4,D
account_tag_603,603Gastosdeadministración,accounts,,4,D
account_tag_603_01,603.01Sueldosysalarios,accounts,,4,D
account_tag_603_02,603.02Compensaciones,accounts,,4,D
account_tag_603_03,603.03Tiemposextras,accounts,,4,D
account_tag_603_04,603.04Premiosdeasistencia,accounts,,4,D
account_tag_603_05,603.05Premiosdepuntualidad,accounts,,4,D
account_tag_603_06,603.06Vacaciones,accounts,,4,D
account_tag_603_07,603.07Primavacacional,accounts,,4,D
account_tag_603_08,603.08Primadominical,accounts,,4,D
account_tag_603_09,603.09Díasfestivos,accounts,,4,D
account_tag_603_10,603.10Gratificaciones,accounts,,4,D
account_tag_603_11,603.11Primasdeantigüedad,accounts,,4,D
account_tag_603_12,603.12Aguinaldo,accounts,,4,D
account_tag_603_13,603.13Indemnizaciones,accounts,,4,D
account_tag_603_14,603.14Destajo,accounts,,4,D
account_tag_603_15,603.15Despensa,accounts,,4,D
account_tag_603_16,603.16Transporte,accounts,,4,D
account_tag_603_17,603.17Serviciomédico,accounts,,4,D
account_tag_603_18,603.18Ayudaengastosfunerarios,accounts,,4,D
account_tag_603_19,603.19Fondodeahorro,accounts,,4,D
account_tag_603_20,603.20Cuotassindicales,accounts,,4,D
account_tag_603_21,603.21PTU,accounts,,4,D
account_tag_603_22,603.22Estímuloalpersonal,accounts,,4,D
account_tag_603_23,603.23Previsiónsocial,accounts,,4,D
account_tag_603_24,603.24Aportacionesparaelplandejubilación,accounts,,4,D
account_tag_603_25,603.25Otrasprestacionesalpersonal,accounts,,4,D
account_tag_603_26,603.26CuotasalIMSS,accounts,,4,D
account_tag_603_27,603.27Aportacionesalinfonavit,accounts,,4,D
