"code","id","chart_template_id/id","user_type_id/id","reconcile","name","note"
"0113","kp_rrif0113","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Robnemarke,trgovačkoime,listakupaca,industrijskaprava,marketinškaprava,usl.markeisl.prava","Robnemarke,trgovačkoime,listakupaca,industrijskaprava,marketinškaprava,uslužnemarkeisl.prava"
"0114","kp_rrif0114","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Ulaganjeutržišniudio(otkuppravadistribucijezanekopodručje)","Ulaganjeutržišniudio(otkuppravadistribucijezanekopodručje)"
"01200","kp_rrif01200","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Ulaganjeuračunalnisoftwer","Ulaganjeuračunalnisoftwer"
"01201","kp_rrif01201","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Ulaganjeuinternetskestranice","Ulaganjeuinternetskestranice"
"01210","kp_rrif01210","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Ulaganjeuautorskaidr.pravakorištenja","Ulaganjeuautorskaidr.pravakorištenja"
"01211","kp_rrif01211","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Ulaganjeuznanje(knowhow),dizajn","Ulaganjeuznanje(knowhow),dizajn"
"01212","kp_rrif01212","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Ulaganjeupravoreproduciranja(npr.filmova),pravoobjaveuizdavaštvuisl.","Ulaganjeupravoreproduciranja(npr.filmova),pravoobjaveuizdavaštvuisl."
"01213","kp_rrif01213","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Ulaganjanatuđojimoviniradiuporabeilipoboljšanja(nekretnina,opremeisl.)","Ulaganjanatuđojimoviniradiuporabeilipoboljšanja(nekretnina,opremeisl.)"
"01214","kp_rrif01214","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Ulaganjeudugogodišnjepravouporabe(premaugovoru)","Ulaganjeudugogodišnjepravouporabe(premaugovoru)"
"01215","kp_rrif01215","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Ulaganjeupravosuvlasništvaopreme","Ulaganjeupravosuvlasništvaopreme"
"01220","kp_rrif01220","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Založnopravoihipoteke(realizirane)","Založnopravoihipoteke(realizirane)"
"01221","kp_rrif01221","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Ostaladugogodišnjaprava","Ostaladugogodišnjaprava"
"0130","kp_rrif0130","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Goodwill","Goodwill"
"0140","kp_rrif0140","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Dugogodišnjenaknadeplaćenezapravograđenja,pravoprolazaisl.","Dugogodišnjenaknadeplaćenezapravograđenja,pravoprolazaisl."
"0141","kp_rrif0141","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Filmovi,glazbenizapisi","Filmovi,glazbenizapisi"
"0142","kp_rrif0142","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Ostalanematerijalnaimovina","Ostalanematerijalnaimovina"
"0150","kp_rrif0150","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Predujmovizarazvoj","Predujmovizarazvoj"
"0151","kp_rrif0151","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Predujmovizakoncesije","Predujmovizakoncesije"
"0152","kp_rrif0152","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Predujmovizapatente,licencijeidr.","Predujmovizapatente,licencijeidr."
"0153","kp_rrif0153","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Predujmovizarobneiliuslužnemarke","Predujmovizarobneiliuslužnemarke"
"0154","kp_rrif0154","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Predujmovizanabavusoftwera","Predujmovizanabavusoftwera"
"0155","kp_rrif0155","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Predujmovizanabavuostalihpravauporabe","Predujmovizanabavuostalihpravauporabe"
"0156","kp_rrif0156","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Predujmovizaostalunematerijalnuimovinu","Predujmovizaostalunematerijalnuimovinu"
"0160","kp_rrif0160","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Nematerijalnaimovinaupripremi(analitikapremavrstiračunaskupine01)-a1","Nematerijalnaimovinaupripremi(analitikapremavrstiračunaskupine01)-Analitika1"
"0180","kp_rrif0180","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Vrijednosnousklađenjenematerijalneimovine(analitikapremavrstiračunaskupine01)-a1","Vrijednosnousklađenjenematerijalneimovine(analitikapremavrstiračunaskupine01)-Analitika1"
"0190","kp_rrif0190","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Akumuliranaamortizacijaizdatakazarazvoj","Akumuliranaamortizacijaizdatakazarazvoj"
"0191","kp_rrif0191","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Akumuliranaamortizacijakoncesija,patenata,licencijaisl.","Akumuliranaamortizacijakoncesija,patenata,licencijaisl."
"0192","kp_rrif0192","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Akumuliranaamort.robneiuslužnemarke","Akumuliranaamort.robneiuslužnemarke"
"0193","kp_rrif0193","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Akumuliranaamortizacijasoftwera","Akumuliranaamortizacijasoftwera"
"0194","kp_rrif0194","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Akumuliranaamortizacijagodwilla(v.napom.3.)","Akumuliranaamortizacijagodwilla(v.napom.3.)"
"0195","kp_rrif0195","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Akumuliranaamort.ostalenematerijalneimovine","Akumuliranaamort.ostalenematerijalneimovine"
"0200","kp_rrif0200","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Građevinskozemljište(bezzgrada)","Građevinskozemljište(bezzgrada)"
"0201","kp_rrif0201","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Poljoprivrednozemljište","Poljoprivrednozemljište"
"0202","kp_rrif0202","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Zemljištezadeponijesmećaiotpada","Zemljištezadeponijesmećaiotpada"
"0203","kp_rrif0203","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Zemljištezaeksploatacijukamena,gline,šljunkaipijeska,","Zemljištezaeksploatacijukamena,gline,šljunkaipijeska,"
"0204","kp_rrif0204","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Zemljištesasupstancijalnompotrošnjomiliodlagališta","Zemljištesasupstancijalnompotrošnjomiliodlagališta"
"0205","kp_rrif0205","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Zemljištepodprometnicama,dvorištima,parkiralištimaisl.","Zemljištepodprometnicama,dvorištima,parkiralištimaisl."
"0206","kp_rrif0206","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Zemljištapoddugogodišnjimnasadama,parkovima,vrtovimaisl.","Zemljištapoddugogodišnjimnasadama,parkovima,vrtovimaisl."
"0207","kp_rrif0207","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Čistaneobrađenainezasađenazemljištaikamenjari","Čistaneobrađenainezasađenazemljištaikamenjari"
"0208","kp_rrif0208","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Zemljištaispodgrađevina","Zemljištaispodgrađevina"
"0209","kp_rrif0209","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Poboljšanjanazemljištu(ulaganjauodvodnjavanje,uređivanjeprilazaisl.)","Poboljšanjanazemljištu(ulaganjauodvodnjavanje,uređivanjeprilazaisl.)"
"0210","kp_rrif0210","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Zemljištesupisanimpravomgrađenja(unaprijedplaćena)","Zemljištesupisanimpravomgrađenja(unaprijedplaćena)"
"0211","kp_rrif0211","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Pravoslužnostinazemljištu(unaprijedplaćena)","Pravoslužnostinazemljištu(unaprijedplaćena)"
"0212","kp_rrif0212","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Zemljištauzakupu(unaprijedplaćena)","Zemljištauzakupu(unaprijedplaćena)"
"0230","kp_rrif0230","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Poslovnezgrade","Poslovnezgrade"
"0231","kp_rrif0231","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Tvorničkezgrade,haleiradionice","Tvorničkezgrade,haleiradionice"
"0232","kp_rrif0232","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Zgradetrgovine,hotela,motela,restorana","Zgradetrgovine,hotela,motela,restorana"
"0233","kp_rrif0233","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Skladišta,silosi,nadstrešniceigaraže,staklenici,sušionice,hladnjače","Skladišta,silosi,nadstrešniceigaraže,staklenici,sušionice,hladnjače"
"0234","kp_rrif0234","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Zgrademontažne,barake,mostovi,drvenekonstrukcijeisl.","Zgrademontažne,barake,mostovi,drvenekonstrukcijeisl."
"0235","kp_rrif0235","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Ograde,izlozi,potpornizidovi-brane,športskitereni,šatori,žičareisl.","Ograde(betonske,kamene,metalneisl.),izlozi,potpornizidovi-brane,športskitereni,šatori,žičareisl."
"0236","kp_rrif0236","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Putovi,parkirališta,stazeidr.građevine(rampeisl.),nadvožnjaciidr.bet.ilimet.konstruk.","Putovi,parkirališta,stazeidr.građevine(rampeisl.),nadvožnjaciidr.betonskeilimetalnekonstrukcije"
"0237","kp_rrif0237","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Cjevovodi,vodospremnici,utvrđeneobale,kanali,kanalizacija,dalekovodi","Cjevovodi,vodospremnici,utvrđeneobale,kanali,kanalizacija,dalekovodi"
"0238","kp_rrif0238","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Objektipoljoprivredeiribarstva","Objektipoljoprivredeiribarstva"
"0239","kp_rrif0239","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Ostalinespomenutigrađevinskiobjekti(rudnici,brane)iobjektiizvanuporabe","Ostalinespomenutigrađevinskiobjekti(rudnici,brane)iobjektiizvanuporabe"
"0240","kp_rrif0240","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Stanovizavlastitezaposlenike-a1","Stanovizavlastitezaposlenike-Analitika1"
"0260","kp_rrif0260","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Predujmovizanabavuzemljišta","Predujmovizanabavuzemljišta"
"0261","kp_rrif0261","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Predujmovizagrađevineunabavi","Predujmovizagrađevineunabavi"
"0270","kp_rrif0270","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Zemljištaupripremi","Zemljištaupripremi"
"0271","kp_rrif0271","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Građevineupripremi","Građevineupripremi"
"0280","kp_rrif0280","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Vrijednosnousklađenjezemljišta","Vrijednosnousklađenjezemljišta"
"0281","kp_rrif0281","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Vrijednosnousklađenjegrađevina","Vrijednosnousklađenjegrađevina"
"0290","kp_rrif0290","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Akumuliranaamortizacijagrađevina(analitikapremapojedinimgrađevinama)","Akumuliranaamortizacijagrađevina(analitikapremapojedinimgrađevinama)"
"0291","kp_rrif0291","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Akumuliranaamortizacijaodlagalištaotpada,kamenolomaisl.(MRS16.t.58.)","Akumuliranaamortizacijaodlagalištaotpada,kamenolomaisl.(MRS16.t.58.)"
"0300","kp_rrif0300","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Tehničkapostrojenja,uređaji,spremnici,pogonskimotori,platformeidr.","Tehničkapostrojenja,uređaji,spremnici,pogonskimotori,platformeidr."
"0301","kp_rrif0301","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Strojeviialatiusvezisastrojevimaupogonimairadionicamazaobraduipreradu","Strojeviialatiusvezisastrojevimaupogonimairadionicamazaobraduipreradu"
"0302","kp_rrif0302","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Energetskapostrojenja(kotlovnice,generatori,solarnećelije,vjetro-elektrane,toplinskecrpkeidr.)","Energetskapostrojenja(kotlovnice,generatori,naponskeisolarnećelije,vjetro-elektrane,toplinskecrpkeidr.)"
"0303","kp_rrif0303","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Rashladnapostrojenja","Rashladnapostrojenja"
"0304","kp_rrif0304","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Prijenosnapostrojenja(dizala,pokretnestepenice,elevatori,pokretnetrakeisl.)","Prijenosnapostrojenja(dizala,pokretnestepenice,elevatori,pokretnetrakeisl.)"
"0305","kp_rrif0305","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Poboljšanjenapostrojenjima","Poboljšanjenapostrojenjima"
"0306","kp_rrif0306","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Mlinskapostrojenja","Mlinskapostrojenja"
"0307","kp_rrif0307","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Postrojenjezapakiranje,ambalažuisl.","Postrojenjezapakiranje,ambalažuisl."
"0309","kp_rrif0309","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Ostalapostrojenjaipostrojenjaizvanuporabe","Ostalapostrojenjaipostrojenjaizvanuporabe"
"0310","kp_rrif0310","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Uredskaoprema(fotokopirni,telefoni,telefaxi,blagajne,alarmi,klima,hladnjaci,televizori,idr.)","Uredskaoprema(fotokopirniaparati,telefoni,telefaxi,blagajne,alarmi,klimatizacijskiuređaji,hladnjaci,televizori,idr.)"
"0311","kp_rrif0311","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Računalnaoprema","Računalnaoprema"
"0312","kp_rrif0312","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Telekomunikacijskaoprema(mobiteli,tel.centrale,anteneisl.)","Telekomunikacijskaoprema(mobiteli,tel.centrale,anteneisl.)"
"0313","kp_rrif0313","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Oprematrgovine(police,blagajne,hladnjaci,idr.)","Oprematrgovine(police,blagajne,hladnjaci,idr.)"
"0314","kp_rrif0314","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Opremaugostiteljstva,hotelaisl.(aparati,štednjaci,hladnjaci,pokućstvoisl.)","Opremaugostiteljstva,hotelaisl.(aparati,štednjaci,hladnjaci,pokućstvoisl.)"
"0315","kp_rrif0315","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Opremaservisa(dizalice,ispitniuređaji,aparatiidr.)","Opremaservisa(dizalice,ispitniuređaji,aparatiidr.)"
"0316","kp_rrif0316","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Opremazagraditeljstvoimontažu(kranovi,bageri,skele,oplate,mješalice,dizalice,valjciisl.)","Opremazagraditeljstvo(kranovi,bageri,skele,oplate,mješalice,dizalice,valjciisl.)"
"0317","kp_rrif0317","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Opremagrijanjaihlađenja","Opremagrijanjaihlađenja"
"0318","kp_rrif0318","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Opremazaštitenaraduiprotupožarnezaštite","Opremazaštitenaraduiprotupožarnezaštite"
"0319","kp_rrif0319","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Ostalaopremaiopremaizvanuporabe","Ostalaopremaiopremaizvanuporabe"
"03200","kp_rrif03200","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Putničkavozila(osobnaiputničkikombi)imotorkotači","Putničkavozila(osobnaiputničkikombi)imotorkotači"
"03201","kp_rrif03201","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Teretnaivučnavozila,tegljačiikamioni","Teretnaivučnavozila,tegljačiikamioni"
"03202","kp_rrif03202","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Priključnatransportnasredstva(prikolice)","Priključnatransportnasredstva(prikolice)"
"03203","kp_rrif03203","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Teretnavozila(dostavnaikombi)ihladnjače,cisterne","Teretnavozila(dostavnaikombi)ihladnjače,cisterne"
"03204","kp_rrif03204","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Automješalice,autocrpkezabeton,autodizaliceisl.","Automješalice,autocrpkezabeton,autodizaliceisl."
"03205","kp_rrif03205","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Autobusi","Autobusi"
"03206","kp_rrif03206","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Zrakoplovi","Zrakoplovi"
"03207","kp_rrif03207","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Brodovi(većiod1000BRT)","Brodovi(većiod1000BRT)"
"03208","kp_rrif03208","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Brodice,jahteiost.plovila","Brodice,jahteiost.plovila"
"03209","kp_rrif03209","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Ostalatransportnasredstvaiuređaji(gusjeničari,el.vozila,viljuškari,vagonibicikliidr.)","Ostalatransportnasredstvaiuređaji(gusjeničari,el.vozila,viljuškari,vagoni,elevatori,traktori,bicikliidr.)"
"03210","kp_rrif03210","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Uredskopokućstvo,sagovi,zavjeseisl.","Uredskopokućstvo,sagovi,zavjeseisl."
"03211","kp_rrif03211","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Inventartrgovine(police,pregrade,pultovi)","Inventartrgovine(police,pregrade,pultovi)"
"03212","kp_rrif03212","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Ugostiteljskoihotelskopokućstvoiinventar","Ugostiteljskoihotelskopokućstvoiinventar"
"03213","kp_rrif03213","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Ostalopokućstvoiinventar","Ostalopokućstvoiinventar"
"0322","kp_rrif0322","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Pogonskiiskladišniinventar(stalaže,zatvoreniormari,skele,oplate,protupožarniaparatiisl.)","Pogonskiiskladišniinventar(stalaže,zatvoreniormari,skele,oplate,protupožarniaparati,zaštitnasredstvaisl.)"
"0323","kp_rrif0323","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Alati,mjerniikontrolniinstrumentiipomoćnaoprema","Alati,mjerniikontrolniinstrumentiipomoćnaoprema"
"0324","kp_rrif0324","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Audioivideoaparati,kamere,parkir.rampeisl.","Audioivideoaparati,kamere,parkir.rampeisl."
"0325","kp_rrif0325","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Reklame(svjetleće),stupoviisl.","Reklame(svjetleće),stupoviisl."
"0326","kp_rrif0326","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Inventarustanova(aparati,krevetiisl.)","Inventarustanova(aparati,krevetiisl.)"
"0327","kp_rrif0327","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Ostalipogonskiinventar,","Ostalipogonskiinventar,"
"0328","kp_rrif0328","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Višegodišnjaambalaža","Višegodišnjaambalaža"
"0329","kp_rrif0329","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Alati,inventarivozilaizvanuporabe","Alati,inventarivozilaizvanuporabe"
"0330","kp_rrif0330","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"30%pretporezaodosobnihautomobila(n.v.do400.000,00kn)","30%pretporezaodosobnihautomobila(n.v.do400.000,00kn)"
"0331","kp_rrif0331","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"30%i100%pretporezaodosobnihautomobila(n.v.većeod400.000,00kn)","30%i100%pretporezaodosobnihautomobila(n.v.većeod400.000,00kn)"
"0332","kp_rrif0332","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"30%pretporezaodbrodova,jahtiidr.(n.v.do400.000,00kn)","30%pretporezaodbrodova,jahtiidr.(n.v.do400.000,00kn)"
"0333","kp_rrif0333","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"30%i100%pretporezaodbrodova,jahtiidr.(n.v.većeod400.000,00kn)","30%i100%pretporezaodbrodova,jahtiidr.(n.v.većeod400.000,00kn)"
"0340","kp_rrif0340","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Traktori,kombajni,prikolice,kosiliceisl.","Traktori,kombajni,prikolicekosiliceisl."
"0341","kp_rrif0341","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Radnipriključci(plugovi,beračice,freze,prskalice,sabiračeisl.)","Radnipriključci(plugovi,beračice,freze,prskalice,sabiračeisl.)"
"0342","kp_rrif0342","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Opremazamljekarstvo(muzilice,separatori,police,spremniciisl.)","Opremazamljekarstvo(muzilice,separatori,police,spremniciisl.)"
"0343","kp_rrif0343","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Opremaribarstva(kavezi,mreže,čamciibrodovi,pakirnice)","Opremaribarstva(kavezi,mreže,čamciibrodovi,pakirnice)"
"0344","kp_rrif0344","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Opremavinogradarstva(bačve,filteri,preše,punionica)","Opremavinogradarstva(bačve,filteri,preše,punionica)"
"0345","kp_rrif0345","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Opremavočarstvaimaslinarstva","Opremavočarstvaimaslinarstva"
"0346","kp_rrif0346","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Opremastočarstvaipćelarstva","Opremastočarstvaipćelarstva"
"0347","kp_rrif0347","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Opremamlinova","Opremamlinova"
"0349","kp_rrif0349","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Ostalaopremapoljoprivrede,stočarstvairibarstva","Ostalaopremapoljoprivrede,stočarstvairibarstva"
"0350","kp_rrif0350","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Umjetnine,slikeisl.","Umjetnine,slikeisl."
"0351","kp_rrif0351","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Arhivskipredmeti,maketeisl.","Arhivskipredmeti,maketeisl."
"0352","kp_rrif0352","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Knjige,karte,fotografijeisl.","Knjige,karte,fotografijeisl."
"0353","kp_rrif0353","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Oldtimeri(automobili,brodoviidr.)","Oldtimeri(automobili,brodoviidr.)"
"0354","kp_rrif0354","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Ostalamaterijalnaimovina","Ostalamaterijalnaimovina"
"0360","kp_rrif0360","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Predujmovizapostrojenjaiopremu","Predujmovizapostrojenjaiopremu"
"0361","kp_rrif0361","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Predujmovizaalate,pogonskiinventaritransportnuimovinu","Predujmovizaalate,pogonskiinventaritransportnuimovinu"
"0367","kp_rrif0367","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Predujamzaostaluimovinu","Predujamzaostaluimovinu"
"0370","kp_rrif0370","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Postrojenjaupripremi","Postrojenjaupripremi"
"0371","kp_rrif0371","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Opremaupripremi","Opremaupripremi"
"0372","kp_rrif0372","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Alati,pogonskiinventarupripremi","Alati,pogonskiinventarupripremi"
"0373","kp_rrif0373","l10n_hr_chart_template_rrif","account.data_account_type_non_current_assets",,"Osobniautomobiliitransportnasredstvaupripremi","Osobniautomobiliitransportnasredstvaupripremi"
