id,code,name,user_type_id/id,reconcile,chart_template_id/id
300060,300060,Dividends,account.data_account_type_equity,False,default_chart_template
300070,300070,Drawings,account.data_account_type_equity,False,default_chart_template
400010,400010,UndistributedProfits/Losses,account.data_unaffected_earnings,False,default_chart_template
500010,500010,Salescategory1,account.data_account_type_revenue,False,default_chart_template
500020,500020,Salescategory2,account.data_account_type_revenue,False,default_chart_template
500030,500030,Salescategory3,account.data_account_type_revenue,False,default_chart_template
500040,500040,Salescategory4,account.data_account_type_revenue,False,default_chart_template
500050,500050,BankInterestreceived,account.data_account_type_revenue,False,default_chart_template
500060,500060,InvestmentInterestreceived,account.data_account_type_revenue,False,default_chart_template
500070,500070,Profits/Lossesondisposalsofassets,account.data_account_type_revenue,False,default_chart_template
500080,500080,RentalIncome,account.data_account_type_revenue,False,default_chart_template
510010,510010,OtherIncome,account.data_account_type_other_income,False,default_chart_template
600010,600010,Costofsales1,account.data_account_type_direct_costs,False,default_chart_template
600020,600020,Costofsales2,account.data_account_type_direct_costs,False,default_chart_template
600030,600030,Costofsales3,account.data_account_type_direct_costs,False,default_chart_template
600040,600040,Costofsales4,account.data_account_type_direct_costs,False,default_chart_template
610010,610010,Marketing,account.data_account_type_expenses,False,default_chart_template
610020,610020,Exhibitionsandevents,account.data_account_type_expenses,False,default_chart_template
610030,610030,PR,account.data_account_type_expenses,False,default_chart_template
610040,610040,Distributionvehicles,account.data_account_type_expenses,False,default_chart_template
610050,610050,Distributionsalariesandwages,account.data_account_type_expenses,False,default_chart_template
610060,610060,Shipping,account.data_account_type_expenses,False,default_chart_template
610070,610070,Directorspension,account.data_account_type_expenses,False,default_chart_template
610080,610080,Directorsremuneration,account.data_account_type_expenses,False,default_chart_template
610090,610090,GrossSalaries,account.data_account_type_expenses,False,default_chart_template
610100,610100,EmployersSDL&UIF,account.data_account_type_expenses,False,default_chart_template
610110,610110,Subcontractorspayments,account.data_account_type_expenses,False,default_chart_template
610120,610120,Rentandrates,account.data_account_type_expenses,False,default_chart_template
610130,610130,Light/heatandpower,account.data_account_type_expenses,False,default_chart_template
610140,610140,Repairsandmaintenance,account.data_account_type_expenses,False,default_chart_template
610150,610150,Carhire,account.data_account_type_expenses,False,default_chart_template
610160,610160,Carfuel,account.data_account_type_expenses,False,default_chart_template
610170,610170,Carmaintenance,account.data_account_type_expenses,False,default_chart_template
610180,610180,Telephone,account.data_account_type_expenses,False,default_chart_template
610190,610190,Internet&hosting,account.data_account_type_expenses,False,default_chart_template
610200,610200,Mobiles,account.data_account_type_expenses,False,default_chart_template
610210,610210,Stationery,account.data_account_type_expenses,False,default_chart_template
610220,610220,Officeconsumables,account.data_account_type_expenses,False,default_chart_template
610230,610230,PostageandCarriage,account.data_account_type_expenses,False,default_chart_template
610240,610240,Books,account.data_account_type_expenses,False,default_chart_template
610250,610250,Networkcosts,account.data_account_type_expenses,False,default_chart_template
610260,610260,Softwareexpenses,account.data_account_type_expenses,False,default_chart_template
610270,610270,Othercomputercosts,account.data_account_type_expenses,False,default_chart_template
610280,610280,Recruitmentfees,account.data_account_type_expenses,False,default_chart_template
610290,610290,Otheradminexpenses,account.data_account_type_expenses,False,default_chart_template
610300,610300,Accounting,account.data_account_type_expenses,False,default_chart_template
610310,610310,Auditing,account.data_account_type_expenses,False,default_chart_template
610320,610320,Consultancy,account.data_account_type_expenses,False,default_chart_template
610330,610330,Legalandprofessionalcharges,account.data_account_type_expenses,False,default_chart_template
610340,610340,Exchangegains/losses,account.data_account_type_expenses,False,default_chart_template
610350,610350,Othersundryexpenses,account.data_account_type_expenses,False,default_chart_template
610360,610360,Baddebts,account.data_account_type_expenses,False,default_chart_template
610370,610370,Interestpaid,account.data_account_type_expenses,False,default_chart_template
610380,610380,BankCharges,account.data_account_type_expenses,False,default_chart_template
610390,610390,Donations,account.data_account_type_expenses,False,default_chart_template
610400,610400,Entertaining,account.data_account_type_expenses,False,default_chart_template
610410,610410,Insurance,account.data_account_type_expenses,False,default_chart_template
610420,610420,Travelandsubsistence,account.data_account_type_expenses,False,default_chart_template
610430,610430,Corporationtaxexpense,account.data_account_type_expenses,False,default_chart_template
610440,610440,ForeignExchangeGains/Losses,account.data_account_type_expenses,False,default_chart_template
610450,610450,PriceDifferencesControlAccount,account.data_account_type_expenses,False,default_chart_template
610460,610460,CashRegisterGains/Losses,account.data_account_type_expenses,False,default_chart_template
620010,620010,SoftwareDepreciation,account.data_account_type_depreciation,False,default_chart_template
620020,620020,Patents&TrademarksDepreciation,account.data_account_type_depreciation,False,default_chart_template
620030,620030,FixturesandfittingsDepreciation,account.data_account_type_depreciation,False,default_chart_template
620040,620040,LandandbuildingsDepreciation,account.data_account_type_depreciation,False,default_chart_template
620050,620050,MotorvehiclesDepreciation,account.data_account_type_depreciation,False,default_chart_template
620060,620060,Officeequipment(inccomputerequipment)Depreciation,account.data_account_type_depreciation,False,default_chart_template
620070,620070,PlantandmachineryDepreciation,account.data_account_type_depreciation,False,default_chart_template
