id,code_prefix_start,code_prefix_end,name,chart_template_id/id
be_group_5100,5100,,"Actionsetparts",l10n_be.l10nbe_chart_template
be_group_5101,5101,,"Placementsdetrésorerieautresqueplacementsàrevenufixe",l10n_be.l10nbe_chart_template
be_group_511,511,,"Montantsnonappelés(-)",l10n_be.l10nbe_chart_template
be_group_5110,5110,,"Actionsetparts",l10n_be.l10nbe_chart_template
be_group_519,519,,"Réductionsdevaleuractées(-)",l10n_be.l10nbe_chart_template
be_group_5190,5190,,"Actionsetparts",l10n_be.l10nbe_chart_template
be_group_5191,5191,,"Placementsdetrésorerieautresqueplacementsàrevenufixe",l10n_be.l10nbe_chart_template
be_group_52,52,,"Titresàrevenufixe",l10n_be.l10nbe_chart_template
be_group_520,520,,"Valeurd'acquisition",l10n_be.l10nbe_chart_template
be_group_529,529,,"Réductionsdevaleuractées(–)",l10n_be.l10nbe_chart_template
be_group_53,53,,"Dépôtsàterme",l10n_be.l10nbe_chart_template
be_group_530,530,,"Deplusd'unan",l10n_be.l10nbe_chart_template
be_group_531,531,,"Deplusd'unmoisetàunanauplus",l10n_be.l10nbe_chart_template
be_group_532,532,,"D'unmoisauplus",l10n_be.l10nbe_chart_template
be_group_539,539,,"Réductionsdevaleuractées(–)",l10n_be.l10nbe_chart_template
be_group_54,54,,"Valeurséchuesàl'encaissement",l10n_be.l10nbe_chart_template
be_group_55,55,,"Etablissementsdecrédit",l10n_be.l10nbe_chart_template
be_group_550,550,559,"Comptesouvertsauprèsdesdiversétablissements,àsubdiviseren:",l10n_be.l10nbe_chart_template
be_group_56,56,,"Officedeschèquespostaux",l10n_be.l10nbe_chart_template
be_group_560,560,,"Comptecourant",l10n_be.l10nbe_chart_template
be_group_561,561,,"Chèquesémis(–)",l10n_be.l10nbe_chart_template
be_group_57,57,,"Caisses",l10n_be.l10nbe_chart_template
be_group_570,570,577,"Caisses-espèces",l10n_be.l10nbe_chart_template
be_group_578,578,,"Caisses-timbres",l10n_be.l10nbe_chart_template
be_group_58,58,,"Virementsinternes",l10n_be.l10nbe_chart_template
be_group_6,6,,"Charges",l10n_be.l10nbe_chart_template
be_group_60,60,,"Approvisionnementsetmarchandises",l10n_be.l10nbe_chart_template
be_group_600,600,,"Achatsdematièrespremières",l10n_be.l10nbe_chart_template
be_group_601,601,,"Achatsdefournitures",l10n_be.l10nbe_chart_template
be_group_602,602,,"Achatsdeservices,travauxetétudes",l10n_be.l10nbe_chart_template
be_group_603,603,,"Sous-traitancesgénérales",l10n_be.l10nbe_chart_template
be_group_604,604,,"Achatsdemarchandises",l10n_be.l10nbe_chart_template
be_group_605,605,,"Achatsd'immeublesdestinésàlavente",l10n_be.l10nbe_chart_template
be_group_608,608,,"Remises,ristournesetrabaisobtenus(–)",l10n_be.l10nbe_chart_template
be_group_609,609,,"Variationsdesstocks",l10n_be.l10nbe_chart_template
be_group_61,61,,"Servicesetbiensdivers",l10n_be.l10nbe_chart_template
be_group_617,617,,"Personnelintérimaireetpersonnesmisesàladispositiondel'entreprise",l10n_be.l10nbe_chart_template
be_group_618,618,,"Rémunérations,primespourassurancesextralégales,pensionsderetraiteetdesurviedesadministrateurs,gérantsetassociésactifsquinesontpasattribuéesenvertud'uncontratdetravail",l10n_be.l10nbe_chart_template
be_group_62,62,,"Rémunérations,chargessocialesetpensions",l10n_be.l10nbe_chart_template
be_group_620,620,,"Rémunérationsetavantagessociauxdirects",l10n_be.l10nbe_chart_template
be_group_621,621,,"Cotisationspatronalesd'assurancessociales",l10n_be.l10nbe_chart_template
be_group_622,622,,"Primespatronalespourassurancesextra-légales",l10n_be.l10nbe_chart_template
be_group_623,623,,"Autresfraisdepersonnel",l10n_be.l10nbe_chart_template
be_group_624,624,,"Pensionsderetraiteetdesurvie",l10n_be.l10nbe_chart_template
be_group_63,63,,"Amortissements,réductionsdevaleuretprovisionspourrisquesetcharges",l10n_be.l10nbe_chart_template
be_group_630,630,,"Dotationsauxamortissementsetauxréductionsdevaleursurimmobilisations",l10n_be.l10nbe_chart_template
be_group_631,631,,"Réductionsdevaleursurstocks",l10n_be.l10nbe_chart_template
be_group_632,632,,"Réductionsdevaleursurcommandesencours",l10n_be.l10nbe_chart_template
be_group_633,633,,"Réductionsdevaleursurcréancescommercialesàplusd'unan",l10n_be.l10nbe_chart_template
be_group_634,634,,"Réductionsdevaleursurcréancescommercialesàunanauplus",l10n_be.l10nbe_chart_template
be_group_635,635,,"Provisionspourpensionsetobligationssimilaires",l10n_be.l10nbe_chart_template
be_group_636,636,,"Provisionspourgrossesréparationsetgrosentretien",l10n_be.l10nbe_chart_template
be_group_637,637,,"Provisionspourobligationsenvironnementales",l10n_be.l10nbe_chart_template
be_group_638,638,,"Provisionspourautresrisquesetcharges",l10n_be.l10nbe_chart_template
be_group_64,64,,"Autreschargesd'exploitation",l10n_be.l10nbe_chart_template
be_group_640,640,,"Chargesfiscalesd'exploitation",l10n_be.l10nbe_chart_template
be_group_641,641,,"Moins-valuessurréalisationscourantesd'immobilisationscorporelles",l10n_be.l10nbe_chart_template
be_group_642,642,,"Moins-valuessurréalisationsdecréancescommerciales",l10n_be.l10nbe_chart_template
be_group_643,643,648,"Chargesd'exploitationdiverses",l10n_be.l10nbe_chart_template
be_group_649,649,,"Chargesd'exploitationportéesàl'actifautitredefraisderestructuration(–)",l10n_be.l10nbe_chart_template
be_group_65,65,,"Chargesfinancières",l10n_be.l10nbe_chart_template
be_group_650,650,,"Chargesdesdettes",l10n_be.l10nbe_chart_template
be_group_651,651,,"Réductionsdevaleursuractifscirculants",l10n_be.l10nbe_chart_template
be_group_652,652,,"Moins-valuessurréalisationd'actifscirculants",l10n_be.l10nbe_chart_template
be_group_653,653,,"Chargesd'escomptedecréances",l10n_be.l10nbe_chart_template
be_group_654,654,,"Différencesdechange",l10n_be.l10nbe_chart_template
be_group_655,655,,"Ecartsdeconversiondesdevises",l10n_be.l10nbe_chart_template
be_group_656,656,,"Provisionsàcaractèrefinancier",l10n_be.l10nbe_chart_template
be_group_657,657,658,"Chargesfinancièresdiverses",l10n_be.l10nbe_chart_template
be_group_659,659,,"Chargesfinancièresportéesàl'actifautitredefraisderestructuration",l10n_be.l10nbe_chart_template
be_group_66,66,,"Chargesd'exploitationoufinancièresnonrécurrentes",l10n_be.l10nbe_chart_template
be_group_660,660,,"Amortissementsetréductionsdevaleurnonrécurrents(dotations)",l10n_be.l10nbe_chart_template
be_group_661,661,,"Réductionsdevaleursurimmobilisationsfinancières(dotations)",l10n_be.l10nbe_chart_template
be_group_662,662,,"Provisionspourrisquesetchargesnonrécurrents",l10n_be.l10nbe_chart_template
be_group_663,663,,"Moins-valuessurréalisationd'actifsimmobilisés",l10n_be.l10nbe_chart_template
be_group_664,664,667,"Autreschargesd'exploitationnonrécurrentes",l10n_be.l10nbe_chart_template
be_group_668,668,,"Autreschargesfinancièresnonrécurrentes",l10n_be.l10nbe_chart_template
be_group_669,669,,"Chargesportéesàl'actifautitredefraisderestructuration(-)",l10n_be.l10nbe_chart_template
be_group_67,67,,"Impôtssurlerésultat",l10n_be.l10nbe_chart_template
be_group_670,670,,"Impôtsbelgessurlerésultatdel'exercice",l10n_be.l10nbe_chart_template
be_group_671,671,,"Impôtsbelgessurlerésultatd'exercicesantérieurs",l10n_be.l10nbe_chart_template
be_group_672,672,,"Impôtsétrangerssurlerésultatdel'exercice",l10n_be.l10nbe_chart_template
be_group_673,673,,"Impôtsétrangerssurlerésultatd'exercicesantérieurs",l10n_be.l10nbe_chart_template
be_group_68,68,,"Transfertsauximpôtsdifférésetauxréservesimmunisées",l10n_be.l10nbe_chart_template
be_group_680,680,,"Transfertsauximpôtsdifférés",l10n_be.l10nbe_chart_template
be_group_689,689,,"Transfertsauxréservesimmunisées",l10n_be.l10nbe_chart_template
be_group_69,69,,"Affectationsetprélèvements",l10n_be.l10nbe_chart_template
be_group_690,690,,"Pertereportéedel'exerciceprécédent",l10n_be.l10nbe_chart_template
be_group_691,691,,"Affectationsaucapitaletàlaprimed'émission",l10n_be.l10nbe_chart_template
be_group_692,692,,"Dotationauxréserves",l10n_be.l10nbe_chart_template
be_group_693,693,,"Bénéficeàreporter",l10n_be.l10nbe_chart_template
be_group_694,694,,"Rémunérationducapital",l10n_be.l10nbe_chart_template
be_group_695,695,,"Administrateursougérants",l10n_be.l10nbe_chart_template
be_group_696,696,,"Employés",l10n_be.l10nbe_chart_template
be_group_697,697,,"Autresapplications",l10n_be.l10nbe_chart_template
be_group_7,7,,"Produits",l10n_be.l10nbe_chart_template
be_group_70,70,,"Chiffred'affaires",l10n_be.l10nbe_chart_template
be_group_700,700,707,"Ventesetprestationsdeservices",l10n_be.l10nbe_chart_template
be_group_708,708,,"Remises,ristournesetrabaisaccordés(–)",l10n_be.l10nbe_chart_template
be_group_71,71,,"Variationdesstocksetdescommandesencoursd'exécution",l10n_be.l10nbe_chart_template
be_group_712,712,,"Desen-coursdefabrication",l10n_be.l10nbe_chart_template
be_group_713,713,,"Desproduitsfinis",l10n_be.l10nbe_chart_template
be_group_715,715,,"Desimmeublesconstruitsdestinésàlavente",l10n_be.l10nbe_chart_template
be_group_717,717,,"Descommandesencoursd'exécution",l10n_be.l10nbe_chart_template
be_group_72,72,,"Productionimmobilisée",l10n_be.l10nbe_chart_template
be_group_74,74,,"Autresproduitsd'exploitation",l10n_be.l10nbe_chart_template
be_group_740,740,,"Subsidesd'exploitationetmontantscompensatoires",l10n_be.l10nbe_chart_template
be_group_741,741,,"Plus-valuessurréalisationscourantesd'immobilisationscorporelles",l10n_be.l10nbe_chart_template
be_group_742,742,,"Plus-valuessurréalisationdecréancescommerciales",l10n_be.l10nbe_chart_template
be_group_743,743,749,"Produitsd'exploitationdivers",l10n_be.l10nbe_chart_template
be_group_75,75,,"Produitsfinanciers",l10n_be.l10nbe_chart_template
be_group_750,750,,"Produitsdesimmobilisationsfinancières",l10n_be.l10nbe_chart_template
be_group_751,751,,"Produitsdesactifscirculants",l10n_be.l10nbe_chart_template
be_group_752,752,,"Plus-valuessurréalisationd'actifscirculants",l10n_be.l10nbe_chart_template
be_group_753,753,,"Subsidesencapitaletenintérêts",l10n_be.l10nbe_chart_template
be_group_754,754,,"Différencesdechange",l10n_be.l10nbe_chart_template
be_group_755,755,,"Écartdeconversiondesdevises",l10n_be.l10nbe_chart_template
be_group_756,756,759,"Produitsfinanciersdivers",l10n_be.l10nbe_chart_template
be_group_76,76,,"Produitsd'exploitationoufinanciersnonrécurrents",l10n_be.l10nbe_chart_template
be_group_760,760,,"Reprisesd'amortissementsetderéductionsdevaleur",l10n_be.l10nbe_chart_template
be_group_761,761,,"Reprisesderéductionsdevaleursurimmobilisationsfinancières",l10n_be.l10nbe_chart_template
be_group_762,762,,"Reprisesdeprovisionspourrisquesetchargesnonrécurrents",l10n_be.l10nbe_chart_template
be_group_763,763,,"Plus-valuessurréalisationd'actifsimmobilisés",l10n_be.l10nbe_chart_template
be_group_764,764,768,"Autresproduitsd'exploitationnonrécurrents",l10n_be.l10nbe_chart_template
be_group_769,769,,"Autresproduitsfinanciersnonrécurrents",l10n_be.l10nbe_chart_template
be_group_77,77,,"Régularisationsd'impôtsetreprisesdeprovisionsfiscales",l10n_be.l10nbe_chart_template
be_group_771,771,,"Impôtsbelgessurlerésultat",l10n_be.l10nbe_chart_template
be_group_773,773,,"Impôtsétrangerssurlerésultat",l10n_be.l10nbe_chart_template
be_group_78,78,,"Prélèvementssurlesréservesimmuniséesetlesimpôtsdifférés",l10n_be.l10nbe_chart_template
be_group_780,780,,"Prélèvementssurlesimpôtsdifférés",l10n_be.l10nbe_chart_template
be_group_789,789,,"Prélèvementssurlesréservesimmunisées",l10n_be.l10nbe_chart_template
be_group_79,79,,"Affectationsetprélèvements",l10n_be.l10nbe_chart_template
be_group_790,790,,"Bénéficereportédel'exerciceprécédent",l10n_be.l10nbe_chart_template
be_group_791,791,,"Prélèvementsurlecapitaletlesprimesd'émission",l10n_be.l10nbe_chart_template
be_group_792,792,,"Prélèvementsurlesréserves",l10n_be.l10nbe_chart_template
be_group_793,793,,"Perteàreporter",l10n_be.l10nbe_chart_template
be_group_794,794,,"Interventiond'associés(oudupropriétaire)danslaperte",l10n_be.l10nbe_chart_template
be_group_0,0,,"Droitsetengagementshorsbilan",l10n_be.l10nbe_chart_template
be_group_00,00,,"Garantiesconstituéespardestierspourcomptedel'entreprise",l10n_be.l10nbe_chart_template
be_group_000,000,,"Créanciersdel'entreprise,bénéficiairesdegarantiesdetiers",l10n_be.l10nbe_chart_template
be_group_001,001,,"Tiersconstituantsdegarantiespourcomptedel'entreprise",l10n_be.l10nbe_chart_template
be_group_01,01,,"Garantiespersonnellesconstituéespourcomptedetiers",l10n_be.l10nbe_chart_template
be_group_010,010,,"Débiteurspourengagementssureffetsencirculation",l10n_be.l10nbe_chart_template
be_group_011,011,,"Créanciersd'engagementssureffetsencirculation",l10n_be.l10nbe_chart_template
be_group_012,012,,"Débiteurspourautresgarantiespersonnelles",l10n_be.l10nbe_chart_template
be_group_013,013,,"Créanciersd'autresgarantiespersonnelles",l10n_be.l10nbe_chart_template
be_group_02,02,,"Garantiesréellesconstituéessuravoirspropres",l10n_be.l10nbe_chart_template
be_group_020,020,,"Créanciersdel'entreprise,bénéficiairesdegarantiesréelles",l10n_be.l10nbe_chart_template
be_group_021,021,,"Garantiesréellesconstituéespourcomptepropre",l10n_be.l10nbe_chart_template
be_group_022,022,,"Créanciersdetiers,bénéficiairesdegarantiesréelles",l10n_be.l10nbe_chart_template
be_group_023,023,,"Garantiesréellesconstituéespourcomptedetiers",l10n_be.l10nbe_chart_template
be_group_03,03,,"Garantiesreçues",l10n_be.l10nbe_chart_template
be_group_030,030,,"Dépôtsstatutaires",l10n_be.l10nbe_chart_template
be_group_031,031,,"Déposantsstatutaires",l10n_be.l10nbe_chart_template
be_group_032,032,,"Garantiesreçues",l10n_be.l10nbe_chart_template
be_group_033,033,,"Constituantsdegaranties",l10n_be.l10nbe_chart_template
be_group_04,04,,"Biensetvaleursdétenuspardestiersenleurnommaisauxrisquesetprofitsdel'entreprise",l10n_be.l10nbe_chart_template
be_group_040,040,,"Tiers,détenteursenleurnommaisauxrisquesetprofitsdel'entreprisedebiensetdevaleurs",l10n_be.l10nbe_chart_template
be_group_041,041,,"Biensetvaleursdétenuspardestiersenleurnommaisauxrisquesetprofitsdel'entreprise",l10n_be.l10nbe_chart_template
be_group_05,05,,"Engagementsd'acquisitionetdecessiond'immobilisations",l10n_be.l10nbe_chart_template
be_group_050,050,,"Engagementsd'acquisition",l10n_be.l10nbe_chart_template
be_group_051,051,,"Créanciersd'engagementsd'acquisition",l10n_be.l10nbe_chart_template
be_group_052,052,,"Débiteurspourengagementsdecession",l10n_be.l10nbe_chart_template
be_group_053,053,,"Engagementsdecession",l10n_be.l10nbe_chart_template
be_group_06,06,,"Marchésàterme",l10n_be.l10nbe_chart_template
be_group_060,060,,"Marchandisesachetéesàterme-àrecevoir",l10n_be.l10nbe_chart_template
be_group_061,061,,"Créancierspourmarchandisesachetéesàterme",l10n_be.l10nbe_chart_template
