id,chart_template_id:id,code,name,user_type_id:id,reconcile
au_55000,l10n_au.l10n_au_chart_template,55000,Materials&Supplies,account.data_account_type_direct_costs,FALSE
au_56000,l10n_au.l10n_au_chart_template,56000,Freight,account.data_account_type_direct_costs,FALSE
au_57000,l10n_au.l10n_au_chart_template,57000,OtherCosts,account.data_account_type_direct_costs,FALSE
au_61000,l10n_au.l10n_au_chart_template,61000,Advertising,account.data_account_type_expenses,FALSE
au_61200,l10n_au.l10n_au_chart_template,61200,Car&TruckExpenses,account.data_account_type_expenses,FALSE
au_61300,l10n_au.l10n_au_chart_template,61300,CommissionsPaid,account.data_account_type_expenses,FALSE
au_61500,l10n_au.l10n_au_chart_template,61500,DepreciationExpense,account.data_account_type_depreciation,FALSE
au_61610,l10n_au.l10n_au_chart_template,61610,DiscountsGiven,account.data_account_type_expenses,FALSE
au_61620,l10n_au.l10n_au_chart_template,61620,DiscountsTaken,account.data_account_type_expenses,FALSE
au_61630,l10n_au.l10n_au_chart_template,61630,ExchangeRateLosses(Gains),account.data_account_type_expenses,FALSE
au_61700,l10n_au.l10n_au_chart_template,61700,FreightPaid,account.data_account_type_expenses,FALSE
au_61800,l10n_au.l10n_au_chart_template,61800,Insurance,account.data_account_type_expenses,FALSE
au_61910,l10n_au.l10n_au_chart_template,61910,OverdraftInterest,account.data_account_type_expenses,FALSE
au_61920,l10n_au.l10n_au_chart_template,61920,MortgageInterest,account.data_account_type_expenses,FALSE
au_61930,l10n_au.l10n_au_chart_template,61930,OtherInterest,account.data_account_type_expenses,FALSE
au_62000,l10n_au.l10n_au_chart_template,62000,LateFeesPaid,account.data_account_type_expenses,FALSE
au_62110,l10n_au.l10n_au_chart_template,62110,Machinery&Equipment,account.data_account_type_expenses,FALSE
au_62120,l10n_au.l10n_au_chart_template,62120,OtherBusinessProperty,account.data_account_type_expenses,FALSE
au_62200,l10n_au.l10n_au_chart_template,62200,Legal&ProfessionalServices,account.data_account_type_expenses,FALSE
au_62300,l10n_au.l10n_au_chart_template,62300,OfficeExpenses,account.data_account_type_expenses,FALSE
au_62410,l10n_au.l10n_au_chart_template,62410,StaffAmenities,account.data_account_type_expenses,FALSE
au_62420,l10n_au.l10n_au_chart_template,62420,Superannuation,account.data_account_type_expenses,FALSE
au_62430,l10n_au.l10n_au_chart_template,62430,Wages&Salaries,account.data_account_type_expenses,FALSE
au_62440,l10n_au.l10n_au_chart_template,62440,Workers'Compensation,account.data_account_type_expenses,FALSE
au_62450,l10n_au.l10n_au_chart_template,62450,OtherEmployerExpenses,account.data_account_type_expenses,FALSE
au_62500,l10n_au.l10n_au_chart_template,62500,Repairs,account.data_account_type_expenses,FALSE
au_62550,l10n_au.l10n_au_chart_template,62550,Shrinkage/Spoilage,account.data_account_type_expenses,FALSE
au_62600,l10n_au.l10n_au_chart_template,62600,Supplies,account.data_account_type_expenses,FALSE
au_62700,l10n_au.l10n_au_chart_template,62700,Taxes,account.data_account_type_expenses,FALSE
au_62800,l10n_au.l10n_au_chart_template,62800,Telephone,account.data_account_type_expenses,FALSE
au_62910,l10n_au.l10n_au_chart_template,62910,Gas,account.data_account_type_expenses,FALSE
au_62920,l10n_au.l10n_au_chart_template,62920,Electricity,account.data_account_type_expenses,FALSE
au_62930,l10n_au.l10n_au_chart_template,62930,Water,account.data_account_type_expenses,FALSE
au_63110,l10n_au.l10n_au_chart_template,63110,Travel,account.data_account_type_expenses,FALSE
au_63120,l10n_au.l10n_au_chart_template,63120,Meals&Entertainment,account.data_account_type_expenses,FALSE
au_81000,l10n_au.l10n_au_chart_template,81000,InterestIncome,account.data_account_type_other_income,FALSE
au_91000,l10n_au.l10n_au_chart_template,91000,InterestExpense,account.data_account_type_expenses,FALSE
au_92000,l10n_au.l10n_au_chart_template,92000,IncomeTaxExpense,account.data_account_type_expenses,FALSE
