code,id,user_type_id/id,name,reconcile,chart_template_id/id
149000,gd_acc_149000,account.data_account_type_current_assets,"OSLABITEVVREDNOSTIKRATKOROČNIHTERJATEVIZPOSLOVANJAZATUJRAČUN",False,gd_chart
150000,gd_acc_150000,account.data_account_type_current_assets,"KRATKOROČNETERJATVEZAOBRESTI",False,gd_chart
151000,gd_acc_151000,account.data_account_type_current_assets,"KRATKOROČNETERJATVEZADIVIDENDE",False,gd_chart
152000,gd_acc_152000,account.data_account_type_current_assets,"KRATKOROČNETERJATVEZADRUGEDELEŽEVDOBIČKU",False,gd_chart
155000,gd_acc_155000,account.data_account_type_current_assets,"DRUGEKRATKOROČNETERJATVE,POVEZANESFINANČNIMIPRIHODKI",False,gd_chart
159000,gd_acc_159000,account.data_account_type_current_assets,"OSLABITEVVREDNOSTIKRATKOROČNIHTERJATEV,POVEZANIHSFINANČNIMIPRIHODKI",False,gd_chart
160001,gd_acc_160001,account.data_account_type_current_assets,"KRATKOROČNETERJATVEZANEODBITNIDDV",False,gd_chart
160002,gd_acc_160002,account.data_account_type_current_assets,"KRATKOROČNETERJATVEZAODBITNIDDV9,5%",False,gd_chart
160003,gd_acc_160003,account.data_account_type_current_assets,"KRATKOROČNETERJATVEZAODBITNIDDV22%",False,gd_chart
160004,gd_acc_160004,account.data_account_type_current_assets,"KRATKOROČNETERJATVEZAODBITNIDDV9,5%VEU",False,gd_chart
160005,gd_acc_160005,account.data_account_type_current_assets,"KRATKOROČNETERJATVEZAODBITNIDDV22%VEU",False,gd_chart
160006,gd_acc_160006,account.data_account_type_current_assets,"KRATKOROČNETERJATVEZAODBITNIDDV9,5%IZVENEU",False,gd_chart
160007,gd_acc_160007,account.data_account_type_current_assets,"KRATKOROČNETERJATVEZAODBITNIDDV22%IZVENEU",False,gd_chart
160008,gd_acc_160008,account.data_account_type_current_assets,"KRATKOROČNETERJATVEZAODBITNIDDV9,5%UVOZ",False,gd_chart
160009,gd_acc_160009,account.data_account_type_current_assets,"KRATKOROČNETERJATVEZAODBITNIDDV22%UVOZ",False,gd_chart
161000,gd_acc_161000,account.data_account_type_current_assets,"KRATKOROČNETERJATVEZADAVEKODDOHODKOVPRAVNIHOSEB,VKLJUČNOZDAVKOM,PLAČANIMVTUJINI",False,gd_chart
162000,gd_acc_162000,account.data_account_type_current_assets,"DRUGEKRATKOROČNETERJATVEDODRŽAVNIHINDRUGIHINŠTITUCIJ",False,gd_chart
165000,gd_acc_165000,account.data_account_type_current_assets,"OSTALEKRATKOROČNETERJATVE",False,gd_chart
166000,gd_acc_166000,account.data_account_type_current_assets,"KRATKOROČNETERJATVEZADDV,VRNJENTUJCEM",False,gd_chart
167000,gd_acc_167000,account.data_account_type_current_assets,"KRATKOROČNETERJATVEZADDV,PLAČANVTUJINI",False,gd_chart
169000,gd_acc_169000,account.data_account_type_current_assets,"OSLABITEVVREDNOSTIDRUGIHKRATKOROČNIHTERJATEV",False,gd_chart
170000,gd_acc_170000,account.data_account_type_current_assets,"KRATKOROČNEFINANČNENALOŽBEVDELNICEINDELEŽEDRUŽBVSKUPINI,RAZPOREJENEINIZMERJENEPONABAVNIVREDNOSTI",False,gd_chart
171000,gd_acc_171000,account.data_account_type_current_assets,"KRATKOROČNEFINANČNENALOŽBEVDELNICEINDELEŽEDRUŽBVSKUPINI,RAZPOREJENEINIZMERJENEPOPOŠTENIVREDNOSTIPREKPOSLOVNEGAIZIDA",False,gd_chart
172000,gd_acc_172000,account.data_account_type_current_assets,"KRATKOROČNEFINANČNENALOŽBEVDELNICEINDELEŽEDRUŽBVSKUPINI,RAZPOREJENEINIZMERJENEPOPOŠTENIVREDNOSTIPREKKAPITALA",False,gd_chart
173000,gd_acc_173000,account.data_account_type_current_assets,"KRATKOROČNEFINANČNENALOŽBEVDELNICEINDELEŽEPRIDRUŽENIHDRUŽBINSKUPAJOBVLADOVANIHDRUŽB,RAZPOREJENEINIZMERJENEPONABAVNIVREDNOSTI",False,gd_chart
174000,gd_acc_174000,account.data_account_type_current_assets,"KRATKOROČNEFINANČNENALOŽBEVDELNICEINDELEŽEPRIDRUŽENIHDRUŽBINSKUPAJOBVLADOVANIHDRUŽB,RAZPOREJENEINIZMERJENEPOPOŠTENIVREDNOSTIPREKPOSLOVNEGAIZIDA",False,gd_chart
175000,gd_acc_175000,account.data_account_type_current_assets,"KRATKOROČNEFINANČNENALOŽBEVDELNICEINDELEŽEPRIDRUŽENIHDRUŽBINSKUPAJOBVLADOVANIHDRUŽB,RAZPOREJENEINIZMERJENEPOPOŠTENIVREDNOSTIPREKKAPITALA",False,gd_chart
176000,gd_acc_176000,account.data_account_type_current_assets,"DRUGEKRATKOROČNEFINANČNENALOŽBE,RAZPOREJENEINIZMERJENEPONABAVNIVREDNOSTI",False,gd_chart
177000,gd_acc_177000,account.data_account_type_current_assets,"DRUGEKRATKOROČNEFINANČNENALOŽBE,RAZPOREJENEINIZMERJENEPOPOŠTENIVREDNOSTIPREKPOSLOVNEGAIZIDA",False,gd_chart
178000,gd_acc_178000,account.data_account_type_current_assets,"DRUGEKRATKOROČNEFINANČNENALOŽBE,RAZPOREJENEINIZMERJENEPOPOŠTENIVREDNOSTIPREKKAPITALA",False,gd_chart
179000,gd_acc_179000,account.data_account_type_current_assets,"OSLABITEVVREDNOSTIKRATKOROČNIHFINANČNIHNALOŽB",False,gd_chart
180000,gd_acc_180000,account.data_account_type_current_assets,"KRATKOROČNAPOSOJILA,DANANAPODLAGIPOSOJILNIHPOGODBDRUŽBAMVSKUPINI",False,gd_chart
181000,gd_acc_181000,account.data_account_type_current_assets,"KRATKOROČNAPOSOJILA,DANANAPODLAGIPOSOJILNIHPOGODBPRIDRUŽENIMDRUŽBAMINSKUPAJOBVLADOVANIMDRUŽBAM",False,gd_chart
182000,gd_acc_182000,account.data_account_type_current_assets,"KRATKOROČNAPOSOJILA,DANADRUGIM",False,gd_chart
183000,gd_acc_183000,account.data_account_type_current_assets,"KRATKOROČNIDEPOZITIVBANKAHINDRUGIHFINANČNIHORGANIZACIJAH",False,gd_chart
184000,gd_acc_184000,account.data_account_type_current_assets,"KRATKOROČNODANAPOSOJILAZODKUPOMOBVEZNIC",False,gd_chart
185000,gd_acc_185000,account.data_account_type_current_assets,"PREJETEMENICE",False,gd_chart
186000,gd_acc_186000,account.data_account_type_current_assets,"KRATKOROČNODANAPOSOJILAZODKUPOMDRUGIHDOLŽNIŠKIHVREDNOSTNIHPAPIRJEV",False,gd_chart
187000,gd_acc_187000,account.data_account_type_current_assets,"KRATKOROČNONEVPLAČANIVPOKLICANIKAPITAL",False,gd_chart
189000,gd_acc_189000,account.data_account_type_current_assets,"OSLABITEVVREDNOSTIKRATKOROČNIHPOSOJIL",False,gd_chart
190000,gd_acc_190000,account.data_account_type_current_assets,"KRATKOROČNOODLOŽENISTROŠKIOZIROMAODHODKI",False,gd_chart
191000,gd_acc_191000,account.data_account_type_current_assets,"KRATKOROČNONEZARAČUNANIPRIHODKI",False,gd_chart
192000,gd_acc_192000,account.data_account_type_current_assets,"VREDNOTNICE",False,gd_chart
195000,gd_acc_195000,account.data_account_type_current_assets,"DDVODPREJETIHPREDUJMOV",False,gd_chart
210000,gd_acc_210000,account.data_account_type_current_liabilities,"OBVEZNOSTI,VKLJUČENEVSKUPINEZAODTUJITEV",False,gd_chart
220000,gd_acc_220000,account.data_account_type_payable,"KRATKOROČNEOBVEZNOSTI(DOLGOVI)DODOBAVITELJEVVDRŽAVI",True,gd_chart
221000,gd_acc_221000,account.data_account_type_payable,"KRATKOROČNEOBVEZNOSTI(DOLGOVI)DODOBAVITELJEVVTUJINI",True,gd_chart
222000,gd_acc_222000,account.data_account_type_current_liabilities,"KRATKOROČNIBLAGOVNIKREDITI,PREJETIVDRŽAVI",False,gd_chart
223000,gd_acc_223000,account.data_account_type_current_liabilities,"KRATKOROČNIBLAGOVNIKREDITI,PREJETIVTUJINI",False,gd_chart
224000,gd_acc_224000,account.data_account_type_current_liabilities,"KRATKOROČNEOBVEZNOSTI(DOLGOVI)ZANEZARAČUNANEBLAGOINSTORITVE",False,gd_chart
230000,gd_acc_230000,account.data_account_type_payable,"PREJETIKRATKOROČNIPREDUJMI",True,gd_chart
231000,gd_acc_231000,account.data_account_type_current_liabilities,"PREJETEKRATKOROČNEVARŠČINE",False,gd_chart
240000,gd_acc_240000,account.data_account_type_current_liabilities,"KRATKOROČNEOBVEZNOSTIIZIZVOZAZATUJRAČUN",False,gd_chart
241000,gd_acc_241000,account.data_account_type_current_liabilities,"KRATKOROČNEOBVEZNOSTIDOUVOZNIKOV",False,gd_chart
242000,gd_acc_242000,account.data_account_type_current_liabilities,"KRATKOROČNEOBVEZNOSTIIZKOMISIJSKEINKONSIGNACIJSKEPRODAJE",False,gd_chart
245000,gd_acc_245000,account.data_account_type_current_liabilities,"DRUGEKRATKOROČNEOBVEZNOSTIIZPOSLOVANJAZATUJRAČUN",False,gd_chart
250000,gd_acc_250000,account.data_account_type_current_liabilities,"KRATKOROČNEOBVEZNOSTIZAVRAČUNANEINNEOBRAČUNANEPLAČE",False,gd_chart
251000,gd_acc_251000,account.data_account_type_current_liabilities,"KRATKOROČNEOBVEZNOSTIZAČISTEPLAČEINNADOMESTILAPLAČ",False,gd_chart
253000,gd_acc_253000,account.data_account_type_current_liabilities,"KRATKOROČNEOBVEZNOSTIZAPRISPEVKEIZKOSMATIHPLAČINNADOMESTILPLAČ",False,gd_chart
254000,gd_acc_254000,account.data_account_type_current_liabilities,"KRATKOROČNEOBVEZNOSTIZADAVKEIZKOSMATIHPLAČINNADOMESTILPLAČ",False,gd_chart
255000,gd_acc_255000,account.data_account_type_current_liabilities,"KRATKOROČNEOBVEZNOSTIZADRUGEPREJEMKEIZDELOVNEGARAZMERJA",False,gd_chart
256000,gd_acc_256000,account.data_account_type_current_liabilities,"KRATKOROČNEOBVEZNOSTIZAPRISPEVKEIZDRUGIHPREJEMKOVIZDELOVNEGARAZMERJA,KISENEOBRAČUNAVAJOSKUPAJSPLAČAMI",False,gd_chart
257000,gd_acc_257000,account.data_account_type_current_liabilities,"KRATKOROČNEOBVEZNOSTIZADAVEKIZDRUGIHPREJEMKOVIZDELOVNEGARAZMERJA,KISENEOBRAČUNAVAJOSKUPAJSPLAČAMI",False,gd_chart
260001,gd_acc_260001,account.data_account_type_current_liabilities,"OBVEZNOSTIZAZARAČUNANIDDV9,5%",False,gd_chart
260002,gd_acc_260002,account.data_account_type_current_liabilities,"OBVEZNOSTIZAZARAČUNANIDDV22%",False,gd_chart
260003,gd_acc_260003,account.data_account_type_current_liabilities,"OBVEZNOSTIZAZARAČUNANIDDV9,5%VEU",False,gd_chart
260004,gd_acc_260004,account.data_account_type_current_liabilities,"OBVEZNOSTIZAZARAČUNANIDDV22%VEU",False,gd_chart
260005,gd_acc_260005,account.data_account_type_current_liabilities,"OBVEZNOSTIZAZARAČUNANIDDV9,5%IZVENEU",False,gd_chart
260006,gd_acc_260006,account.data_account_type_current_liabilities,"OBVEZNOSTIZAZARAČUNANIDDV22%IZVENEU",False,gd_chart
261000,gd_acc_261000,account.data_account_type_current_liabilities,"OBVEZNOSTIZADDV,CARINOINDRUGEDAJATVEODUVOŽENEGABLAGA",False,gd_chart
262000,gd_acc_262000,account.data_account_type_current_liabilities,"OBVEZNOSTIZAPRISPEVKEIZPLAČEVALCA",False,gd_chart
263000,gd_acc_263000,account.data_account_type_current_liabilities,"OBVEZNOSTIZADAVEKODIZPLAČANIHPLAČ",False,gd_chart
264000,gd_acc_264000,account.data_account_type_current_liabilities,"OBVEZNOSTIZADAVEKODDOHODKOV",False,gd_chart
265000,gd_acc_265000,account.data_account_type_current_liabilities,"OBVEZNOSTIZADAVČNIODTEGLJAJ",False,gd_chart
266000,gd_acc_266000,account.data_account_type_current_liabilities,"DRUGEKRATKOROČNEOBVEZNOSTIDODRŽAVNIHINDRUGIHINŠTITUCIJ",False,gd_chart
270000,gd_acc_270000,account.data_account_type_current_liabilities,"KRATKOROČNAPOSOJILA,DOBLJENAPRIDRUŽBAHVSKUPINI",False,gd_chart
271000,gd_acc_271000,account.data_account_type_current_liabilities,"KRATKOROČNAPOSOJILA,DOBLJENAPRIPRIDRUŽENIHDRUŽBAHINSKUPAJOBVLADOVANIHDRUŽBAH",False,gd_chart
272000,gd_acc_272000,account.data_account_type_current_liabilities,"KRATKOROČNAPOSOJILA,DOBLJENAPRIBANKAHINDRUŽBAHVDRŽAVI",False,gd_chart
273000,gd_acc_273000,account.data_account_type_current_liabilities,"KRATKOROČNAPOSOJILA,DOBLJENAPRIBANKAHINDRUŽBAHVTUJINI",False,gd_chart
274000,gd_acc_274000,account.data_account_type_current_liabilities,"KRATKOROČNEFINANČNEOBVEZNOSTIVZVEZIZOBVEZNICAMI",False,gd_chart
275000,gd_acc_275000,account.data_account_type_current_liabilities,"KRATKOROČNEOBVEZNOSTIVZVEZIZRAZDELITVIJOPOSLOVNEGAIZIDA",False,gd_chart
276000,gd_acc_276000,account.data_account_type_current_liabilities,"KRATKOROČNEFINANČNEOBVEZNOSTIDOFIZIČNIHOSEB",False,gd_chart
278000,gd_acc_278000,account.data_account_type_current_liabilities,"OBVEZNOSTIIZVPLAČILAKAPITALADOVPISAVSODNIREGISTER",False,gd_chart
279000,gd_acc_279000,account.data_account_type_current_liabilities,"DRUGEKRATKOROČNEFINANČNEOBVEZNOSTI",False,gd_chart
