id,code,name,user_type_id:id,chart_template_id:id,reconcile
chart1073,1073,Fondossujetosarestricción-Otrosfondossujetosarestricción,account.data_account_type_liquidity,pe_chart_template,False
chart11111,11111,Inversionesmantenidasparanegociación-ValoresemitidosogarantizadosporelEstado-Costo,account.data_account_type_receivable,pe_chart_template,True
chart11112,11112,Inversionesmantenidasparanegociación-ValoresemitidosogarantizadosporelEstado-ValorRazonable,account.data_account_type_receivable,pe_chart_template,True
chart11121,11121,Inversionesmantenidasparanegociación-Valoresemitidosporelsistemafinanciero-Costo,account.data_account_type_receivable,pe_chart_template,True
chart11122,11122,Inversionesmantenidasparanegociación-Valoresemitidosporelsistemafinanciero-ValorRazonable,account.data_account_type_receivable,pe_chart_template,True
chart11131,11131,Inversionesmantenidasparanegociación-Valoresemitidosporentidades-Costo,account.data_account_type_receivable,pe_chart_template,True
chart11132,11132,Inversionesmantenidasparanegociación-Valoresemitidosporentidades-ValorRazonable,account.data_account_type_receivable,pe_chart_template,True
chart11141,11141,Inversionesmantenidasparanegociación-Otrostítulosrepresentativosdedeuda-Costo,account.data_account_type_receivable,pe_chart_template,True
chart11142,11142,Inversionesmantenidasparanegociación-Otrostítulosrepresentativosdedeuda-ValorRazonable,account.data_account_type_receivable,pe_chart_template,True
chart11151,11151,Inversionesmantenidasparanegociación-Participacionesenentidades-Costo,account.data_account_type_receivable,pe_chart_template,True
chart11152,11152,Inversionesmantenidasparanegociación-Participacionesenentidades-ValorRazonable,account.data_account_type_receivable,pe_chart_template,True
chart11211,11211,Otrasinversionesfinancieras-Otrasinversionesfinancieras-Costo,account.data_account_type_receivable,pe_chart_template,True
chart11212,11212,Otrasinversionesfinancieras-Otrasinversionesfinancieras-ValorRazonable,account.data_account_type_receivable,pe_chart_template,True
chart11311,11311,Activosfinancieros–Acuerdodecompra-Inversionesmantenidasparanegociación–Acuerdodecompra-Costo,account.data_account_type_receivable,pe_chart_template,True
chart11312,11312,Activosfinancieros–Acuerdodecompra-Inversionesmantenidasparanegociación–Acuerdodecompra-ValorRazonable,account.data_account_type_receivable,pe_chart_template,True
chart11321,11321,Activosfinancieros–Acuerdodecompra-Otrasinversionesfinancieras-Costo,account.data_account_type_receivable,pe_chart_template,True
chart11322,11322,Activosfinancieros–Acuerdodecompra-Otrasinversionesfinancieras-ValorRazonable,account.data_account_type_receivable,pe_chart_template,True
chart1211,1211,"Facturas,boletasyotroscomprobantesporcobrar-Noemitidas",account.data_account_type_receivable,pe_chart_template,True
chart1212,1212,"Facturas,boletasyotroscomprobantesporcobrar-Emitidasencartera",account.data_account_type_receivable,pe_chart_template,True
chart1213,1213,"Facturas,boletasyotroscomprobantesporcobrar-Encobranza",account.data_account_type_receivable,pe_chart_template,True
chart1214,1214,"Facturas,boletasyotroscomprobantesporcobrar-Endescuento",account.data_account_type_receivable,pe_chart_template,True
chart1215,1215,"Facturas,boletasyotroscomprobantesporcobrar-EncobranzaPoS",account.data_account_type_receivable,pe_chart_template,True
chart122,122,Anticiposdeclientes,account.data_account_type_receivable,pe_chart_template,True
chart1232,1232,Letrasporcobrar-Encartera,account.data_account_type_receivable,pe_chart_template,True
chart1233,1233,Letrasporcobrar-Encobranza,account.data_account_type_receivable,pe_chart_template,True
chart1234,1234,Letrasporcobrar-Endescuento,account.data_account_type_receivable,pe_chart_template,True
chart1311,1311,"Facturas,boletasyotroscomprobantesporcobrar-Noemitidas",account.data_account_type_receivable,pe_chart_template,True
chart1312,1312,"Facturas,boletasyotroscomprobantesporcobrar-Encartera",account.data_account_type_receivable,pe_chart_template,True
chart1313,1313,"Facturas,boletasyotroscomprobantesporcobrar-Encobranza",account.data_account_type_receivable,pe_chart_template,True
chart1314,1314,"Facturas,boletasyotroscomprobantesporcobrar-Endescuento",account.data_account_type_receivable,pe_chart_template,True
chart1321,1321,Anticiposrecibidos-Anticiposrecibidos,account.data_account_type_receivable,pe_chart_template,True
chart1331,1331,Letrasporcobrar-Encartera,account.data_account_type_receivable,pe_chart_template,True
chart1332,1332,Letrasporcobrar-Encobranza,account.data_account_type_receivable,pe_chart_template,True
chart1333,1333,Letrasporcobrar-Endescuento,account.data_account_type_receivable,pe_chart_template,True
chart1411,1411,Personal-Préstamos,account.data_account_type_receivable,pe_chart_template,True
chart1412,1412,Personal-Adelantoderemuneraciones,account.data_account_type_receivable,pe_chart_template,True
chart1413,1413,Personal-Entregasarendircuenta,account.data_account_type_receivable,pe_chart_template,True
chart1419,1419,Personal-Otrascuentasporcobraralpersonal,account.data_account_type_receivable,pe_chart_template,True
chart1421,1421,Accionistas(osocios)-Suscripcionesporcobrarasociosoaccionistas,account.data_account_type_receivable,pe_chart_template,True
chart1422,1422,Accionistas(osocios)-Préstamos,account.data_account_type_receivable,pe_chart_template,True
chart1431,1431,Directores-Préstamos,account.data_account_type_receivable,pe_chart_template,True
chart1432,1432,Directores-Adelantodedietas,account.data_account_type_receivable,pe_chart_template,True
chart1433,1433,Directores-Entregasarendircuenta,account.data_account_type_receivable,pe_chart_template,True
chart149,149,Diversas,account.data_account_type_receivable,pe_chart_template,True
chart1611,1611,Préstamos-Congarantía,account.data_account_type_receivable,pe_chart_template,True
chart1612,1612,Préstamos-Singarantía,account.data_account_type_receivable,pe_chart_template,True
chart1621,1621,Reclamacionesaterceros-Compañíasaseguradoras,account.data_account_type_receivable,pe_chart_template,True
chart1622,1622,Reclamacionesaterceros-Transportadoras,account.data_account_type_receivable,pe_chart_template,True
chart1623,1623,Reclamacionesaterceros-Serviciospúblicos,account.data_account_type_receivable,pe_chart_template,True
chart1624,1624,Reclamacionesaterceros-Tributos,account.data_account_type_receivable,pe_chart_template,True
chart1629,1629,Reclamacionesaterceros-Otras,account.data_account_type_receivable,pe_chart_template,True
chart1631,1631,"Intereses,regalíasydividendos-Intereses",account.data_account_type_receivable,pe_chart_template,True
chart1632,1632,"Intereses,regalíasydividendos-Regalías",account.data_account_type_receivable,pe_chart_template,True
chart1633,1633,"Intereses,regalíasydividendos-Dividendos",account.data_account_type_receivable,pe_chart_template,True
chart1641,1641,Depósitosotorgadosengarantía-Préstamosdeinstitucionesfinancieras,account.data_account_type_receivable,pe_chart_template,True
chart1642,1642,Depósitosotorgadosengarantía-Préstamosdeinstitucionesnofinancieras,account.data_account_type_receivable,pe_chart_template,True
chart1643,1643,Depósitosotorgadosengarantía-Depósitosengarantíaporalquileres,account.data_account_type_receivable,pe_chart_template,True
chart1649,1649,Depósitosotorgadosengarantía-Otrosdepósitosengarantía,account.data_account_type_receivable,pe_chart_template,True
chart1651,1651,Ventadeactivoinmovilizado-Inversiónmobiliaria,account.data_account_type_receivable,pe_chart_template,True
chart1652,1652,Ventadeactivoinmovilizado-Propiedadesdeinversión,account.data_account_type_receivable,pe_chart_template,True
chart1653,1653,"Ventadeactivoinmovilizado-Propiedad,plantayequipo",account.data_account_type_receivable,pe_chart_template,True
chart1654,1654,Ventadeactivoinmovilizado-Intangibles,account.data_account_type_receivable,pe_chart_template,True
chart1655,1655,Ventadeactivoinmovilizado-Activosbiológicos,account.data_account_type_receivable,pe_chart_template,True
chart1659,1659,Ventadeactivoinmovilizado-Otrosactivosinmovilizados,account.data_account_type_receivable,pe_chart_template,True
chart16611,16611,Activosporinstrumentosfinancieros-Instrumentosfinancierosprimarios-Costo,account.data_account_type_receivable,pe_chart_template,True
chart16612,16612,Activosporinstrumentosfinancieros-Instrumentosfinancierosprimarios-Valorrazonable,account.data_account_type_receivable,pe_chart_template,True
chart16621,16621,Activosporinstrumentosfinancieros-Instrumentosfinancierosderivados-Costo,account.data_account_type_receivable,pe_chart_template,True
chart16622,16622,Activosporinstrumentosfinancieros-Instrumentosfinancierosderivados-Valorrazonable,account.data_account_type_receivable,pe_chart_template,True
chart1671,1671,Tributosporacreditar-Pagosacuentadelimpuestoalarenta,account.data_account_type_receivable,pe_chart_template,True
chart1672,1672,Tributosporacreditar-PagosacuentadeITAN,account.data_account_type_receivable,pe_chart_template,True
chart1673,1673,Tributosporacreditar-IGVporacreditarencompras,account.data_account_type_receivable,pe_chart_template,True
chart1674,1674,Tributosporacreditar-IGVporacreditarnodomiciliados,account.data_account_type_receivable,pe_chart_template,True
chart1675,1675,Tributosporacreditar-Obrasporimpuestos,account.data_account_type_receivable,pe_chart_template,True
chart1691,1691,Otrascuentasporcobrardiversas-Entregasarendircuentaaterceros,account.data_account_type_receivable,pe_chart_template,True
chart1699,1699,Otrascuentasporcobrardiversas-Otrascuentasporcobrardiversas,account.data_account_type_receivable,pe_chart_template,True
chart1711,1711,Préstamos-Congarantía,account.data_account_type_receivable,pe_chart_template,True
chart1712,1712,Préstamos-Singarantía,account.data_account_type_receivable,pe_chart_template,True
chart1731,1731,"Intereses,regalíasydividendos-Intereses",account.data_account_type_receivable,pe_chart_template,True
chart1732,1732,"Intereses,regalíasydividendos-Regalías",account.data_account_type_receivable,pe_chart_template,True
chart1733,1733,"Intereses,regalíasydividendos-Dividendos",account.data_account_type_receivable,pe_chart_template,True
chart1741,1741,Depósitosotorgadosengarantía-Préstamosdeinstitucionesfinancieras,account.data_account_type_receivable,pe_chart_template,True
chart1742,1742,Depósitosotorgadosengarantía-Préstamosdeinstitucionesnofinancieras,account.data_account_type_receivable,pe_chart_template,True
chart1743,1743,Depósitosotorgadosengarantía-Depósitosengarantíaporalquileres,account.data_account_type_receivable,pe_chart_template,True
chart1749,1749,Depósitosotorgadosengarantía-Otrosdepósitosengarantía,account.data_account_type_receivable,pe_chart_template,True
chart1751,1751,Ventadeactivoinmovilizado-Inversiónmobiliaria,account.data_account_type_receivable,pe_chart_template,True
chart1752,1752,Ventadeactivoinmovilizado-Propiedadesdeinversión,account.data_account_type_receivable,pe_chart_template,True
chart1753,1753,"Ventadeactivoinmovilizado-Propiedad,plantayequipo",account.data_account_type_receivable,pe_chart_template,True
chart1754,1754,Ventadeactivoinmovilizado-Intangibles,account.data_account_type_receivable,pe_chart_template,True
chart1755,1755,Ventadeactivoinmovilizado-Activosbiológicos,account.data_account_type_receivable,pe_chart_template,True
chart1759,1759,Ventadeactivoinmovilizado-Otrosactivosinmovilizados,account.data_account_type_receivable,pe_chart_template,True
chart17611,17611,Activosporinstrumentosfinancieros-Instrumentosfinancierosprimarios-Costo,account.data_account_type_receivable,pe_chart_template,True
chart17612,17612,Activosporinstrumentosfinancieros-Instrumentosfinancierosprimarios-Valorrazonable,account.data_account_type_receivable,pe_chart_template,True
chart17621,17621,Activosporinstrumentosfinancieros-Instrumentosfinancierosderivados-Costo,account.data_account_type_receivable,pe_chart_template,True
chart17622,17622,Activosporinstrumentosfinancieros-Instrumentosfinancierosderivados-Valorrazonable,account.data_account_type_receivable,pe_chart_template,True
chart179,179,Otrascuentasporcobrardiversas,account.data_account_type_receivable,pe_chart_template,True
chart181,181,Costosfinancieros,account.data_account_type_prepayments,pe_chart_template,False
chart182,182,Seguros,account.data_account_type_prepayments,pe_chart_template,False
chart183,183,Alquileres,account.data_account_type_prepayments,pe_chart_template,False
chart184,184,Primaspagadasporopciones,account.data_account_type_prepayments,pe_chart_template,False
chart185,185,Mantenimientodeactivosinmovilizados,account.data_account_type_prepayments,pe_chart_template,False
chart189,189,Otrosgastoscontratadosporanticipado,account.data_account_type_prepayments,pe_chart_template,False
chart1911,1911,"Cuentasporcobrarcomerciales–Terceros-Facturas,boletasyotroscomprobantesporcobrar",account.data_account_type_receivable,pe_chart_template,True
chart1913,1913,Cuentasporcobrarcomerciales–Terceros-Letrasporcobrar,account.data_account_type_receivable,pe_chart_template,True
chart1921,1921,"Cuentasporcobrarcomerciales–Relacionadas-Facturas,boletasyotroscomprobantesporcobrar",account.data_account_type_receivable,pe_chart_template,True
chart1923,1923,Cuentasporcobrarcomerciales–Relacionadas-Letrasporcobrar,account.data_account_type_receivable,pe_chart_template,True
chart1931,1931,"Cuentasporcobraralpersonal,alosaccionistas(socios)ydirectores-Personal",account.data_account_type_receivable,pe_chart_template,True
chart1932,1932,"Cuentasporcobraralpersonal,alosaccionistas(socios)ydirectores-Accionistas(osocios)",account.data_account_type_receivable,pe_chart_template,True
chart1933,1933,"Cuentasporcobraralpersonal,alosaccionistas(socios)ydirectores-Directores",account.data_account_type_receivable,pe_chart_template,True
chart1939,1939,"Cuentasporcobraralpersonal,alosaccionistas(socios)ydirectores-Diversas",account.data_account_type_receivable,pe_chart_template,True
chart1941,1941,Cuentasporcobrardiversas–Terceros-Préstamos,account.data_account_type_receivable,pe_chart_template,True
chart1942,1942,Cuentasporcobrardiversas–Terceros-Reclamacionesaterceros,account.data_account_type_receivable,pe_chart_template,True
chart1943,1943,"Cuentasporcobrardiversas–Terceros-Intereses,regalíasydividendos",account.data_account_type_receivable,pe_chart_template,True
chart1944,1944,Cuentasporcobrardiversas–Terceros-Depósitosotorgadosengarantía,account.data_account_type_receivable,pe_chart_template,True
chart1945,1945,Cuentasporcobrardiversas–Terceros-Ventadeactivoinmovilizado,account.data_account_type_receivable,pe_chart_template,True
chart1946,1946,Cuentasporcobrardiversas–Terceros-Activosporinstrumentosfinancieros,account.data_account_type_receivable,pe_chart_template,True
chart1949,1949,Cuentasporcobrardiversas–Terceros-Otrascuentasporcobrardiversas,account.data_account_type_receivable,pe_chart_template,True
chart1951,1951,Cuentasporcobrardiversas–Relacionadas-Préstamos,account.data_account_type_receivable,pe_chart_template,True
chart1953,1953,"Cuentasporcobrardiversas–Relacionadas-Intereses,regalíasydividendos",account.data_account_type_receivable,pe_chart_template,True
chart1954,1954,Cuentasporcobrardiversas–Relacionadas-Depósitosotorgadosengarantía,account.data_account_type_receivable,pe_chart_template,True
chart1955,1955,Cuentasporcobrardiversas–Relacionadas-Ventadeactivoinmovilizado,account.data_account_type_receivable,pe_chart_template,True
chart1956,1956,Cuentasporcobrardiversas–Relacionadas-Activosporinstrumentosfinancieros,account.data_account_type_receivable,pe_chart_template,True
chart1959,1959,Cuentasporcobrardiversas–Relacionadas-Otrascuentasporcobrardiversas,account.data_account_type_receivable,pe_chart_template,True
chart20111,20111,Mercaderías-Mercaderías-Costo,account.data_account_type_current_assets,pe_chart_template,False
chart20114,20114,Mercaderías-Mercaderías-Valorrazonable,account.data_account_type_current_assets,pe_chart_template,False
chart21111,21111,Productosterminados-Productosterminados-Costo,account.data_account_type_current_assets,pe_chart_template,False
chart21113,21113,Productosterminados-Productosterminados-Costodefinanciación,account.data_account_type_current_assets,pe_chart_template,False
chart21114,21114,Productosterminados-Productosterminados-Valorrazonable,account.data_account_type_current_assets,pe_chart_template,False
chart21511,21511,Inventariodeserviciosterminados-Serviciosterminados-Costo,account.data_account_type_current_assets,pe_chart_template,False
chart221,221,Subproductos,account.data_account_type_current_assets,pe_chart_template,False
chart222,222,Desechosydesperdicios,account.data_account_type_current_assets,pe_chart_template,False
chart23111,23111,Productosenproceso-Productosenproceso-Costo,account.data_account_type_current_assets,pe_chart_template,False
chart23113,23113,Productosenproceso-Productosenproceso-Costodefinanciación,account.data_account_type_current_assets,pe_chart_template,False
chart23511,23511,Inventariodeserviciosenproceso-Serviciosenproceso-Costo,account.data_account_type_current_assets,pe_chart_template,False
chart24111,24111,Materiasprimas-Materiasprimas-Costo,account.data_account_type_current_assets,pe_chart_template,False
chart24114,24114,Materiasprimas-Materiasprimas-Valorrazonable,account.data_account_type_current_assets,pe_chart_template,False
chart251,251,Materialesauxiliares,account.data_account_type_current_assets,pe_chart_template,False
chart2521,2521,Suministros-Combustibles,account.data_account_type_current_assets,pe_chart_template,False
chart2522,2522,Suministros-Lubricantes,account.data_account_type_current_assets,pe_chart_template,False
chart2523,2523,Suministros-Energía,account.data_account_type_current_assets,pe_chart_template,False
chart2524,2524,Suministros-Otrossuministros,account.data_account_type_current_assets,pe_chart_template,False
chart253,253,Repuestos,account.data_account_type_current_assets,pe_chart_template,False
chart261,261,Envases,account.data_account_type_current_assets,pe_chart_template,False
chart262,262,Embalajes,account.data_account_type_current_assets,pe_chart_template,False
chart27111,27111,Propiedadesdeinversión-Terrenos-Costo,account.data_account_type_current_assets,pe_chart_template,False
chart27112,27112,Propiedadesdeinversión-Terrenos-Revaluación,account.data_account_type_current_assets,pe_chart_template,False
chart27114,27114,Propiedadesdeinversión-Terrenos-Valorrazonable,account.data_account_type_current_assets,pe_chart_template,False
chart27121,27121,Propiedadesdeinversión-Edificaciones-Costo,account.data_account_type_current_assets,pe_chart_template,False
chart27122,27122,Propiedadesdeinversión-Edificaciones-Revaluación,account.data_account_type_current_assets,pe_chart_template,False
chart27123,27123,Propiedadesdeinversión-Edificaciones-Costosdefinanciación,account.data_account_type_current_assets,pe_chart_template,False
chart27124,27124,Propiedadesdeinversión-Edificaciones-Valorrazonable,account.data_account_type_current_assets,pe_chart_template,False
chart27201,27201,"Propiedad,plantayequipo-Plantaproductoraenproducción-Costo",account.data_account_type_current_assets,pe_chart_template,False
chart27202,27202,"Propiedad,plantayequipo-Plantaproductoraenproducción-Revaluación",account.data_account_type_current_assets,pe_chart_template,False
chart27203,27203,"Propiedad,plantayequipo-Plantaproductoraenproducción-Costodefinanciación",account.data_account_type_current_assets,pe_chart_template,False
chart27204,27204,"Propiedad,plantayequipo-Plantaproductoraenproducción-Valorrazonable",account.data_account_type_current_assets,pe_chart_template,False
chart27211,27211,"Propiedad,plantayequipo-Plantaproductoraendesarrollo-Costo",account.data_account_type_current_assets,pe_chart_template,False
chart27212,27212,"Propiedad,plantayequipo-Plantaproductoraendesarrollo-Revaluación",account.data_account_type_current_assets,pe_chart_template,False
chart27213,27213,"Propiedad,plantayequipo-Plantaproductoraendesarrollo-Costodefinanciación",account.data_account_type_current_assets,pe_chart_template,False
chart27214,27214,"Propiedad,plantayequipo-Plantaproductoraendesarrollo-Valorrazonable",account.data_account_type_current_assets,pe_chart_template,False
chart27221,27221,"Propiedad,plantayequipo-Terrenos-Costo",account.data_account_type_current_assets,pe_chart_template,False
chart27222,27222,"Propiedad,plantayequipo-Terrenos-Revaluación",account.data_account_type_current_assets,pe_chart_template,False
chart27231,27231,"Propiedad,plantayequipo-Edificaciones-Costo",account.data_account_type_current_assets,pe_chart_template,False
chart27232,27232,"Propiedad,plantayequipo-Edificaciones-Revaluación",account.data_account_type_current_assets,pe_chart_template,False
chart27233,27233,"Propiedad,plantayequipo-Edificaciones-Costodefinanciación",account.data_account_type_current_assets,pe_chart_template,False
chart27241,27241,"Propiedad,plantayequipo-Maquinariasyequiposdeexplotación-Costo",account.data_account_type_current_assets,pe_chart_template,False
chart27242,27242,"Propiedad,plantayequipo-Maquinariasyequiposdeexplotación-Revaluación",account.data_account_type_current_assets,pe_chart_template,False
chart27243,27243,"Propiedad,plantayequipo-Maquinariasyequiposdeexplotación-Costodefinanciación",account.data_account_type_current_assets,pe_chart_template,False
chart27251,27251,"Propiedad,plantayequipo-Unidadesdetransporte-Costo",account.data_account_type_current_assets,pe_chart_template,False
chart27252,27252,"Propiedad,plantayequipo-Unidadesdetransporte-Revaluación",account.data_account_type_current_assets,pe_chart_template,False
chart27261,27261,"Propiedad,plantayequipo-Mueblesyenseres-Costo",account.data_account_type_current_assets,pe_chart_template,False
chart27262,27262,"Propiedad,plantayequipo-Mueblesyenseres-Revaluación",account.data_account_type_current_assets,pe_chart_template,False
chart27271,27271,"Propiedad,plantayequipo-Equiposdiversos-Costo",account.data_account_type_current_assets,pe_chart_template,False
chart27272,27272,"Propiedad,plantayequipo-Equiposdiversos-Revaluación",account.data_account_type_current_assets,pe_chart_template,False
chart27281,27281,"Propiedad,plantayequipo-Herramientasyunidadesdereemplazo-Costo",account.data_account_type_current_assets,pe_chart_template,False
chart27282,27282,"Propiedad,plantayequipo-Herramientasyunidadesdereemplazo-Revaluación",account.data_account_type_current_assets,pe_chart_template,False
chart27291,27291,"Propiedad,plantayequipo-Obrasencurso-Costo",account.data_account_type_current_assets,pe_chart_template,False
chart27292,27292,"Propiedad,plantayequipo-Obrasencurso-Revaluación",account.data_account_type_current_assets,pe_chart_template,False
chart27311,27311,"Intangibles-Concesiones,licenciasyderechos-Costo",account.data_account_type_current_assets,pe_chart_template,False
chart27312,27312,"Intangibles-Concesiones,licenciasyderechos-Revaluación",account.data_account_type_current_assets,pe_chart_template,False
chart27321,27321,Intangibles-Patentesypropiedadindustrial-Costo,account.data_account_type_current_assets,pe_chart_template,False
chart27322,27322,Intangibles-Patentesypropiedadindustrial-Revaluación,account.data_account_type_current_assets,pe_chart_template,False
chart27331,27331,Intangibles-Programasdecomputadora(software)-Costo,account.data_account_type_current_assets,pe_chart_template,False
chart27332,27332,Intangibles-Programasdecomputadora(software)-Revaluación,account.data_account_type_current_assets,pe_chart_template,False
chart27341,27341,Intangibles-Costosdeexploraciónydesarrollo-Costo,account.data_account_type_current_assets,pe_chart_template,False
chart27342,27342,Intangibles-Costosdeexploraciónydesarrollo-Revaluación,account.data_account_type_current_assets,pe_chart_template,False
chart27351,27351,"Intangibles-Fórmulas,diseñosyprototipos-Costo",account.data_account_type_current_assets,pe_chart_template,False
chart27352,27352,"Intangibles-Fórmulas,diseñosyprototipos-Revaluación",account.data_account_type_current_assets,pe_chart_template,False
chart27391,27391,Intangibles-Otrosactivosintangibles-Costo,account.data_account_type_current_assets,pe_chart_template,False
chart27392,27392,Intangibles-Otrosactivosintangibles-Revaluación,account.data_account_type_current_assets,pe_chart_template,False
chart27411,27411,Activosbiológicos-Activosbiológicosenproducción-Costo,account.data_account_type_current_assets,pe_chart_template,False
chart27413,27413,Activosbiológicos-Activosbiológicosenproducción-Costosdefinanciación,account.data_account_type_current_assets,pe_chart_template,False
chart27414,27414,Activosbiológicos-Activosbiológicosenproducción-Valorrazonable,account.data_account_type_current_assets,pe_chart_template,False
chart27421,27421,Activosbiológicos-Activosbiológicosendesarrollo-Costo,account.data_account_type_current_assets,pe_chart_template,False
chart27423,27423,Activosbiológicos-Activosbiológicosendesarrollo-Costosdefinanciación,account.data_account_type_current_assets,pe_chart_template,False
chart27424,27424,Activosbiológicos-Activosbiológicosendesarrollo-Valorrazonable,account.data_account_type_current_assets,pe_chart_template,False
chart27521,27521,Depreciaciónacumulada–Propiedadesdeinversión-Edificaciones-Costo,account.data_account_type_current_assets,pe_chart_template,False
chart27522,27522,Depreciaciónacumulada–Propiedadesdeinversión-Edificaciones-Revaluación,account.data_account_type_current_assets,pe_chart_template,False
chart27523,27523,Depreciaciónacumulada–Propiedadesdeinversión-Edificaciones-Costodefinanciación,account.data_account_type_current_assets,pe_chart_template,False
chart27601,27601,"Depreciaciónacumulada–Propiedad,plantayequipo-Plantaproductoraenproducción-Costo",account.data_account_type_current_assets,pe_chart_template,False
chart27602,27602,"Depreciaciónacumulada–Propiedad,plantayequipo-Plantaproductoraenproducción-Revaluación",account.data_account_type_current_assets,pe_chart_template,False
chart27603,27603,"Depreciaciónacumulada–Propiedad,plantayequipo-Plantaproductoraenproducción-Costodefinanciación",account.data_account_type_current_assets,pe_chart_template,False
chart27604,27604,"Depreciaciónacumulada–Propiedad,plantayequipo-Plantaproductoraenproducción-Valorrazonable",account.data_account_type_current_assets,pe_chart_template,False
chart27621,27621,"Depreciaciónacumulada–Propiedad,plantayequipo-Edificaciones-Costo",account.data_account_type_current_assets,pe_chart_template,False
chart27622,27622,"Depreciaciónacumulada–Propiedad,plantayequipo-Edificaciones-Revaluación",account.data_account_type_current_assets,pe_chart_template,False
chart27623,27623,"Depreciaciónacumulada–Propiedad,plantayequipo-Edificaciones-Costodefinanciación",account.data_account_type_current_assets,pe_chart_template,False
chart27631,27631,"Depreciaciónacumulada–Propiedad,plantayequipo-Maquinariasyequipodeexplotación-Costo",account.data_account_type_current_assets,pe_chart_template,False
chart27632,27632,"Depreciaciónacumulada–Propiedad,plantayequipo-Maquinariasyequipodeexplotación-Revaluación",account.data_account_type_current_assets,pe_chart_template,False
chart27633,27633,"Depreciaciónacumulada–Propiedad,plantayequipo-Maquinariasyequipodeexplotación-Costodefinanciación",account.data_account_type_current_assets,pe_chart_template,False
chart27641,27641,"Depreciaciónacumulada–Propiedad,plantayequipo-Unidadesdetransporte-Costo",account.data_account_type_current_assets,pe_chart_template,False
chart27642,27642,"Depreciaciónacumulada–Propiedad,plantayequipo-Unidadesdetransporte-Revaluación",account.data_account_type_current_assets,pe_chart_template,False
chart27651,27651,"Depreciaciónacumulada–Propiedad,plantayequipo-Mueblesyenseres-Costo",account.data_account_type_current_assets,pe_chart_template,False
chart27652,27652,"Depreciaciónacumulada–Propiedad,plantayequipo-Mueblesyenseres-Revaluación",account.data_account_type_current_assets,pe_chart_template,False
chart27661,27661,"Depreciaciónacumulada–Propiedad,plantayequipo-Equiposdiversos-Costo",account.data_account_type_current_assets,pe_chart_template,False
chart27662,27662,"Depreciaciónacumulada–Propiedad,plantayequipo-Equiposdiversos-Revaluación",account.data_account_type_current_assets,pe_chart_template,False
chart27671,27671,"Depreciaciónacumulada–Propiedad,plantayequipo-Herramientasyunidadesdereemplazo-Costo",account.data_account_type_current_assets,pe_chart_template,False
