"id","code","name","user_type_id/id","tag_ids/id","reconcile","chart_template_id/id"
"chart1290","1290","Andredriftsmidler","account.data_account_type_current_assets","","False","no_chart_template"
"chart1300","1300","Investeringeridatterselskaper","account.data_account_type_current_assets","","False","no_chart_template"
"chart1310","1310","Investeringerannetforetakisammekonsern","account.data_account_type_current_assets","","False","no_chart_template"
"chart1320","1320","Låntilforetaksammekonsern","account.data_account_type_current_assets","","False","no_chart_template"
"chart1330","1330","Investeringeritilknyttedeselskap","account.data_account_type_current_assets","","False","no_chart_template"
"chart1340","1340","Låntiltilknyttedeselskap","account.data_account_type_current_assets","","False","no_chart_template"
"chart1350","1350","Investeringeriaksjerogandeler","account.data_account_type_current_assets","","False","no_chart_template"
"chart1360","1360","Obligasjoner","account.data_account_type_current_assets","","False","no_chart_template"
"chart1370","1370","Fordringerpåeiere,styremedlemmermv.","account.data_account_type_current_assets","","False","no_chart_template"
"chart1380","1380","Fordringerpåansatte","account.data_account_type_current_assets","","False","no_chart_template"
"chart1390","1390","Andrelangsiktigefordringer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1399","1399","Andrefordringer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1400","1400","Råvareroginnkjøptehalvfabrikata","account.data_account_type_current_assets","","False","no_chart_template"
"chart1401","1401","Halvfabrikata","account.data_account_type_current_assets","","False","no_chart_template"
"chart1420","1420","Varerundertilvirkning","account.data_account_type_current_assets","","False","no_chart_template"
"chart1440","1440","Ferdigeegentilvirkedevarer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1460","1460","Innkjøptevarerforvideresalg","account.data_account_type_current_assets","","False","no_chart_template"
"chart1480","1480","Forskuddsbetalingtilleverandører","account.data_account_type_current_assets","","False","no_chart_template"
"chart1481","1481","Kortsiktigefordringerhosleverandører","account.data_account_type_current_assets","","False","no_chart_template"
"chart1500","1500","Kundefordringer","account.data_account_type_receivable","","True","no_chart_template"
"chart1501","1501","Kundefordringer(PoS)","account.data_account_type_receivable","","True","no_chart_template"
"chart1509","1509","Ikkereskontroførtekundefordringer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1513","1513","Ikkefakturertekundefordringer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1514","1514","Kundfordringer-tjenester","account.data_account_type_current_assets","","False","no_chart_template"
"chart1520","1520","Andrekortsiktigefordringer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1530","1530","Opptjente,ikkefakturertedriftsinntekter","account.data_account_type_current_assets","","False","no_chart_template"
"chart1550","1550","Kundefordringerpåselskapsammekonsern","account.data_account_type_current_assets","","False","no_chart_template"
"chart1560","1560","Andrefordringerpåselskapinnensammekonsern","account.data_account_type_current_assets","","False","no_chart_template"
"chart1570","1570","Andrekortsiktigefordringer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1571","1571","Lønnsforskudd","account.data_account_type_current_assets","","False","no_chart_template"
"chart1572","1572","Andrekortsiktigelåntilansatte","account.data_account_type_current_assets","","False","no_chart_template"
"chart1579","1579","Andrekortsiktigefordringer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1580","1580","Avsetningtappåfordringer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1600","1600","Utgåendemerverdiavgift","account.data_account_type_current_assets","","False","no_chart_template"
"chart1601","1601","Utgåendemerverdiavgifthøysats","account.data_account_type_current_assets","","False","no_chart_template"
"chart1602","1602","Utgåendemerverdiavgiftkjøptjen.frautlandet","account.data_account_type_current_assets","","False","no_chart_template"
"chart1603","1603","Utgåendemerverdiavgiftmiddelssats","account.data_account_type_current_assets","","False","no_chart_template"
"chart1604","1604","Utgåendemerverdiavgiftlavsats","account.data_account_type_current_assets","","False","no_chart_template"
"chart1605","1605","Grunnlagutgåendemerverdiavgift,høysats","account.data_account_type_current_assets","","False","no_chart_template"
"chart1606","1606","Grunnlagutgåendemerverdiavgift,middelssats","account.data_account_type_current_assets","","False","no_chart_template"
"chart1607","1607","Grunnlagutgåendemerverdiavgift,lavsats","account.data_account_type_current_assets","","False","no_chart_template"
"chart1610","1610","Inngåendemerverdiavgift","account.data_account_type_current_assets","","False","no_chart_template"
"chart1611","1611","Inngåendemerverdiavgifthøysats","account.data_account_type_current_assets","","False","no_chart_template"
"chart1612","1612","Inngåendemerverdiavgiftkjøptjen.frautlandet","account.data_account_type_current_assets","","False","no_chart_template"
"chart1613","1613","Inngåendemerverdiavgiftmiddelssats","account.data_account_type_current_assets","","False","no_chart_template"
"chart1614","1614","Inngåendemerverdiavgiftlavsats","account.data_account_type_current_assets","","False","no_chart_template"
"chart1640","1640","Oppgjørskontomerverdiavgift","account.data_account_type_current_assets","","False","no_chart_template"
"chart1670","1670","Kravpåoffentligetilskudd","account.data_account_type_current_assets","","False","no_chart_template"
"chart1700","1700","Forskuddsbetaltleie","account.data_account_type_current_assets","","False","no_chart_template"
"chart1710","1710","Forskuddsbetaltrente","account.data_account_type_current_assets","","False","no_chart_template"
"chart1720","1720","Forskuddsbetaltlønn","account.data_account_type_current_assets","","False","no_chart_template"
"chart1740","1740","Forskuddsbetalt,ikkepåløptlønn","account.data_account_type_current_assets","","False","no_chart_template"
"chart1749","1749","Andreforskuddbetaltekostnader","account.data_account_type_current_assets","","False","no_chart_template"
"chart1750","1750","Påløpteleieinntekter","account.data_account_type_current_assets","","False","no_chart_template"
"chart1760","1760","Påløpterenteinntekter","account.data_account_type_current_assets","","False","no_chart_template"
"chart1780","1780","Kravpåinnbetalingavselskapskapital","account.data_account_type_current_assets","","False","no_chart_template"
"chart1790","1790","Interimskonto","account.data_account_type_current_assets","","False","no_chart_template"
"chart1800","1800","Aksjer&andeleriforetakisammekons.","account.data_account_type_current_assets","","False","no_chart_template"
"chart1810","1810","Markesdbaserteaksjer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1820","1820","Andreaksjer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1830","1830","Markedsbaserteobligasjoner","account.data_account_type_current_assets","","False","no_chart_template"
"chart1840","1840","Andreobligasjoner","account.data_account_type_current_assets","","False","no_chart_template"
"chart1850","1850","Markedsbasertesertifikater","account.data_account_type_current_assets","","False","no_chart_template"
"chart1860","1860","Andresertifikater","account.data_account_type_current_assets","","False","no_chart_template"
"chart1870","1870","Andremarkedsbasertefinansielleinstrumenter","account.data_account_type_current_assets","account.account_tag_financing","False","no_chart_template"
"chart1880","1880","Andrefinansielleinstrumenter","account.data_account_type_current_assets","account.account_tag_financing","False","no_chart_template"
"chart1890","1890","Andelerutenforkonsern","account.data_account_type_current_assets","","False","no_chart_template"
"chart1905","1905","KontanterEuro","account.data_account_type_current_assets","","False","no_chart_template"
"chart1908","1908","Kontanter,annenvaluta","account.data_account_type_current_assets","","False","no_chart_template"
"chart1910","1910","Kasse","account.data_account_type_current_assets","","False","no_chart_template"
"chart1918","1918","Kassedifferenser","account.data_account_type_current_assets","","False","no_chart_template"
"chart1919","1919","Kasseitransfer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1921","1921","Bankinnskudd2","account.data_account_type_current_assets","","False","no_chart_template"
"chart1942","1942","Bankikkeallokertinnbetaling","account.data_account_type_current_assets","","False","no_chart_template"
"chart1944","1944","Bankikkeidentifisertinnbetaling","account.data_account_type_current_assets","","False","no_chart_template"
"chart1950","1950","Bankinnskuddforskattetrekk","account.data_account_type_current_assets","","False","no_chart_template"
"chart1980","1980","ValutakontoEuro","account.data_account_type_current_assets","","False","no_chart_template"
"chart2000","2000","Aksjekapital","account.data_account_type_equity","","False","no_chart_template"
"chart2010","2010","Egneaksjer","account.data_account_type_equity","","False","no_chart_template"
"chart2020","2020","Overkursfond","account.data_account_type_equity","","False","no_chart_template"
"chart2030","2030","Anneninnskuttegenkapital","account.data_account_type_equity","","False","no_chart_template"
"chart2036","2036","Stiftelsesutgifter","account.data_account_type_equity","","False","no_chart_template"
"chart2040","2040","Fondforvurderingsforskjeller","account.data_account_type_equity","","False","no_chart_template"
"chart2050","2050","Annenegenkapital","account.data_account_type_equity","","False","no_chart_template"
"chart2055","2055","Innskuddkontanter","account.data_account_type_equity","","False","no_chart_template"
"chart2060","2060","Privatuttak","account.data_account_type_equity","","False","no_chart_template"
"chart2070","2070","Forskuddsskatt","account.data_account_type_equity","","False","no_chart_template"
"chart2080","2080","Udekkettap","account.data_account_type_equity","","False","no_chart_template"
"chart2098","2090","Gevinstellertapfraforegåendeår","account.data_account_type_equity","","False","no_chart_template"
"chart2100","2100","Pensjonsforpliktelser","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2120","2120","Utsattskatt","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2140","2140","Avsetn.forgaranti-&serviceforpl.","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2160","2160","Uopptjentinntekt","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2180","2180","Andreavsetningerforforpiktelser","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2188","2188","Avsetningforskyldigmerverdiavgift","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2200","2200","Konvertiblelån","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2210","2210","Obligsjonslån","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2220","2220","Gjeldtilkredittinstitusjoner","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2240","2240","Pantelån","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2251","2251","Gjeldtilansatte","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2255","2255","Gjeldtileiere","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2260","2260","Gjeldtilselskapisammekonsern","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2270","2270","Andrevalutalån","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2280","2280","Stilleinteressentinnskuddogansv.lånekapital","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2299","2299","Annenlangsiktiggjeld","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2300","2300","Konvertiblelån","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2320","2320","Sertifikatlån","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2340","2340","Andrevalutalån","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2360","2360","Byggelån","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2380","2380","Kassakreditt","account.data_account_type_current_liabilities","","True","no_chart_template"
"chart2390","2390","Annengjeldtilkredittinstitusjon","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2400","2400","Leverandørgjeld","account.data_account_type_payable","","True","no_chart_template"
"chart2409","2409","Ikkereskontroførtleverandørgjeld","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2441","2441","Leverandørgjeld-tjenester","account.data_account_type_payable","","True","no_chart_template"
"chart2442","2442","Ikkefakturertemottattevarer","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2460","2460","Leverandørgjeldtilselskapisammekonsern","account.data_account_type_payable","","True","no_chart_template"
"chart2490","2490","Påløptlev.gjeld,mottattevarer","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2491","2491","Vekselgjeld","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2500","2500","Avsattbetalbarskatt,ikkeutlignet","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2510","2510","Betalbarskatt,utlignet","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2530","2530","RefusjonskattetterSkatteloven§315.ledd","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2540","2540","Forhåndsskatt","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2600","2600","Forskuddstrekk","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2610","2610","Påleggstrekk","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2620","2620","Bidragstrekk","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2630","2630","Trygdetrekk","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2640","2640","Forsikringstrekk","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2650","2650","Trukketfagforeningskontigent","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2690","2690","Andretrekk","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2700","2700","Utgåendemerverdiavgift","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2701","2701","Utgåendemerverdiavgifthøysats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2702","2702","Utgåendemerverdiavgiftkjøptjen.frautlandet","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2703","2703","Utgåendemerverdiavgiftmiddelssats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2704","2704","Utgåendemerverdiavgiftlavsats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2710","2710","Inngåendemerverdiavgift","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2711","2711","Inngåendemerverdiavgifthøysats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2712","2712","Inngåendemerverdiavgiftkjøptjen.frautlandet","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2713","2713","Inngåendemerverdiavgiftmiddelssats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2714","2714","Inngåendemerverdiavgiftlavsats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2727","2727","Utgåendemva,kjøpvarerfrautlandet,høysats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2728","2728","Utgåendemva,kjøpvarerfrautlandet,middelssats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2740","2740","Oppgjørskontomerverdiavgift","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2741","2741","Inngåendemva,kjøpvarerfrautlandet,høysats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2742","2742","Inngåendemva,kjøpvarerfrautlandet,middelssats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2745","2745","Grunnlagutgåendemvakjøpavtjenesterutland","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2746","2746","Motkontogrunnlagkjøpavtjenesterutland","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2761","2761","Grunnlaginnførselvarer,høysats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2762","2762","Motkontogrunnlaginnførselvarer,høysats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2763","2763","Grunnlaginnførselvarer,middelssats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2764","2764","Motkontogrunnlaginnførselvarer,middelssats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2765","2765","Grunnlaginnførselvarer,ingenmva","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2766","2766","Motkontogrunnlaginnførselvarer,ingenmva","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2770","2770","Skyldigarbeidsgiveravgift","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2780","2780","Påløptarbeidsgiveravgift","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2781","2781","Arb.giv.avg.pål.feriep.","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2785","2785","Påløptarbeidsgiveravgiftferielønn","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2790","2790","Andreoffentligeavgifter","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2800","2800","Avsattutbytte","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2900","2900","Forskuddfrakunder","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2902","2902","Forskuddkundergavekort","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2903","2903","Forskuddkundertilgodelapp","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2910","2910","Gjeldtilansatteogeiere","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2920","2920","Gjeldtilselskapisammekonsern","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2930","2930","Lønn","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2940","2940","Feriepenger","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2950","2950","Påløpterenter","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2960","2960","Påløptekostn.ogforskuddsbet.inskudd","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2970","2970","Uopptjentinntekt,avsetning","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2980","2980","Avsetningerogforpliktelser","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2990","2990","Annenkortsiktiggjeld","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart3000","3000","Salgsinntekthandelsvareravgiftspl.høysats","account.data_account_type_revenue","account.account_tag_operating","False","no_chart_template"
"chart3010","3010","Salgsinntektegentilv.vareravgiftspl.høysats","account.data_account_type_revenue","account.account_tag_operating","False","no_chart_template"
"chart3020","3020","Salgsinntekttjenesteravgiftspl.høysats","account.data_account_type_revenue","","False","no_chart_template"
"chart3030","3030","Salgsinntekthandelsvareravgiftpl.middelssats","account.data_account_type_revenue","","False","no_chart_template"
"chart3035","3035","Salgsinnt.handelsvarer,avgiftspliktig,lavsats","account.data_account_type_revenue","","False","no_chart_template"
"chart3040","3040","Salgsinntektegentilv.vareravgiftplmiddelssats","account.data_account_type_revenue","","False","no_chart_template"
"chart3050","3050","Salgsinntektertjenesteravgiftspl.lavsats","account.data_account_type_revenue","","False","no_chart_template"
"chart3060","3060","Uttakavvareravgiftspliktighøysats","account.data_account_type_revenue","","False","no_chart_template"
"chart3061","3061","Uttakavvarer,avgiftspliktig,høysats","account.data_account_type_revenue","","False","no_chart_template"
"chart3062","3062","Uttakavvarer,avg.pliktig,middelssats","account.data_account_type_revenue","","False","no_chart_template"
"chart3063","3063","Uttakavvareravgiftspliktigmiddelssats","account.data_account_type_revenue","","False","no_chart_template"
"chart3070","3070","Uttakavtjenesteravgiftspliktighøysats","account.data_account_type_revenue","","False","no_chart_template"
"chart3071","3071","Uttakavtjenester,avgiftspliktig,høysats","account.data_account_type_revenue","","False","no_chart_template"
"chart3074","3074","Uttakavtjenesteravgiftspliktiglavsats","account.data_account_type_revenue","","False","no_chart_template"
"chart3080","3080","Rabatterogannensalgsinntektsred.,avgiftspl.","account.data_account_type_revenue","","False","no_chart_template"
"chart3090","3090","Refunderbareutleggforkjøpersregning,avgiftspl","account.data_account_type_revenue","","False","no_chart_template"
"chart3095","3095","Ikkefakturertomsetning","account.data_account_type_revenue","","False","no_chart_template"
"chart3096","3096","Fakturertmenikkelevert","account.data_account_type_revenue","","False","no_chart_template"
"chart3100","3100","Salgsinntekthandelsvareravgiftsfri","account.data_account_type_revenue","account.account_tag_operating","False","no_chart_template"
"chart3105","3105","Salgsinntekthandelsvarer,utførsel,avgiftsfri","account.data_account_type_revenue","","False","no_chart_template"
"chart3110","3110","Salgsinntektegentilvirkedevareravgiftsfri","account.data_account_type_revenue","account.account_tag_operating","False","no_chart_template"
"chart3120","3120","Salgsinntekttjenesteravgiftsfri","account.data_account_type_revenue","account.account_tag_operating","False","no_chart_template"
"chart3125","3125","Salgsinntekttjenester,utførsel,avgiftsfri","account.data_account_type_revenue","","False","no_chart_template"
"chart3160","3160","Uttakavvareravgiftsfritt","account.data_account_type_revenue","account.account_tag_operating","False","no_chart_template"
"chart3170","3170","Uttakavtjenester,avgiftsfritt","account.data_account_type_revenue","","False","no_chart_template"
"chart3180","3180","Rabatterogandresalgsinntektsreduksjonavgiftsfri","account.data_account_type_revenue","","False","no_chart_template"
"chart3190","3190","Refunderbareutleggforkjøpersregning,avg.fri","account.data_account_type_revenue","","False","no_chart_template"
"chart3200","3200","Salgsinntekthandelsvarervarerutenforavg.omr","account.data_account_type_revenue","","False","no_chart_template"
"chart3210","3210","Salgsinntektegentilvirkedevarerutenforavg.omr","account.data_account_type_revenue","","False","no_chart_template"
"chart3220","3220","Salgsinntekttjenesterutenforavg.omr","account.data_account_type_revenue","","False","no_chart_template"
"chart3260","3260","Uttakavvarerutenforavgiftsområdet","account.data_account_type_revenue","","False","no_chart_template"
"chart3280","3280","Rabatterogannensalgsinntektsreduksjon","account.data_account_type_revenue","","False","no_chart_template"
"chart3281","3281","Kasserabatt,gitkunde","account.data_account_type_revenue","","False","no_chart_template"
"chart3300","3300","Spes.offent.avg.tilvirk./solgtevarer","account.data_account_type_revenue","","False","no_chart_template"
"chart3301","3301","Spesielloff.avg.tilv./solgtevarerfritt","account.data_account_type_revenue","","False","no_chart_template"
"chart3302","3302","Miljøavgiftfortilv./solgtevareravgiftspliktig","account.data_account_type_revenue","","False","no_chart_template"
"chart3303","3303","Miljøavgiftfortilv./solgtevareravgiftsfritt","account.data_account_type_revenue","","False","no_chart_template"
"chart3400","3400","Spes.offent.avg.tilvirk./solgtevarer","account.data_account_type_revenue","","False","no_chart_template"
"chart3440","3440","Spes.offentligetilskuddfortjenester","account.data_account_type_revenue","","False","no_chart_template"
"chart3500","3500","Uopptjenteinntektergaranti","account.data_account_type_revenue","","False","no_chart_template"
"chart3510","3510","Uopptjenteinntekterservice","account.data_account_type_revenue","","False","no_chart_template"
"chart3600","3600","Leieinntekterfasteiendom","account.data_account_type_revenue","","False","no_chart_template"
"chart3610","3610","Leieinntekterandrevarigedriftsmidler","account.data_account_type_revenue","","False","no_chart_template"
"chart3620","3620","Andreleieinntekter","account.data_account_type_revenue","","False","no_chart_template"
"chart3700","3700","Provisjonsinntekter","account.data_account_type_revenue","","False","no_chart_template"
"chart3800","3800","Gevinstvedavgangavanleggsmidler","account.data_account_type_revenue","","False","no_chart_template"
"chart3900","3900","Andredriftsrelaterteinntekter,avgiftspliktig","account.data_account_type_revenue","","False","no_chart_template"
"chart3910","3910","Utgåendeporto,avgiftspliktig","account.data_account_type_revenue","","False","no_chart_template"
"chart3920","3920","Utgåendegebyrer,avgiftspliktig","account.data_account_type_revenue","","False","no_chart_template"
"chart3950","3950","Annendriftsrelatertinntekt,avgiftsfritt","account.data_account_type_revenue","","False","no_chart_template"
"chart3960","3960","Utgåendeporto,avgiftsfritt","account.data_account_type_revenue","","False","no_chart_template"
"chart3970","3970","Utgåendegebyrer,avgiftsfritt","account.data_account_type_revenue","","False","no_chart_template"
"chart4000","4000","Innkjøpavråvareroghalvfabrikatahøysats","account.data_account_type_expenses","","False","no_chart_template"
"chart4030","4030","Innkjøpavråvareroghalvfabrikatamiddelssats","account.data_account_type_expenses","","False","no_chart_template"
"chart4035","4035","Innkjøpvareroghalvfabrikata,lavavgiftssats","account.data_account_type_expenses","","False","no_chart_template"
"chart4060","4060","Frakt,tollogspedisjon","account.data_account_type_expenses","","False","no_chart_template"
"chart4070","4070","Innkjøpsprisreduksjon","account.data_account_type_expenses","","False","no_chart_template"
"chart4090","4090","Beholdningsendring","account.data_account_type_expenses","","False","no_chart_template"
"chart4100","4100","Innkjøpvarerundertilvirkninghøysats","account.data_account_type_expenses","","False","no_chart_template"
"chart4130","4130","Innkjøpvarerundertilvirkningmiddelssats","account.data_account_type_expenses","","False","no_chart_template"
"chart4160","4160","Frakt,tollogspedisjon","account.data_account_type_expenses","","False","no_chart_template"
"chart4170","4170","Innkjøpsprisreduksjon","account.data_account_type_expenses","","False","no_chart_template"
"chart4190","4190","Beholdningsendring","account.data_account_type_expenses","","False","no_chart_template"
"chart4200","4200","Innkjøpferdigegentilvirkedevarerhøysats","account.data_account_type_expenses","","False","no_chart_template"
"chart4230","4230","Innkjøpferdigegentilvirkedevarermiddelssats","account.data_account_type_expenses","","False","no_chart_template"
"chart4260","4260","Frakt,tollogspedisjon","account.data_account_type_expenses","","False","no_chart_template"
"chart4270","4270","Innkjøpsprisreduksjon,avgiftspliktig","account.data_account_type_expenses","","False","no_chart_template"
"chart4290","4290","Beholdningsendring","account.data_account_type_expenses","","False","no_chart_template"
"chart4300","4300","Innkjøpvarerforvideresalghøysats","account.data_account_type_expenses","","False","no_chart_template"
"chart4330","4330","Innkjøpvarerforvideresalgmiddelssats","account.data_account_type_expenses","","False","no_chart_template"
"chart4360","4360","Frakt,tollm.m.vedr.innkjøpavvarerforvideresalg","account.data_account_type_expenses","","False","no_chart_template"
"chart4370","4370","Rabatterm.m.vedr.innkjøpavvarerforvideresalg","account.data_account_type_expenses","","False","no_chart_template"
"chart4380","4380","Varekostnad","account.data_account_type_expenses","","False","no_chart_template"
"chart4390","4390","Beholdningsendringvarerforvideresalg","account.data_account_type_expenses","","False","no_chart_template"
"chart4400","4400","FrittKjøp","account.data_account_type_expenses","","False","no_chart_template"
"chart4470","4470","Innkjøpsprisreduksjoner,fritt","account.data_account_type_expenses","","False","no_chart_template"
"chart4500","4500","Fremmedytelserogunderentreprise","account.data_account_type_expenses","","False","no_chart_template"
"chart4590","4590","Beholdningsendring","account.data_account_type_expenses","","False","no_chart_template"
"chart4600","4600","Emballasjematerialer","account.data_account_type_expenses","","False","no_chart_template"
"chart4690","4690","Beholdningsendring2","account.data_account_type_expenses","","False","no_chart_template"
"chart4800","4800","Eksp.gebyrpliktig,vareinnkjøp","account.data_account_type_expenses","","False","no_chart_template"
"chart4810","4810","Fraktogportopliktig,vareinnkjøp","account.data_account_type_expenses","","False","no_chart_template"
"chart4860","4860","Eksp.gebyrfritt,vareinnkjøp","account.data_account_type_expenses","","False","no_chart_template"
"chart4900","4900","Annenperiodisering","account.data_account_type_expenses","","False","no_chart_template"
"chart4910","4910","Justeringavlager","account.data_account_type_expenses","","False","no_chart_template"
