id,code,name,note,user_type_id:id,reconcile,chart_template_id:id
account_template_101090105,1.01.09.01.05,(-)ProvisãoparaAjustedoEstoqueaoValordeMercado,"Contasqueregistramparcelasaseremsubtraídasdocirculante,correspondentesavaloresdasprovisõesparaajustedoestoqueaovalordemercadoqueretificamestegrupo.",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_101090107,1.01.09.01.07,(-)ProvisõesparaAjusteaoValorProváveldeRealização,"Contasqueregistramparcelasaseremsubtraídasdocirculante,correspondentesavaloresdasprovisõesparaajustedoestoqueaovalorprovávelderealizaçãoqueretificamestegrupo.",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_101090190,1.01.09.01.90,(-)OutrasContasRetificadoras,Contasqueregistramparcelasaseremsubtraídasdocirculantequenãopossamserclassificadasnositensprecedentes.,account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107000100,1.07.00.01.00,ClientesNÃOCIRCULANTE,"Contasqueregistramoscréditosareceberdeterceiros,relativosaeventuaiscontasdeclientes,títulosareceber,adiantamentos,etc.,comprazoderecebimentoposterioraoexercícioseguinteàdatadobalanço.",account.data_account_type_receivable,TRUE,l10n_br_account_chart_template
account_template_107000200,1.07.00.02.00,CréditoscomPessoasLigadas(Físicas/Jurídicas),"Contascorrespondentesavendas,adiantamentosouempréstimosasociedadescoligadasoucontroladas,diretores,acionistasouparticipantesdaempresa,quenãoconstituamnegóciosusuaisnaexploraçãodoobjetosocialdapessoajurídica.",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107000300,1.07.00.03.00,ValoresMobiliários,"Contascorrespondentesàsaplicaçõesemtítuloscomvencimentoposterioraoexercícioseguinte,einvestimentosemoutrassociedadesquenãotenhamcaráterpermanente,inclusiveosfeitoscomincentivosfiscais.",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107000400,1.07.00.04.00,DepósitosJudiciais,"Contasqueregistramaosdepósitosjudiciaisefetuados,aqualquertítulo,pendentesdedecisão.",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107000500,1.07.00.05.00,CréditosFiscaisCSLL–DiferençasTemporáriaseBasedeCálculoNegativa,"Ascompanhiasabertas,obrigatoriamente,deveminformar,nestascontas,ovalordoscréditosfiscaiscomrealizaçãoapósoexercícioseguinteedasdiferençastemporárias,inclusiveasdecorrentesdabasedecálculonegativa,relativosàCSLL,conformeDeliberaçãoCVMno273,de1998.",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107000600,1.07.00.06.00,CréditosFiscaisIRPJ–DiferençasTemporáriasePrejuízosFiscais,"Ascompanhiasabertas,obrigatoriamente,deveminformar,nestascontas,ovalordoscréditosfiscaiscomrealizaçãoapósoexercícioseguinteedasdiferençastemporárias,inclusiveasdecorrentesdosprejuízosfiscais,relativosaoIRPJ,conformeDeliberaçãoCVMno273,de1998.",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107000700,1.07.00.07.00,CréditosporContribuiçõeseDoações,"Contasqueregistram,nasinstituiçõesimunesouisentas,créditosporcontribuiçõesoudoaçõescomvencimentoapósfinaldoexercíciosubseqüente.",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107000800,1.07.00.08.00,OutrasContas,"Contasqueregistram,entreoutras,asomadascontas/subcontasdoRealizávelaLongoPrazoqueregistramacorreçãomonetáriarelativaàdiferença,emrelaçãoaoanode1990,entreoIPCeoBTNFiscal,naformaestabelecidanosarts.32e33doDecretono332,de1991.",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107009000,1.07.00.90.00,(-)DuplicatasDescontadas,"Contasqueregistramparcelasaseremsubtraídasdocirculante,correspondentesavaloresdasduplicatasdescontadasqueretificamestegrupo",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107009300,1.07.00.93.00,(-)ProvisõesparaCréditosdeLiquidaçãoDuvidosa,"Contasqueregistramparcelasaseremsubtraídasdocirculante,correspondentesavaloresdasprovisõesparacréditosdeliquidaçãoduvidosaqueretificamestegrupo.",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107009500,1.07.00.95.00,(-)ProvisõesparaAjusteaoValorProváveldeRealização,"Contasqueregistramparcelasaseremsubtraídasdocirculante,correspondentesavaloresdasprovisõesparaajustedoestoqueaovalorprovávelderealizaçãoqueretificamestegrupo.",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107009700,1.07.00.97.00,(-)OutrasContasRetificadoras,ContasqueregistramparcelasaseremsubtraídasdoRealizávelaLongoPrazoquenãopossamserclassificadasnositensprecedentes.,account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107010100,1.07.01.01.00,ParticipaçõesPermanentesemColigadasouControladas,"Contasqueregistraminvestimentospermanentes,naformadeparticipaçãoemoutrassociedadescoligadase/oucontroladas,aindaquesetratedeinvestimentonãorelevante.",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107010200,1.07.01.02.00,InvestimentosDecorrentesdeIncentivosFiscais,"ContasqueregistramosinvestimentosdecorrentesdeincentivosfiscaisrepresentadosporaçõesnovasdaEmbraeroudeempresasnacionaisdeinformáticaouporparticipaçãodiretadecorrentedatrocadoCI–CertificadodeInvestimentoporaçõespertencentesàscarteirasdeFundos(Finor,FinameFiset).Inclui-seaaquisiçãodequotasrepresentativasdedireitosdecomercializaçãosobreproduçãodeobrasaudiovisuaiscinematográficasbrasileirasdeproduçãoindependente,comprojetos previamenteaprovadospeloMinistériodaCultura,realizadanomercadodecapitais,emativosprevistosemleieautorizadospelaComissãodeValoresMobiliários(CVM).",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107010300,1.07.01.03.00,OutrosInvestimentos,"Contascorrespondentesaosdireitosdequalquernaturezaquenãosedestinemàmanutençãodaatividadedacompanhiaoudaempresaequenãoseclassifiquemnoativocirculanteourealizávelalongoprazo,taiscomo:oimóvelnãoutilizadonaexploraçãoounamanutençãodasatividadesdaempresaequenãosedestineàrevenda,eosrecursosflorestaisdestinadosàproteçãodosoloouàpreservaçãodanatureza,entreoutros.",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107010400,1.07.01.04.00,ÁgiosemInvestimentos,"Contascorrespondentesaoágiopordiferençadevalordemercadodosbens,porvalorderentabilidadefutura,porfundodecomércio,intangíveis,ououtrasrazõeseconômicas.",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107010500,1.07.01.05.00,CorreçãoMonetária-DiferençaIPC/BTNF(Leino8.200/1991),"Contas/subcontasdosinvestimentosqueregistramacorreçãomonetáriarelativaàdiferença,emrelaçãoaoanode1990,entreoIPCeoBTNFiscal,naformaestabelecidanosarts.32e33doDecretono332,de1991.",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107010600,1.07.01.06.00,CorreçãoMonetáriaEspecial(Leino8.200/1991),"Contas/subcontasdosinvestimentosqueregistramacorreçãomonetáriaespecial,naformadoart.44doDecretono332,de1991.",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107010700,1.07.01.07.00,(-)DeságioseProvisãoparaPerdasProváveisemInvestimentos,"Contasqueregistram:
a)odeságiopordiferençadevalordemercadodosbens,porvalorderentabilidadefuturaeporfundodecomércio,intangíveis,ououtrasrazõeseconômicas;
b)ovalorcorrespondenteàprovisãoparaperdaseminvestimentosregistradospelométododecustoeàprovisãoparaperdaseminvestimentosavaliadospelométododaequivalênciapatrimonial,sendoque,nesteúltimocaso,deveserinformadosomenteovalordasperdasefetivasoupotenciaisjáprevistas,masnãoreconhecidascontabilmentepelacoligadaoucontrolada.",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107019000,1.07.01.90.00,OutrasContas,ContasqueregistrambensedireitosclassificáveisemInvestimentosquenãopossamserclassificadasnositensprecedentes.,account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107019700,1.07.01.97.00,(-)OutrasContasRetificadoras,ContasqueregistramparcelasaseremsubtraídasdeInvestimentosquenãopossamserclassificadasnositensprecedentes.,account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107040100,1.07.04.01.00,Terrenos,"Contasqueregistramosterrenosdepropriedadedapessoajurídicautilizadosnasoperações,ouseja,ondeselocalizamafábrica,osdepósitos,osescritórios,asfiliais,aslojas,etc.,inclusiveosdecorrentesdeoperaçõesquetransfiramàcompanhiaosbenefícios,riscosecontroledessesbens
Atenção:ovalordoterrenoondeestáemconstruçãoumanovaunidadequeaindanãoestejaemoperaçãotambémdeveserinformadonestaconta.",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107040200,1.07.04.02.00,EdifícioseConstruções,"Contasqueregistramosedifícios,melhoramentoseobrasintegradasaosterrenos,eosserviçoseinstalaçõesprovisórias,necessáriosàconstruçãoeaoandamentodasobras,taiscomo:limpezadoterreno,serviçostopográficos,sondagensdereconhecimento,terraplenagem,eoutrassimilares,inclusiveosdecorrentesdeoperaçõesquetransfiramàcompanhiaosbenefícios,riscosecontroledessesbens
Atenção:Asconstruçõesemandamentodevemserinformadasnaconta ConstruçõesemAndamento.",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107040201,1.07.04.02.01, ConstruçõesemAndamento,"Contasqueregistramasconstruçõesemandamentodeedifícios,melhoramentoseobrasintegradasaosterrenos,eosserviçoseinstalaçõesprovisórias,necessáriosàconstruçãoeaoandamentodasobras,taiscomo:limpezadoterreno,serviçostopográficos,sondagensdereconhecimento,terraplenagem,eoutrassimilares,inclusiveosdecorrentesdeoperaçõesquetransfiramàcompanhiaosbenefícios,riscosecontroledessesbens",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107040300,1.07.04.03.00,"Equipamentos,MáquinaseInstalaçõesIndustriais","Contasqueregistramosequipamentos,máquinaseinstalaçõesindustriaisutilizadosnoprocessodeproduçãodapessoajurídica,inclusiveosdecorrentesdeoperaçõesquetransfiramàcompanhiaosbenefícios,riscosecontroledessesbens",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107040400,1.07.04.04.00,Veículos,"Contasqueregistramosveículosdepropriedadedapessoajurídica.inclusiveosdecorrentesdeoperaçõesquetransfiramàcompanhiaosbenefícios,riscosecontroledessesbens
Atenção:Osveículosdeusodiretonaprodução,comoempilhadeirasesimilares,devemserinformadosnacontaEquipamentos,MáquinaseInstalaçõesIndustriais.",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107040401,1.07.04.04.01,Embarcações,"Contasqueregistramasembarcaçõesdepropriedadedapessoajurídica.,inclusiveosdecorrentesdeoperaçõesquetransfiramàcompanhiaosbenefícios,riscosecontroledessesbens",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107040402,1.07.04.04.02,Aeronaves,"Contasqueregistramasaeronavesdepropriedadedapessoajurídica.,inclusiveosdecorrentesdeoperaçõesquetransfiramàcompanhiaosbenefícios,riscosecontroledessesbens",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107040500,1.07.04.05.00,"Móveis,UtensílioseInstalaçõesComerciais","Contasqueregistramosmóveis,utensílioseinstalaçõescomerciais.,inclusiveosdecorrentesdeoperaçõesquetransfiramàcompanhiaosbenefícios,riscosecontroledessesbens",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107040600,1.07.04.06.00,RecursosMinerais,"Contasqueregistramosdireitosdeexploraçãodejazidasdeminério,depedraspreciosas,esimilares,inclusiveosdecorrentesdeoperaçõesquetransfiramàcompanhiaosbenefícios,riscosecontroledessesbens",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107040700,1.07.04.07.00,FlorestamentoeReflorestamento,"Contasqueregistramosrecursosflorestaisdestinadosàexploraçãodosrespectivosfrutoseaocorteparacomercialização,consumoouindustrialização,inclusiveosdecorrentesdeoperaçõesquetransfiramàcompanhiaosbenefícios,riscosecontroledessesbens",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107040800,1.07.04.08.00,DireitosContratuaisdeExploraçãodeFlorestas,"Contasqueregistramosdireitoscontratuaisdeexploraçãodeflorestascomprazodeexploraçãosuperioradoisanos.,inclusiveosdecorrentesdeoperaçõesquetransfiramàcompanhiaosbenefícios,riscosecontroledessesbens",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107040900,1.07.04.09.00,OutrasImobilizações,"Contasqueregistramoutrasimobilizações,taiscomo:benfeitoriasempropriedadesarrendadasqueseincorporamaoimóvelarrendadoerevertemaoproprietáriodoimóvelaofinaldalocação,adiantamentosparainversõesfixas,reprodutores,matrizeseasculturaspermanentesdaatividaderural,esimilares,inclusiveosdecorrentesdeoperaçõesquetransfiramàcompanhiaosbenefícios,riscosecontroledessesbens",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107041000,1.07.04.10.00,CorreçãoMonetária-DiferençaIPC/BTNF(Leino8.200/1991),"Contas/subcontasdoimobilizadoqueregistramacorreçãomonetáriarelativaàdiferença,emrelaçãoaoanode1990,entreoIPCeoBTNFiscal,naformaestabelecidanosarts.32e33doDecretono332,de1991.",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107041100,1.07.04.11.00,CorreçãoMonetáriaEspecial(Leino8.200/1991),"Contas/subcontasdoimobilizadoqueregistramacorreçãomonetáriaespecialnaformadoart.44doDecretono332,de1991.",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107041200,1.07.04.12.00,"(-)Depreciações,AmortizaçõeseQuotasdeExaustão","Contasqueregistramasdepreciações,amortizaçõesequotasdeexaustãodascontasdoimobilizado.",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107049000,1.07.04.90.00,(-)OutrasContasRedutorasdoImobilizado,"OutrascontasredutorasdoImobilizado,inclusiveaprovisãoparaperdadecorrentedaanálisede recuperação(art.183,§3º,daLei6.404/76)",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107050100,1.07.05.01.00,Concessões,Contasqueregistramoscustoscomaquisiçãodeconcessões,account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107050300,1.07.05.03.00,MarcasePatentes,Contasqueregistramoscustoscomaquisiçãodemarcasepatentes,account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107050500,1.07.05.05.00,DireitosAutorais,Contasqueregistramoscustoscomaquisiçãodedireitosautorais,account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107050700,1.07.05.07.00,FundodeComércio,Contasqueregistramoscustoscomaquisiçãodefundosdecomércio,account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107050900,1.07.05.09.00,SoftwareouProgramasdeComputador,Contasqueregistramoscustoscomaquisição/desenvolvimentodeprogramasdecomputador,account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107051100,1.07.05.11.00,Franquias,Contasqueregistramoscustoscomaquisiçãodefranquias,account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107051300,1.07.05.13.00,DesenvolvimentodeProdutos,Contasqueregistramoscustoscomodesenvolvimentodenovosprodutos,account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107051500,1.07.05.15.00,Outras,Contasqueregistramoscustoscomaquisiçãodeoutrositensclassificáveisnointangível,account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107059000,1.07.05.90.00,(-)AmortizaçãodoIntangível,Contascorrespondentesàamortizaçãodascontasdoativointangível,account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107059700,1.07.05.97.00,(-)OutrasContasRedutorasdoIntangível,"Outrascontasredutorasointangível,inclusiveaprovisãoparaperdadecorrentedaanálisede recuperação(art.183,§3º,daLei6.404/76)",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107070100,1.07.07.01.00,DespesasPré-OperacionaisouPré-Industriais,"Contasqueregistramosgastosdeorganizaçãoeadministração,encargosfinanceiroslíquidos,estudos,projetosedetalhamentos,jurosaacionistanafasedeimplantaçãoegastospreliminaresdeoperação.Osaldoexistenteem31dedezembrode2008noativodiferidoque,pelasuanatureza,nãopuderseralocadoaoutrogrupodecontas,poderápermanecernoativosobessaclassificaçãoatésuacompletaamortização,sujeitoàanálisesobrearecuperação",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107070200,1.07.07.02.00,DespesascomPesquisasCientíficasouTecnológicas,"Contasqueregistramosgastoscompesquisacientíficaoutecnológica.Osaldoexistenteem31dedezembrode2008noativodiferidoque,pelasuanatureza,nãopuderseralocadoaoutrogrupodecontas,poderápermanecernoativosobessaclassificaçãoatésuacompletaamortização,sujeitoàanálisesobrearecuperação",account.data_account_type_current_assets,,l10n_br_account_chart_template
account_template_107070300,1.07.07.03.00,DemaisAplicaçõesemDespesasAmortizáveis,"Contasqueregistramosgastoscompesquisasedesenvolvimentodeprodutos,comaimplantaçãodesistemasemétodosecomreorganização.Osaldoexistenteem31dedezembrode2008noativodiferidoque,pelasuanatureza,nãopuderseralocadoaoutrogrupodecontas,poderápermanecernoativosobessaclassificaçãoatésuacompletaamortização,sujeitoàanálisesobrearecuperação",account.data_account_type_current_assets,,l10n_br_account_chart_template
