"id","code_prefix_start","name","chart_template_id/id"
"chart_sk_35","35","Pohľadávkyvočispoločníkomazdruženiu","l10n_sk.sk_chart_template"
"chart_sk_351","351","Pohľadávkyvočiprepojenýmúčtovnýmjednotkámaúčtovnýmjednotkámvrámcipodielovejúčasti","l10n_sk.sk_chart_template"
"chart_sk_353","353","Pohľadávkyzaupísanévlastnéimanie","l10n_sk.sk_chart_template"
"chart_sk_354","354","Pohľadávkyvočispoločníkomačlenompriúhradestraty","l10n_sk.sk_chart_template"
"chart_sk_355","355","Ostatnépohľadávkyvočispoločníkomačlenom","l10n_sk.sk_chart_template"
"chart_sk_358","358","Pohľadávkyvočiúčastníkomzdruženia","l10n_sk.sk_chart_template"
"chart_sk_36","36","Záväzkyvočispoločníkomazdruženiu","l10n_sk.sk_chart_template"
"chart_sk_361","361","Záväzkyvrámcikonsolidovanéhocelku","l10n_sk.sk_chart_template"
"chart_sk_364","364","Záväzkyvočispoločníkomačlenomprirozdeľovanízisku","l10n_sk.sk_chart_template"
"chart_sk_365","365","Ostatnézáväzkyvočispoločníkomačlenom","l10n_sk.sk_chart_template"
"chart_sk_366","366","Záväzkyvočispoločníkomačlenomzozávislejčinnosti","l10n_sk.sk_chart_template"
"chart_sk_367","367","Záväzkyzupísanýchnesplatenýchcennýchpapierovavkladov","l10n_sk.sk_chart_template"
"chart_sk_368","368","Záväzkyvočiúčastníkomzdruženia","l10n_sk.sk_chart_template"
"chart_sk_37","37","Inépohľadávkyainézáväzky","l10n_sk.sk_chart_template"
"chart_sk_371","371","Pohľadávkyzpredajapodniku","l10n_sk.sk_chart_template"
"chart_sk_372","372","Záväzkyzkúpypodniku","l10n_sk.sk_chart_template"
"chart_sk_373","373","Pohľadávkyazáväzkyzpevnýchtermínovýchoperácií","l10n_sk.sk_chart_template"
"chart_sk_374","374","Pohľadávkyznájmu","l10n_sk.sk_chart_template"
"chart_sk_375","375","Pohľadávkyzvydanýchdlhopisov","l10n_sk.sk_chart_template"
"chart_sk_376","376","Nakúpenéopcie","l10n_sk.sk_chart_template"
"chart_sk_377","377","Predanéopcie","l10n_sk.sk_chart_template"
"chart_sk_378","378","Inépohľadávky","l10n_sk.sk_chart_template"
"chart_sk_379","379","Inézáväzky","l10n_sk.sk_chart_template"
"chart_sk_38","38","Časovérozlíšenienákladovavýnosov","l10n_sk.sk_chart_template"
"chart_sk_381","381","Nákladybudúcichobdobí","l10n_sk.sk_chart_template"
"chart_sk_382","382","Komplexnénákladybudúcichobdobí","l10n_sk.sk_chart_template"
"chart_sk_383","383","Výdajebudúcichobdobí","l10n_sk.sk_chart_template"
"chart_sk_384","384","Výnosybudúcichobdobí","l10n_sk.sk_chart_template"
"chart_sk_385","385","Príjmybudúcichobdobí","l10n_sk.sk_chart_template"
"chart_sk_39","39","Opravnápoložkakzúčtovacímvzťahomavnútornézúčtovanie","l10n_sk.sk_chart_template"
"chart_sk_391","391","Opravnápoložkakpohľadávkam","l10n_sk.sk_chart_template"
"chart_sk_395","395","Vnútornézúčtovanie","l10n_sk.sk_chart_template"
"chart_sk_398","398","Spojovacíúčetprizdružení","l10n_sk.sk_chart_template"
"chart_sk_4","4","Kapitálovéúčtyadlhodobézáväzky","l10n_sk.sk_chart_template"
"chart_sk_41","41","Základnéimanieakapitálovéfondy","l10n_sk.sk_chart_template"
"chart_sk_411","411","Základnéimanie","l10n_sk.sk_chart_template"
"chart_sk_412","412","Emisnéážio","l10n_sk.sk_chart_template"
"chart_sk_413","413","Ostatnékapitalovéfondy","l10n_sk.sk_chart_template"
"chart_sk_414","414","Oceňovacierozdielyzpreceneniamajetkuazáväzkov","l10n_sk.sk_chart_template"
"chart_sk_415","415","Oceňovacierozdielyzkapitálovýchúčastín","l10n_sk.sk_chart_template"
"chart_sk_416","416","Oceňovacierozdielyzpreceneniaprizlúčení,splynutíarozdelení","l10n_sk.sk_chart_template"
"chart_sk_417","417","Zákonnýrezervnýfondzkapitálovýchvkladov","l10n_sk.sk_chart_template"
"chart_sk_418","418","Nedeliteľnýfondzkapitálovýchvkladov","l10n_sk.sk_chart_template"
"chart_sk_419","419","Zmenyzákladnéhoimania","l10n_sk.sk_chart_template"
"chart_sk_42","42","Fondytvorenézoziskuaprevedenévýsledkyhospodárenia","l10n_sk.sk_chart_template"
"chart_sk_421","421","Zakonnýrezervnýfond","l10n_sk.sk_chart_template"
"chart_sk_422","422","Nedeliteľnýfond","l10n_sk.sk_chart_template"
"chart_sk_423","423","Štatutárnefondy","l10n_sk.sk_chart_template"
"chart_sk_427","427","Ostatnéfondy","l10n_sk.sk_chart_template"
"chart_sk_428","428","Nerozdelenýziskminulýchrokov","l10n_sk.sk_chart_template"
"chart_sk_429","429","Neuhradenástrataminulýchrokov","l10n_sk.sk_chart_template"
"chart_sk_43","43","Výsledokhospodárania","l10n_sk.sk_chart_template"
"chart_sk_431","431","Výsledokhospodáreniavschvaľovaní","l10n_sk.sk_chart_template"
"chart_sk_45","45","Rezervy","l10n_sk.sk_chart_template"
"chart_sk_451","451","Rezervyzákonné","l10n_sk.sk_chart_template"
"chart_sk_459","459","Ostatnérezervy","l10n_sk.sk_chart_template"
"chart_sk_46","46","Bankovéúvery","l10n_sk.sk_chart_template"
"chart_sk_461","461","Bankovéúvery","l10n_sk.sk_chart_template"
"chart_sk_47","47","Dlhodobézáväzky","l10n_sk.sk_chart_template"
"chart_sk_471","471","Dlhodobézáväzkyvočiprepojenýmúčtovnýmjednotkámaúčtovnýmjednotkámvrámcipodielovejúčasti","l10n_sk.sk_chart_template"
"chart_sk_472","472","Záväzkyzosociálnehofondu","l10n_sk.sk_chart_template"
"chart_sk_473","473","Vydanédlhopisy","l10n_sk.sk_chart_template"
"chart_sk_474","474","Záväzkyznájmu","l10n_sk.sk_chart_template"
"chart_sk_475","475","Dlhodobéprijatépreddavky","l10n_sk.sk_chart_template"
"chart_sk_476","476","Dlhodobénevyfakturovanédodávky","l10n_sk.sk_chart_template"
"chart_sk_478","478","Dlhodobézmenkynaúhradu","l10n_sk.sk_chart_template"
"chart_sk_479","479","Ostatnédlhodobézáväzky","l10n_sk.sk_chart_template"
"chart_sk_48","48","Odloženýdaňovýzáväzokaodloženádaňovápohľadávka","l10n_sk.sk_chart_template"
"chart_sk_481","481","Odloženýdaňovýzáväzokaodloženádaňovápohľadávka","l10n_sk.sk_chart_template"
"chart_sk_49","49","Fyzickáosoba-podnikateľ","l10n_sk.sk_chart_template"
"chart_sk_491","491","Vlastnéimaniefyzickejosoby-podnikateľa","l10n_sk.sk_chart_template"
"chart_sk_5","5","Náklady","l10n_sk.sk_chart_template"
"chart_sk_50","50","Spotrebovanénákupy","l10n_sk.sk_chart_template"
"chart_sk_501","501","Spotrebamateriálu","l10n_sk.sk_chart_template"
"chart_sk_502","502","Spotrebaenergie","l10n_sk.sk_chart_template"
"chart_sk_503","503","Spotrebaostatnýchneskladovateľnýchdodávok","l10n_sk.sk_chart_template"
"chart_sk_504","504","Predanýtovar","l10n_sk.sk_chart_template"
"chart_sk_505","505","Tvorbaazúčtovanieopravnýchpoložiekkzásobám","l10n_sk.sk_chart_template"
"chart_sk_507","507","Predanánehnuteľnosť","l10n_sk.sk_chart_template"
"chart_sk_51","51","Služby","l10n_sk.sk_chart_template"
"chart_sk_511","511","Opravyaudržiavanie","l10n_sk.sk_chart_template"
"chart_sk_512","512","Cestovné","l10n_sk.sk_chart_template"
"chart_sk_513","513","Nákladynareprezentáciu","l10n_sk.sk_chart_template"
"chart_sk_518","518","Ostatnéslužby","l10n_sk.sk_chart_template"
"chart_sk_52","52","Osobnénáklady","l10n_sk.sk_chart_template"
"chart_sk_521","521","Mzdovénáklady","l10n_sk.sk_chart_template"
"chart_sk_522","522","Príjmyspoločníkovačlenovzozávislejčinnosti","l10n_sk.sk_chart_template"
"chart_sk_523","523","Odmenyčlenomorgánovspoločnostiadružstva","l10n_sk.sk_chart_template"
"chart_sk_524","524","Zákonnésociálnepoistenie","l10n_sk.sk_chart_template"
"chart_sk_525","525","Ostatnésociálnezabezpečenie","l10n_sk.sk_chart_template"
"chart_sk_526","526","Sociálnenákladyfyzickejosoby-podnikateľa","l10n_sk.sk_chart_template"
"chart_sk_527","527","Zákonnésociálnenáklady","l10n_sk.sk_chart_template"
"chart_sk_528","528","Ostatnésociálnenáklady","l10n_sk.sk_chart_template"
"chart_sk_53","53","Daneapoplatky","l10n_sk.sk_chart_template"
"chart_sk_531","531","Daňzmotorovýchvozidiel","l10n_sk.sk_chart_template"
"chart_sk_532","532","Daňznehnuteľností","l10n_sk.sk_chart_template"
"chart_sk_538","538","Ostatnédaneapoplatky","l10n_sk.sk_chart_template"
"chart_sk_54","54","Inénákladynahospodárskučinnosť","l10n_sk.sk_chart_template"
"chart_sk_541","541","Zostatkovácenapredanéhodlhodobéhonehmotnéhomajetkuadlhodobéhohmotnéhomajetku","l10n_sk.sk_chart_template"
"chart_sk_542","542","Predanýmateriál","l10n_sk.sk_chart_template"
"chart_sk_543","543","Dary","l10n_sk.sk_chart_template"
"chart_sk_544","544","Zmluvnépokuty,penáleaúrokyzomeškania","l10n_sk.sk_chart_template"
"chart_sk_545","545","Ostatnépokuty,penáleaúrokyzomeškania","l10n_sk.sk_chart_template"
"chart_sk_546","546","Odpispohľadávky","l10n_sk.sk_chart_template"
"chart_sk_547","547","Tvorbaazúčtovanieopravnýchpoložiekkpohľadávkam","l10n_sk.sk_chart_template"
"chart_sk_548","548","Ostatnénákladynahospodárskučinnosť","l10n_sk.sk_chart_template"
"chart_sk_549","549","Mankáaškody","l10n_sk.sk_chart_template"
"chart_sk_55","55","Odpisyaopravnépoložkykdlhodobémumajetku","l10n_sk.sk_chart_template"
"chart_sk_551","551","Odpisydlhodobéhomehmotnéhomajetkuadlhodobéhohmotnéhomajetku","l10n_sk.sk_chart_template"
"chart_sk_553","553","Tvorbaazúčtovanieopravnýchpoložiekkdlhodobémumajetku","l10n_sk.sk_chart_template"
"chart_sk_555","555","Zúčtovaniekomplexnýchnákladovbudúcichobdobí","l10n_sk.sk_chart_template"
"chart_sk_557","557","Zúčtovanieoprávkykopravnejpoložkeknadobudnutémumajetku","l10n_sk.sk_chart_template"
"chart_sk_56","56","Finančnénáklady","l10n_sk.sk_chart_template"
"chart_sk_561","561","Predanécennépapiereapodiely","l10n_sk.sk_chart_template"
"chart_sk_562","562","Úroky","l10n_sk.sk_chart_template"
"chart_sk_563","563","Kurzovéstraty","l10n_sk.sk_chart_template"
"chart_sk_564","564","Nákladynapreceneniecennýchpapierov","l10n_sk.sk_chart_template"
"chart_sk_565","565","Tvorbaazúčtovanieopravnýchpoložiekkfinančnémumajetku","l10n_sk.sk_chart_template"
"chart_sk_566","566","Nákladynakrátkodobýfinančnýmajetok","l10n_sk.sk_chart_template"
"chart_sk_567","567","Nákladynaderivátovéoperácie","l10n_sk.sk_chart_template"
"chart_sk_568","568","Ostatnéfinančnénáklady","l10n_sk.sk_chart_template"
"chart_sk_569","569","Mankáaškodynafinančnommajetku","l10n_sk.sk_chart_template"
"chart_sk_59","59","Danezpríjmovaprevodovéúčty","l10n_sk.sk_chart_template"
"chart_sk_591","591","Splatnádaňzpríjmov","l10n_sk.sk_chart_template"
"chart_sk_592","592","Odloženádaňzpríjmov","l10n_sk.sk_chart_template"
"chart_sk_595","595","Dodatočnéodvodydanezpríjmov","l10n_sk.sk_chart_template"
"chart_sk_596","596","Prevodpodielovnavýsledkuhospodáreniaspoločníkom","l10n_sk.sk_chart_template"
"chart_sk_6","6","Výnosy","l10n_sk.sk_chart_template"
"chart_sk_60","60","Tržbyzavlastnévýkonyatovar","l10n_sk.sk_chart_template"
"chart_sk_601","601","Tržbyzavlastnévýrobky","l10n_sk.sk_chart_template"
"chart_sk_602","602","Tržbyzpredajaslužieb","l10n_sk.sk_chart_template"
"chart_sk_604","604","Tržbyzatovar","l10n_sk.sk_chart_template"
"chart_sk_606","606","Výnosyzazákazky","l10n_sk.sk_chart_template"
"chart_sk_607","607","Výnosyznehnuťelnostinapredaj","l10n_sk.sk_chart_template"
"chart_sk_61","61","Zmenystavuvnútroorganizačnýchzásob","l10n_sk.sk_chart_template"
"chart_sk_611","611","Zmenastavunedokončenejvýroby","l10n_sk.sk_chart_template"
"chart_sk_612","612","Zmenastavupolotovarov","l10n_sk.sk_chart_template"
"chart_sk_613","613","Zmenastavuvýrobkov","l10n_sk.sk_chart_template"
"chart_sk_614","614","Zmenastavuzvierat","l10n_sk.sk_chart_template"
"chart_sk_62","62","Aktivácia","l10n_sk.sk_chart_template"
"chart_sk_621","621","Aktiváciamateriáluatovaru","l10n_sk.sk_chart_template"
"chart_sk_622","622","Aktiváciavnútroorganizačnýchslužieb","l10n_sk.sk_chart_template"
"chart_sk_623","623","Aktiváciadlhodobéhonehmotnéhomajetku","l10n_sk.sk_chart_template"
"chart_sk_624","624","Aktiváciadlhodobéhohmotnéhomajetku","l10n_sk.sk_chart_template"
"chart_sk_64","64","Inévýnosyzhospodárskejčinnosti","l10n_sk.sk_chart_template"
"chart_sk_641","641","Tržbyzpredajadlhodobéhonehmotnéhomajetkuadlhodobéhohmotnéhomajetku","l10n_sk.sk_chart_template"
"chart_sk_642","642","Tržbyzpredajamateriálu","l10n_sk.sk_chart_template"
"chart_sk_644","644","Zmluvnépokuty,penáleaúrokyzomeškania","l10n_sk.sk_chart_template"
"chart_sk_645","645","Ostatnépokuty,penáleaúrokyzomeškania","l10n_sk.sk_chart_template"
"chart_sk_646","646","Výnosyzodpísanýchpohľadávok","l10n_sk.sk_chart_template"
"chart_sk_648","648","Ostatnévýnosyzhospodárskejčinnosti","l10n_sk.sk_chart_template"
"chart_sk_65","65","Zúčtovanieniektorýchpoložiekzhospodárskejčinnosti","l10n_sk.sk_chart_template"
"chart_sk_655","655","Zúčtovaniekomplexnýchnákladovbudúcichobdobí","l10n_sk.sk_chart_template"
"chart_sk_657","657","Zúčtovanieoprávkyopravnejpoložkeknadobudnutémumajetku","l10n_sk.sk_chart_template"
"chart_sk_66","66","Finančnévýnosy","l10n_sk.sk_chart_template"
"chart_sk_661","661","Tržbyzpredajacennýchpapierovapodielov","l10n_sk.sk_chart_template"
"chart_sk_662","662","Úroky","l10n_sk.sk_chart_template"
"chart_sk_663","663","Kurzovézisky","l10n_sk.sk_chart_template"
"chart_sk_664","664","Výnosyzpreceneniacennýchpapierov","l10n_sk.sk_chart_template"
"chart_sk_665","665","Výnosyzdlhodobéhofinančnéhomajetku","l10n_sk.sk_chart_template"
"chart_sk_666","666","Výnosyzkrátkodobéhofinančnéhomajetku","l10n_sk.sk_chart_template"
"chart_sk_667","667","Výnosyzderivátovýchoperácií","l10n_sk.sk_chart_template"
"chart_sk_668","668","Ostatnéfinančnévýnosy","l10n_sk.sk_chart_template"
"chart_sk_7","7","Uzávierkovéúčtyapodsúvahovéúčty","l10n_sk.sk_chart_template"
"chart_sk_70","70","Súvahovézávierkovéúčty","l10n_sk.sk_chart_template"
"chart_sk_701","701","Začiatočnýúčetsúvahový","l10n_sk.sk_chart_template"
"chart_sk_702","702","Konečnýúčetsúvahový","l10n_sk.sk_chart_template"
"chart_sk_71","71","Výsledovkovýuzávierkovýúčet","l10n_sk.sk_chart_template"
"chart_sk_710","710","Účetziskovastrát","l10n_sk.sk_chart_template"
"chart_sk_711","711","Začiatočnýúčetnákladovavýnosov","l10n_sk.sk_chart_template"
