"id","code","name","user_type_id/id","reconcile",chart_template_id/id
"chart_hu_464",464,"Költségvetésibefizetésiköt.teljesítése","account.data_account_type_current_liabilities","FALSE",hungarian_chart_template
"chart_hu_465",465,"Vám-ésPénzügyõrségelszámolásiszámla","account.data_account_type_current_liabilities","FALSE",hungarian_chart_template
"chart_hu_466",466,"Elõzetesenfelszámítottált.forgalmiadó","account.data_account_type_current_liabilities","FALSE",hungarian_chart_template
"chart_hu_467",467,"Fizetendõáltalánosforgalmiadó","account.data_account_type_current_liabilities","FALSE",hungarian_chart_template
"chart_hu_468",468,"Áfapénzügyielszámolásiszámla","account.data_account_type_current_liabilities","FALSE",hungarian_chart_template
"chart_hu_469",469,"Önkormányzatiadókelszámolásiszámla","account.data_account_type_current_liabilities","FALSE",hungarian_chart_template
"chart_hu_471",471,"Jövedelemelszámolásiszámla","account.data_account_type_current_liabilities","FALSE",hungarian_chart_template
"chart_hu_472",472,"Felnemvettjárandóságok","account.data_account_type_current_liabilities","FALSE",hungarian_chart_template
"chart_hu_473",473,"Társadalombiztosításikötelezettség","account.data_account_type_current_liabilities","FALSE",hungarian_chart_template
"chart_hu_474",474,"Elkülönítettalapokkalkapcs.fiz.köt","account.data_account_type_current_liabilities","FALSE",hungarian_chart_template
"chart_hu_475",475,"Magánnyugdíjpénztárakbefiz.kötelezetts","account.data_account_type_current_liabilities","FALSE",hungarian_chart_template
"chart_hu_476",476,"Egyébrövidlej.kötelezettségmunkaváll.","account.data_account_type_current_liabilities","FALSE",hungarian_chart_template
"chart_hu_477",477,"Egyébrövidlejáratúkötelezettség","account.data_account_type_current_liabilities","FALSE",hungarian_chart_template
"chart_hu_478",478,"Magánszemélytõllevont4%különadó","account.data_account_type_current_liabilities","FALSE",hungarian_chart_template
"chart_hu_479",479,"Egyébbefizetésikötelezettségek","account.data_account_type_current_liabilities","FALSE",hungarian_chart_template
"chart_hu_481",481,"Bevételekpasszívidõbelielhatárolása","account.data_account_type_current_liabilities","FALSE",hungarian_chart_template
"chart_hu_482",482,"Költségek,ráford.passzívidõbelielhat.","account.data_account_type_current_liabilities","FALSE",hungarian_chart_template
"chart_hu_483",483,"Halasztottbevételek","account.data_account_type_current_liabilities","FALSE",hungarian_chart_template
"chart_hu_491",491,"Nyitómérlegszámla","account.data_account_type_current_liabilities","FALSE",hungarian_chart_template
"chart_hu_511",511,"Vásároltanyagokköltségei","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_512",512,"Egyévenbelülelhaszn.anyagieszközök","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_513",513,"Egyébanyagköltség","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_519",519,"Anyagköltségmegtérülés","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_521",521,"Szállítási,rakodásiköltség","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_522",522,"Bérletidíjak","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_523",523,"Javítási,karbantartásiköltségek","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_524",524,"Hirdetés,reklám-propagandaköltség","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_525",525,"Oktatási,továbbképzésiköltségek","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_526",526,"Utazási-éskiküldetésiköltségek","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_527",527,"Postai,távközlésiköltségek","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_528",528,"Szakkönyv,napilapbeszerzés","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_529",529,"Egyébigénybevettszolgáltatásokktg-ei","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_531",531,"Hatóságiigazgatásidíjak(illetékek)","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_532",532,"Pénzügyiszolg-idíjak,bankköltségek","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_533",533,"Biztosításidíjak","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_541",541,"Munkavállalókmunkabérköltsége","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_542",542,"Megbízásidíjakbérköltségterhére","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_543",543,"Tagokszemélyesközr.ellenértéke","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_544",544,"Egyszerûsítettfogl.bérköltsége","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_551",551,"Személyijellegûkifizetések","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_552",552,"Jólétiéskulturálisköltségek","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_553",553,"Természetbenijuttatások","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_554",554,"Egyébszemélyijellegûkifizetések","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_555",555,"Magánnyugdíjpénztáritagdíjak,hozzájár.","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_556",556,"Foglalkoztatótterhelõtáppénzhjárulás","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_557",557,"Kifizetõtterhelõszemélyijövedelemadó","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_561",561,"Társadalombiztosításijárulék","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_562",562,"Egészségügyihozzájárulás","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_563",563,"Munkaadóijárulék","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_564",564,"Szakképzésihozzájárulás","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_565",565,"Rehabilitációshozzájárulás","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_566",566,"Egyszerûsítettközteherviselésihjár","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_567",567,"Egyszerûsítettfogl.közteher","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_568",568,"Közteherjegy","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_571",571,"Tervszerintiértékcsökkenéslineáris","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_572",572,"Tervszerintiegyösszegû(kisértékûek)","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_581",581,"Sajátterm.készletekállományváltozása","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_582",582,"Sajátelõállításieszközökaktiváltért.","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_591",591,"Anyagköltségátvezetésiszla","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_592",592,"Igénybevettszolg.átvezetésiszla","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_593",593,"Egyébszolgáltatásokátvezetésiszla","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_594",594,"Bérköltségátvezetésiszla","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_595",595,"Személyijell.kif.átvezetésiszla","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_596",596,"Bérjárulékokátvezetésiszla","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_597",597,"Értékcsökkenésileírásátvez.szla","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_81",81,"ANYAGJELLEGÛRÁFORDÍTÁSOK","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_811",811,"Anyagköltség","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_812",812,"Igénybevettszolgáltatásokértéke","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_813",813,"Egyébszolgáltatásokértéke","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_814",814,"Eladottárukbeszerzésiértéke","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_815",815,"Eladott(közvetített)szolg.értéke","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_821",821,"Bérköltség","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_822",822,"Személyijellegüegyébkifizetések","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_823",823,"Bérjárulékok","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_861",861,"Értékesítetteszk.imm.javaknytszértéke","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_862",862,"Ért.átruházottkövetelésekkönyvsz.ért.","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_863",863,"Azüzletiévhezkapcs.ráfordítások","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_864",864,"Utólagadottpü.rendezettengedmény","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_865",865,"Céltartalékképzése","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_866",866,"Elszámoltértékvesztés,tervenf.értékcs","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_867",867,"Adók,hozzájárulások","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_869",869,"Különféleegyébráfordítások","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_871",871,"Befektetettpüi.eszk.árf.vesztesége","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_872",872,"Fizetendõkamatok,kamatjell.ráford.","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_874",874,"Részesedések,bankb.értékveszt","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_875",875,"Forgóeszk.értékpapírárf.vesztesége","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_876",876,"Átváltási,értékelésiárfolyamveszteség","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_877",877,"Egyébárfolyamveszteségek,opciósdíjak","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_878",878,"Vásároltköv.kapcs.ráfordítások","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_879",879,"Egyébpénzügyiráfordítások","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_891",891,"Társaságiadó","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_892",892,"Társasvállalkozáskülönadója","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_895",895,"Egyszerüsítettvállalkozóiadó","account.data_account_type_expenses","FALSE",hungarian_chart_template
"chart_hu_911",911,"Belföldiértékesítésárbevétele","account.data_account_type_revenue","FALSE",hungarian_chart_template
"chart_hu_921",921,"Belföldiértékesítésárbevétele","account.data_account_type_revenue","FALSE",hungarian_chart_template
"chart_hu_931",931,"Exportértékesítésárbev.EUtagországba","account.data_account_type_revenue","FALSE",hungarian_chart_template
"chart_hu_932",932,"Exportértékesítésárbev.nemEUtagorsz.","account.data_account_type_revenue","FALSE",hungarian_chart_template
"chart_hu_961",961,"Ért.immat.javak,tárgyieszk.bevétele","account.data_account_type_revenue","FALSE",hungarian_chart_template
"chart_hu_962",962,"Ért,átruházottkövetelésekelism.mértéke","account.data_account_type_revenue","FALSE",hungarian_chart_template
"chart_hu_963",963,"Azüzletiévhezkapcs.egyébbevételek","account.data_account_type_revenue","FALSE",hungarian_chart_template
"chart_hu_964",964,"Utólagkapottpü.rendezettengedmény","account.data_account_type_revenue","FALSE",hungarian_chart_template
"chart_hu_965",965,"Céltartalékfelhasználása","account.data_account_type_revenue","FALSE",hungarian_chart_template
"chart_hu_966",966,"Értékvesztésekvisszaírása,tervenf.écs.","account.data_account_type_revenue","FALSE",hungarian_chart_template
"chart_hu_967",967,"Visszafiz.köt.nélkülkapotttámogatás","account.data_account_type_revenue","FALSE",hungarian_chart_template
"chart_hu_968",968,"Biztosítóáltalvisszaig.kártérítésö.","account.data_account_type_revenue","FALSE",hungarian_chart_template
"chart_hu_969",969,"Különféleegyébbevételek","account.data_account_type_revenue","FALSE",hungarian_chart_template
"chart_hu_971",971,"Kapott(járó)osztalék,részesedés","account.data_account_type_revenue","FALSE",hungarian_chart_template
"chart_hu_972",972,"Részesedésekért.árfolyamnyeresége","account.data_account_type_revenue","FALSE",hungarian_chart_template
"chart_hu_973",973,"Befekt.püi.eszk.kamatai,árf.nyeres.","account.data_account_type_revenue","FALSE",hungarian_chart_template
"chart_hu_974",974,"Egyébkapottkamatok,kamatjell.bevételek","account.data_account_type_revenue","FALSE",hungarian_chart_template
"chart_hu_975",975,"Forgóeszk.értékpapírárfolyamnyeresége","account.data_account_type_revenue","FALSE",hungarian_chart_template
"chart_hu_976",976,"Átváltási,átértékeléskoriárf.nyereség","account.data_account_type_revenue","FALSE",hungarian_chart_template
"chart_hu_977",977,"Egyébárfolyamnyereségek,opciósbev.","account.data_account_type_other_income","FALSE",hungarian_chart_template
"chart_hu_978",978,"Vás.követelésekkelkapcs.bevételek","account.data_account_type_revenue","FALSE",hungarian_chart_template
"chart_hu_979",979,"Egyébpénzügyimûveletekbevételei","account.data_account_type_revenue","FALSE",hungarian_chart_template
