"id","code","name","user_type_id/id","chart_template_id/id","reconcile"
"a2890","2890","Övrigakortfristigaskulder","account.data_account_type_current_liabilities","l10nse_chart_template","False"
"a2910","2910","Upplupnalöner","account.data_account_type_current_liabilities","l10nse_chart_template","False"
"a2920","2920","Upplupnasemesterlöner","account.data_account_type_current_liabilities","l10nse_chart_template","False"
"a2930","2930","Upplupnapensionskostnader","account.data_account_type_current_liabilities","l10nse_chart_template","False"
"a2940","2940","Upplupnalagstadgadesocialaochandraavgifter","account.data_account_type_current_liabilities","l10nse_chart_template","False"
"a2950","2950","Upplupnaavtaladesocialaavgifter","account.data_account_type_current_liabilities","l10nse_chart_template","False"
"a2960","2960","Upplupnaräntekostnader","account.data_account_type_current_liabilities","l10nse_chart_template","False"
"a2970","2970","Förutbetaldaintäkter","account.data_account_type_current_liabilities","l10nse_chart_template","False"
"a2990","2990","Övrigaupplupnakostnaderochförutbetaldaintäkter","account.data_account_type_current_liabilities","l10nse_chart_template","False"
"a2999","2999","OBS-konto","account.data_account_type_current_liabilities","l10nse_chart_template","False"
"a3000","3000","FörsäljninginomSverige","account.data_account_type_revenue","l10nse_chart_template","False"
"a3001","3001","FörsäljninginomSverige,25%moms","account.data_account_type_revenue","l10nse_chart_template","False"
"a3002","3002","FörsäljninginomSverige,12%moms","account.data_account_type_revenue","l10nse_chart_template","False"
"a3003","3003","FörsäljninginomSverige,6%moms","account.data_account_type_revenue","l10nse_chart_template","False"
"a3004","3004","FörsäljninginomSverige,momsfri","account.data_account_type_revenue","l10nse_chart_template","False"
"a3100","3100","FörsäljningavvarorutanförEU","account.data_account_type_revenue","l10nse_chart_template","False"
"a3105","3105","FörsäljningvarortilllandutanförEU","account.data_account_type_revenue","l10nse_chart_template","False"
"a3106","3106","FörsäljningvarortillannatEU-land,momspliktig","account.data_account_type_revenue","l10nse_chart_template","False"
"a3108","3108","FörsäljningvarortillannatEU-land,momsfri","account.data_account_type_revenue","l10nse_chart_template","False"
"a3200","3200","FörsäljningVMBochomvändmoms","account.data_account_type_revenue","l10nse_chart_template","False"
"a3211","3211","FörsäljningpositivVMB25%","account.data_account_type_revenue","l10nse_chart_template","False"
"a3212","3212","FörsäljningnegativVMB25%","account.data_account_type_revenue","l10nse_chart_template","False"
"a3231","3231","Försäljninginombyggsektorn,omvändskatteskyldighetmoms","account.data_account_type_revenue","l10nse_chart_template","False"
"a3300","3300","FörsäljningavtjänsterutanförSverige","account.data_account_type_revenue","l10nse_chart_template","False"
"a3305","3305","FörsäljningavtjänstertilllandutanförEU","account.data_account_type_revenue","l10nse_chart_template","False"
"a3308","3308","FörsäljningavtjänstertillannatEU-land","account.data_account_type_revenue","l10nse_chart_template","False"
"a3400","3400","Försäljning,egnauttag","account.data_account_type_revenue","l10nse_chart_template","False"
"a3401","3401","Egnauttagmomspliktiga,25%","account.data_account_type_revenue","l10nse_chart_template","False"
"a3402","3402","Egnauttagmomspliktiga,12%","account.data_account_type_revenue","l10nse_chart_template","False"
"a3403","3403","Egnauttagmomspliktiga,6%","account.data_account_type_revenue","l10nse_chart_template","False"
"a3404","3404","Egnauttag,momsfria","account.data_account_type_revenue","l10nse_chart_template","False"
"a3500","3500","Faktureradekostnader(gruppkonto)","account.data_account_type_revenue","l10nse_chart_template","False"
"a3510","3510","FaktureratEmballage","account.data_account_type_revenue","l10nse_chart_template","False"
"a3520","3520","Faktureradefrakter","account.data_account_type_revenue","l10nse_chart_template","False"
"a3521","3521","Faktureradefrakter,EU-land","account.data_account_type_revenue","l10nse_chart_template","False"
"a3522","3522","Faktureradefrakter,export","account.data_account_type_revenue","l10nse_chart_template","False"
"a3530","3530","Faktureradtull-ochspeditionskostnaderm.m.","account.data_account_type_revenue","l10nse_chart_template","False"
"a3540","3540","Faktureringsavgifter","account.data_account_type_revenue","l10nse_chart_template","False"
"a3541","3541","Faktureringsavgifter,EU-land","account.data_account_type_revenue","l10nse_chart_template","False"
"a3542","3542","Faktureringsavgifter,export","account.data_account_type_revenue","l10nse_chart_template","False"
"a3600","3600","Rörelsenssidointäkter(gruppkonto)","account.data_account_type_revenue","l10nse_chart_template","False"
"a3730","3730","Lämnaderabatter","account.data_account_type_revenue","l10nse_chart_template","False"
"a3740","3740","Öres-ochkronutjämning","account.data_account_type_revenue","l10nse_chart_template","False"
"a3800","3800","Aktiveratarbeteföregenräkning(gruppkonto)","account.data_account_type_revenue","l10nse_chart_template","False"
"a3900","3900","Övrigarörelseintäkter(gruppkonto)","account.data_account_type_other_income","l10nse_chart_template","False"
"a3913","3913","Frivilligtmomspliktigahyresintäkter","account.data_account_type_other_income","l10nse_chart_template","False"
"a3960","3960","Valutakursvinsterpåfordringarochskulderavrörelsekaraktär","account.data_account_type_other_income","l10nse_chart_template","False"
"a3970","3970","Vinstvidavyttringavimmateriellaochmateriellaanläggningstillgångar","account.data_account_type_other_income","l10nse_chart_template","False"
"a3980","3980","Erhållnaoffentligastödm.m.","account.data_account_type_other_income","l10nse_chart_template","False"
"a4000","4000","InköpavvarorfrånSverige","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4200","4200","SåldavarorVMB","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4211","4211","SåldavarorpositivVMB25%","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4212","4212","SåldavarornegativVMB25%","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4400","4400","MomspliktigainköpiSverige","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4415","4415","InköptavaroriSverige,omvändskattskyldighet,25%","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4425","4425","InköptjänsteriSverige,omvändskattskyldighet,25%","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4426","4426","InköptjänsteriSverige,omvändskattskyldighet,12%","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4427","4427","InköptjänsteriSverige,omvändskattskyldighet,6%","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4500","4500","Övrigamomsplitigainköp","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4515","4515","InköpavvarorfrånannatEU-land,25%","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4516","4516","InköpavvarorfrånannatEU-land,12%","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4517","4517","InköpavvarorfrånannatEU-land,6%","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4518","4518","InköpavvarorfrånannatEU-land,momsfri","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4531","4531","InköpavtjänsterfrånettlandutanförEU,25%","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4532","4532","InköpavtjänsterfrånettlandutanförEU,12%","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4533","4533","InköpavtjänsterfrånettlandutanförEU,6%","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4535","4535","InköpavtjänsterfrånannatEU-land,25%","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4536","4536","InköpavtjänsterfrånannatEU-land,12%","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4537","4537","InköpavtjänsterfrånannatEU-land,6%","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4538","4538","InköpavtjänsterfrånannatEU-land,momsfri","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4545","4545","Importavvaror,25%moms","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4546","4546","Importavvaror,12%moms","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4547","4547","Importavvaror,6%moms","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4600","4600","Legoarbetenochunderentreprenader(gruppkonto)","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4700","4700","Reduktionavinköpspriser(gruppkonto)","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4900","4900","Förändringavlager(gruppkonto)","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4910","4910","Förändringavlageravråvaror","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4920","4920","Förändringavlageravtillsatsmaterialochförnödenheter","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4940","4940","Förändringprodukteriarbete","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4950","4950","Förändringavlageravfärdigavaror","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4960","4960","Förändringavlageravhandelsvaror","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a4970","4970","Förändringpågåendearbete,nedladgdakostnader","account.data_account_type_direct_costs","l10nse_chart_template","False"
"a5010","5010","Lokalhyra","account.data_account_type_expenses","l10nse_chart_template","False"
"a5020","5020","Elförbelusning","account.data_account_type_expenses","l10nse_chart_template","False"
"a5030","5030","Värme","account.data_account_type_expenses","l10nse_chart_template","False"
"a5040","5040","Vattenochavlopp","account.data_account_type_expenses","l10nse_chart_template","False"
"a5060","5060","Städningochrenhållning","account.data_account_type_expenses","l10nse_chart_template","False"
"a5070","5070","Reparationochunderhållavlokaler","account.data_account_type_expenses","l10nse_chart_template","False"
"a5120","5120","Elförbelysning","account.data_account_type_expenses","l10nse_chart_template","False"
"a5130","5130","Värme","account.data_account_type_expenses","l10nse_chart_template","False"
"a5140","5140","Vattenochavlopp","account.data_account_type_expenses","l10nse_chart_template","False"
"a5160","5160","Städningochrenhållning","account.data_account_type_expenses","l10nse_chart_template","False"
"a5170","5170","Reparationochunderhållavfastighet","account.data_account_type_expenses","l10nse_chart_template","False"
"a5200","5200","Hyraavanläggningstillgångar(gruppkonto)","account.data_account_type_expenses","l10nse_chart_template","False"
"a5300","5300","Energikostnader(gruppkonto)","account.data_account_type_expenses","l10nse_chart_template","False"
"a5410","5410","Förbrukningsinventarier","account.data_account_type_expenses","l10nse_chart_template","False"
"a5420","5420","Programvaror","account.data_account_type_expenses","l10nse_chart_template","False"
"a5460","5460","Förbrukningsmaterial","account.data_account_type_expenses","l10nse_chart_template","False"
"a5480","5480","Arbetskläder","account.data_account_type_expenses","l10nse_chart_template","False"
"a5500","5500","Reparationochunderhåll(gruppkonto)","account.data_account_type_expenses","l10nse_chart_template","False"
"a5600","5600","Kostnaderförtransportmedel(gruppkonto)","account.data_account_type_expenses","l10nse_chart_template","False"
"a5611","5611","Drivmedelförpersonbilar","account.data_account_type_expenses","l10nse_chart_template","False"
"a5612","5612","Försäkringochskattförpersonbilar","account.data_account_type_expenses","l10nse_chart_template","False"
"a5613","5613","Reparationochunderhållavpersonbilar","account.data_account_type_expenses","l10nse_chart_template","False"
"a5615","5615","Leasingavpersonbilar","account.data_account_type_expenses","l10nse_chart_template","False"
"a5616","5616","Trängselskatt","account.data_account_type_expenses","l10nse_chart_template","False"
"a5700","5700","Frakterochtransporter(gruppkonto)","account.data_account_type_expenses","l10nse_chart_template","False"
"a5800","5800","Resekostnader(gruppkonto)","account.data_account_type_expenses","l10nse_chart_template","False"
"a5810","5810","Biljetter","account.data_account_type_expenses","l10nse_chart_template","False"
"a5820","5820","Hyrbilskostnader","account.data_account_type_expenses","l10nse_chart_template","False"
"a5831","5831","KostochlogiiSverige","account.data_account_type_expenses","l10nse_chart_template","False"
"a5832","5832","Kostochlogiiutlandet","account.data_account_type_expenses","l10nse_chart_template","False"
"a5900","5900","ReklamochPR","account.data_account_type_expenses","l10nse_chart_template","False"
"a6071","6071","Representation,avdragsgill","account.data_account_type_expenses","l10nse_chart_template","False"
"a6072","6072","Representation,ejavdragsgill","account.data_account_type_expenses","l10nse_chart_template","False"
"a6090","6090","Övrigaförsäljningskostnader","account.data_account_type_expenses","l10nse_chart_template","False"
"a6100","6100","Kontorsmaterielochtrycksaker(gruppkonto)","account.data_account_type_expenses","l10nse_chart_template","False"
"a6210","6210","Telekommunikation","account.data_account_type_expenses","l10nse_chart_template","False"
"a6230","6230","Datakommunikation","account.data_account_type_expenses","l10nse_chart_template","False"
"a6250","6250","Postbefordran","account.data_account_type_expenses","l10nse_chart_template","False"
"a6310","6310","Företagsförsäkringar","account.data_account_type_expenses","l10nse_chart_template","False"
"a6350","6350","Förlusterpåkundfordringar","account.data_account_type_expenses","l10nse_chart_template","False"
"a6390","6390","Övrigariskkostnader","account.data_account_type_expenses","l10nse_chart_template","False"
"a6410","6410","Styrelsearvodensominteärlön","account.data_account_type_expenses","l10nse_chart_template","False"
"a6420","6420","Ersättningartillrevisor","account.data_account_type_expenses","l10nse_chart_template","False"
"a6530","6530","Redovisningstjänster","account.data_account_type_expenses","l10nse_chart_template","False"
"a6540","6540","IT-tjänster","account.data_account_type_expenses","l10nse_chart_template","False"
"a6550","6550","Konsultarvoden","account.data_account_type_expenses","l10nse_chart_template","False"
"a6560","6560","Serviceavgiftertillbranschorganisationer","account.data_account_type_expenses","l10nse_chart_template","False"
"a6570","6570","Bankkostnader","account.data_account_type_expenses","l10nse_chart_template","False"
"a6580","6580","Advokat-ochrättegångskostnader","account.data_account_type_expenses","l10nse_chart_template","False"
"a6590","6590","Övrigaexternatjänster","account.data_account_type_expenses","l10nse_chart_template","False"
"a6800","6800","Inhyrdpersonal(gruppkonto)","account.data_account_type_expenses","l10nse_chart_template","False"
"a6970","6970","Tidningar,tidskrifterochfacklitteratur","account.data_account_type_expenses","l10nse_chart_template","False"
"a6980","6980","Föreningsavgifter","account.data_account_type_expenses","l10nse_chart_template","False"
"a6991","6991","Övrigaexternakostnader,avdragsgilla","account.data_account_type_expenses","l10nse_chart_template","False"
"a6992","6992","Övrigaexternakostnader,ejavdragsgilla","account.data_account_type_expenses","l10nse_chart_template","False"
"a7010","7010","Lönertillkollektivanställda","account.data_account_type_expenses","l10nse_chart_template","False"
"a7090","7090","Förändringavsemesterlöneskuld","account.data_account_type_expenses","l10nse_chart_template","False"
"a7210","7210","Lönertilltjänstemän","account.data_account_type_expenses","l10nse_chart_template","False"
"a7220","7220","Lönertillföretagsledare","account.data_account_type_expenses","l10nse_chart_template","False"
"a7240","7240","Styrelsearvoden","account.data_account_type_expenses","l10nse_chart_template","False"
"a7290","7290","Förändringavsemesterlöneskuld","account.data_account_type_expenses","l10nse_chart_template","False"
"a7310","7310","Kontantaextraersättningar","account.data_account_type_expenses","l10nse_chart_template","False"
"a7321","7321","Skattefriatraktamenten,Sverige","account.data_account_type_expenses","l10nse_chart_template","False"
"a7322","7322","Skattepliktigatraktamenten,Sverige","account.data_account_type_expenses","l10nse_chart_template","False"
"a7323","7323","Skattefriatraktamenten,utlandet","account.data_account_type_expenses","l10nse_chart_template","False"
"a7324","7324","Skattepliktigatraktamenten,utlandet","account.data_account_type_expenses","l10nse_chart_template","False"
"a7331","7331","Skattefriabilersättningar","account.data_account_type_expenses","l10nse_chart_template","False"
"a7332","7332","Skattepliktigabilersättningar","account.data_account_type_expenses","l10nse_chart_template","False"
"a7333","7333","Ersättningförträngselskatt,skattefri","account.data_account_type_expenses","l10nse_chart_template","False"
"a7380","7380","Kostnaderförmåndertillanställda","account.data_account_type_expenses","l10nse_chart_template","False"
"a7385","7385","Kostnaderförfribil","account.data_account_type_expenses","l10nse_chart_template","False"
"a7390","7390","Övrigakostnadsersättningarochförmåner","account.data_account_type_expenses","l10nse_chart_template","False"
