"id","code_prefix_start","name","chart_template_id/id"
"chart_cz_06","06","Dlouhodobýfinančnímajetek","l10n_cz.cz_chart_template"
"chart_cz_061","061","Podíly-ovládanáaovládajicíosoba","l10n_cz.cz_chart_template"
"chart_cz_062","062","Podílyvúčetníchjednotkáchpodpodstatnýmvplyvem","l10n_cz.cz_chart_template"
"chart_cz_063","063","Ostatnídlouhodobécennépapíryapodíly","l10n_cz.cz_chart_template"
"chart_cz_065","065","Dluhovécennépapírydrženédosplatnosti","l10n_cz.cz_chart_template"
"chart_cz_066","066","Zápůjčkyaúvéry-ovládanánenoovládajicíosoba","l10n_cz.cz_chart_template"
"chart_cz_067","067","Zápůjčkyaúvéry-podstatnívliv","l10n_cz.cz_chart_template"
"chart_cz_068","068","Ostatnízápůjčkyaúvéry","l10n_cz.cz_chart_template"
"chart_cz_069","069","Jinýdlouhodobýfinančnímajetek","l10n_cz.cz_chart_template"
"chart_cz_07","07","Oprávkykdlouhodobémunehmotnémumajetku","l10n_cz.cz_chart_template"
"chart_cz_072","072","Oprávkyknehmotnýmvýsledkůmvýzkumuavývoje","l10n_cz.cz_chart_template"
"chart_cz_073","073","Oprávkyksoftwaru","l10n_cz.cz_chart_template"
"chart_cz_074","074","Oprávkykocenitelnýmprávům","l10n_cz.cz_chart_template"
"chart_cz_075","075","Oprávkykegoodwillu","l10n_cz.cz_chart_template"
"chart_cz_079","079","Oprávkykostatnímudlouhodobémunehmotnémumajetku","l10n_cz.cz_chart_template"
"chart_cz_08","08","Oprávkykdlouhodobémuhmotnémumajetku","l10n_cz.cz_chart_template"
"chart_cz_081","081","Oprávkykstavbám","l10n_cz.cz_chart_template"
"chart_cz_082","082","Oprávkykhmotnýmmovitýmvěcemajejichsouborům","l10n_cz.cz_chart_template"
"chart_cz_085","085","Oprávkykpěstitelskýmcelkůmtrvalýchporostů","l10n_cz.cz_chart_template"
"chart_cz_086","086","Oprávkykdospělýmzvířatůmajejichskupinám","l10n_cz.cz_chart_template"
"chart_cz_089","089","Oprávkykjinémudlouhodobémuhmotnémumajetku","l10n_cz.cz_chart_template"
"chart_cz_09","09","Opravnépoložkykdlouhodobémumajetku","l10n_cz.cz_chart_template"
"chart_cz_091","091","Opravnápoložkakdlouhodobémunehmotnémumajetku","l10n_cz.cz_chart_template"
"chart_cz_092","092","Opravnápoložkakdlouhodobémuhmotnémumajetku","l10n_cz.cz_chart_template"
"chart_cz_093","093","Opravnápoložkakdlouhodobémunedokončenémunehmotnémumajetku","l10n_cz.cz_chart_template"
"chart_cz_094","094","Opravnápoložkakdlouhodobémunedokončenémuhmotnémumajetku","l10n_cz.cz_chart_template"
"chart_cz_095","095","Opravnápoložkakposkytnutýmzálohámnadlouhodobýmajetek","l10n_cz.cz_chart_template"
"chart_cz_096","096","Opravnápoložkakdlouhodobémufinančnímumajetku","l10n_cz.cz_chart_template"
"chart_cz_097","097","Oceňovacírozdílknabytémumajetku","l10n_cz.cz_chart_template"
"chart_cz_098","098","Oprávkykoceňovacímurozdíluknabytémumajetku","l10n_cz.cz_chart_template"
"chart_cz_1","1","Zásoby","l10n_cz.cz_chart_template"
"chart_cz_11","11","Materiál","l10n_cz.cz_chart_template"
"chart_cz_111","111","Pořízenímateriálu","l10n_cz.cz_chart_template"
"chart_cz_112","112","Materiálnaskladě","l10n_cz.cz_chart_template"
"chart_cz_119","119","Materiálnacestě","l10n_cz.cz_chart_template"
"chart_cz_12","12","Zásobyvlastníčinnosti","l10n_cz.cz_chart_template"
"chart_cz_121","121","Nedokončenávýroba","l10n_cz.cz_chart_template"
"chart_cz_122","122","Polotovary","l10n_cz.cz_chart_template"
"chart_cz_123","123","Výrobky","l10n_cz.cz_chart_template"
"chart_cz_124","124","Mladáaostatnízvířataajejichskupiny","l10n_cz.cz_chart_template"
"chart_cz_13","13","Zboží","l10n_cz.cz_chart_template"
"chart_cz_131","131","Pořízenízboží","l10n_cz.cz_chart_template"
"chart_cz_132","132","Zbožínaskladěavprodejnách","l10n_cz.cz_chart_template"
"chart_cz_139","139","Zbožínacestě","l10n_cz.cz_chart_template"
"chart_cz_15","15","Poskytnutézálohynazásoby","l10n_cz.cz_chart_template"
"chart_cz_151","151","Poskytnutézálohynamateriál","l10n_cz.cz_chart_template"
"chart_cz_152","152","Poskytnutézálohynazvířata","l10n_cz.cz_chart_template"
"chart_cz_153","153","Poskytnutézálohynazboží","l10n_cz.cz_chart_template"
"chart_cz_19","19","Opravnépoložkykzásobám","l10n_cz.cz_chart_template"
"chart_cz_191","191","Opravnápoložkakmateriálu","l10n_cz.cz_chart_template"
"chart_cz_192","192","Opravnápoložkaknedokončenévýrobě","l10n_cz.cz_chart_template"
"chart_cz_193","193","Opravnápoložkakpolotovarům","l10n_cz.cz_chart_template"
"chart_cz_194","194","Opravnápoložkakvýrobkům","l10n_cz.cz_chart_template"
"chart_cz_195","195","Opravnápoložkakmladýmaostatnímzvířatůmajejichskupinám","l10n_cz.cz_chart_template"
"chart_cz_196","196","Opravnápoložkakezboží","l10n_cz.cz_chart_template"
"chart_cz_197","197","Opravnápoložkakzálohámnamateriál","l10n_cz.cz_chart_template"
"chart_cz_198","198","Opravnápoložkakzálohámnazvířata","l10n_cz.cz_chart_template"
"chart_cz_199","199","Opravnápoložkakzálohámnazboží","l10n_cz.cz_chart_template"
"chart_cz_2","2","Krátkodobýfinančnímajetekapeněžníprostředky","l10n_cz.cz_chart_template"
"chart_cz_21","21","Peněžníprostředkyvpokladně","l10n_cz.cz_chart_template"
"chart_cz_211","211","Pokladna","l10n_cz.cz_chart_template"
"chart_cz_213","213","Ceniny","l10n_cz.cz_chart_template"
"chart_cz_22","22","Peněžníprostředkynaúčtech","l10n_cz.cz_chart_template"
"chart_cz_221","221","Bankovníúčty","l10n_cz.cz_chart_template"
"chart_cz_23","23","Krátkodobéúvěry","l10n_cz.cz_chart_template"
"chart_cz_231","231","Krátkodobéúvěry","l10n_cz.cz_chart_template"
"chart_cz_232","232","Eskontníúvěry","l10n_cz.cz_chart_template"
"chart_cz_24","24","Krátkodobéfinančnívýpomoci","l10n_cz.cz_chart_template"
"chart_cz_241","241","Emitovanékrátkodobédluhopisy","l10n_cz.cz_chart_template"
"chart_cz_249","249","Ostatníkrátkodobéfinančnívýpomoci","l10n_cz.cz_chart_template"
"chart_cz_25","25","Krátkodobýfinančnímajetek","l10n_cz.cz_chart_template"
"chart_cz_251","251","Majetkovécennépapírykobchodování","l10n_cz.cz_chart_template"
"chart_cz_252","252","Vlastníakcieavlastníobchodnípodíly","l10n_cz.cz_chart_template"
"chart_cz_253","253","Dluhovécennépapírykobchodování","l10n_cz.cz_chart_template"
"chart_cz_255","255","Vlastnídluhopisy","l10n_cz.cz_chart_template"
"chart_cz_256","256","Dluhovécennépapírysesplatnostídojednohorokudrženédosplatnosti","l10n_cz.cz_chart_template"
"chart_cz_257","257","Ostatnícennépapíry","l10n_cz.cz_chart_template"
"chart_cz_259","259","Pořízováníkrátkodobéhofinančníhomajetku","l10n_cz.cz_chart_template"
"chart_cz_26","26","Převodymezifinančnímiúčty","l10n_cz.cz_chart_template"
"chart_cz_261","261","Penízenacestě","l10n_cz.cz_chart_template"
"chart_cz_29","29","Opravnépoložkykekrátkodobémufinančnímumajetku","l10n_cz.cz_chart_template"
"chart_cz_291","291","Opravnápoložkakekrátkodobémufinančnímumajetku","l10n_cz.cz_chart_template"
"chart_cz_3","3","Zúčtovacívztahy","l10n_cz.cz_chart_template"
"chart_cz_31","31","Pohledávky","l10n_cz.cz_chart_template"
"chart_cz_311","311","Odběratelé","l10n_cz.cz_chart_template"
"chart_cz_313","313","Pohledávkyzaeskontovanécennépapíry","l10n_cz.cz_chart_template"
"chart_cz_314","314","Poskytnutéprovoznízálohy","l10n_cz.cz_chart_template"
"chart_cz_315","315","Ostatnípohledávky","l10n_cz.cz_chart_template"
"chart_cz_32","32","Závazky(krátkodobé)","l10n_cz.cz_chart_template"
"chart_cz_321","321","Dodavatelé","l10n_cz.cz_chart_template"
"chart_cz_322","322","Směnkykúhradě","l10n_cz.cz_chart_template"
"chart_cz_324","324","Přijatéprovoznízálohy","l10n_cz.cz_chart_template"
"chart_cz_325","325","Ostatnízávazky","l10n_cz.cz_chart_template"
"chart_cz_33","33","Zúčtovánísezaměstnanciainstitucemi","l10n_cz.cz_chart_template"
"chart_cz_331","331","Zaměstnanci","l10n_cz.cz_chart_template"
"chart_cz_333","333","Ostatnízávazkyvůčizaměstnancům","l10n_cz.cz_chart_template"
"chart_cz_335","335","Pohledávkyzazaměstnanci","l10n_cz.cz_chart_template"
"chart_cz_336","336","Zúčtovánísinstitucemisociálníhozabezpečeníazdravotníhopojištění","l10n_cz.cz_chart_template"
"chart_cz_34","34","Zúčtovánídaníadotací","l10n_cz.cz_chart_template"
"chart_cz_341","341","Daňzpříjmů","l10n_cz.cz_chart_template"
"chart_cz_342","342","Ostatnípřímédaně","l10n_cz.cz_chart_template"
"chart_cz_343","343","Daňzpřidanéhodnoty","l10n_cz.cz_chart_template"
"chart_cz_345","345","Ostatnídaněapoplatky","l10n_cz.cz_chart_template"
"chart_cz_346","346","Dotacezestátníhorozpočtu","l10n_cz.cz_chart_template"
"chart_cz_347","347","Ostatnídodace","l10n_cz.cz_chart_template"
"chart_cz_349","349","SpojovacíúčetkDPH","l10n_cz.cz_chart_template"
"chart_cz_35","35","Pohledávkyzaspolečníky","l10n_cz.cz_chart_template"
"chart_cz_351","351","Pohledávky–ovládanáneboovládajícíosoba","l10n_cz.cz_chart_template"
"chart_cz_352","352","Pohledávky–podstatnývliv","l10n_cz.cz_chart_template"
"chart_cz_353","353","Pohledávkyzaupsanýzákladníkapitál","l10n_cz.cz_chart_template"
"chart_cz_354","354","Pohledávkyzaspolečníkypřiúhraděztráty","l10n_cz.cz_chart_template"
"chart_cz_355","355","Ostatnípohledávkyzaspolečníkyobchodníkorporace","l10n_cz.cz_chart_template"
"chart_cz_358","358","Pohledávkyzaspolečníkyzdruženýmivespolečnosti","l10n_cz.cz_chart_template"
"chart_cz_36","36","Závazkykespolečníkům","l10n_cz.cz_chart_template"
"chart_cz_361","361","Závazky–ovládanáneboovládajícíosoba","l10n_cz.cz_chart_template"
"chart_cz_362","362","Závazky-podstatnývliv","l10n_cz.cz_chart_template"
"chart_cz_364","364","Závazkykespolečníkůmpřirozdělovánízisku","l10n_cz.cz_chart_template"
"chart_cz_365","365","Ostatnízávazkykespolečníkůmobchodníkorporace","l10n_cz.cz_chart_template"
"chart_cz_366","366","Závazkykespolečníkůmačlenůmdružstvazezávisléčinnosti","l10n_cz.cz_chart_template"
"chart_cz_367","367","Závazkyzupsanýchnesplacenýchcennýchpapírůavkladů","l10n_cz.cz_chart_template"
"chart_cz_368","368","Závazkykespolečníkůmsdruženýmvespolečnosti","l10n_cz.cz_chart_template"
"chart_cz_37","37","Jinépohledávkyazávazky","l10n_cz.cz_chart_template"
"chart_cz_371","371","Pohledávkyzprodejezávodu","l10n_cz.cz_chart_template"
"chart_cz_372","372","Závazkyzkoupězávodu","l10n_cz.cz_chart_template"
"chart_cz_373","373","Pohledávkyazávazkyzpevnýchtermínovýchoperací","l10n_cz.cz_chart_template"
"chart_cz_374","374","Pohledávkyznájmuapachtu","l10n_cz.cz_chart_template"
"chart_cz_375","375","Pohledávkyzemitovanýchdluhopisů","l10n_cz.cz_chart_template"
"chart_cz_376","376","Nakoupenéopce","l10n_cz.cz_chart_template"
"chart_cz_377","377","Prodanéopce","l10n_cz.cz_chart_template"
"chart_cz_378","378","Jinépohledávky","l10n_cz.cz_chart_template"
"chart_cz_379","379","Jinézávazky","l10n_cz.cz_chart_template"
"chart_cz_38","38","Přechodnéúčtyaktivapasiv","l10n_cz.cz_chart_template"
"chart_cz_381","381","Nákladypříštíchobdobí","l10n_cz.cz_chart_template"
"chart_cz_382","382","Komplexnínákladypříštíchobdobí","l10n_cz.cz_chart_template"
"chart_cz_383","383","Výdajepříštíchobdobí","l10n_cz.cz_chart_template"
"chart_cz_384","384","Výnosypříštíchobdobí","l10n_cz.cz_chart_template"
"chart_cz_385","385","Příjmypříštíchobdobí","l10n_cz.cz_chart_template"
"chart_cz_388","388","Dohadnéúčtyaktivní","l10n_cz.cz_chart_template"
"chart_cz_389","389","Dohadnéúčtypasivní","l10n_cz.cz_chart_template"
"chart_cz_39","39","Opravnápoložkakzúčtovacímvztahůmavnitřnízúčtování","l10n_cz.cz_chart_template"
"chart_cz_391","391","Opravnápoložkakpohledávkám","l10n_cz.cz_chart_template"
"chart_cz_395","395","Vnitřnízúčtování","l10n_cz.cz_chart_template"
"chart_cz_398","398","Spojovacíúčetpřispolečnosti(sdružení)","l10n_cz.cz_chart_template"
"chart_cz_4","4","Kapitálovéúčtyadlouhodobézávazky","l10n_cz.cz_chart_template"
"chart_cz_41","41","Základníkapitálakapitálovéfondy","l10n_cz.cz_chart_template"
"chart_cz_411","411","Základníkapitál","l10n_cz.cz_chart_template"
"chart_cz_412","412","Ážio","l10n_cz.cz_chart_template"
"chart_cz_413","413","Ostatníkapitálovéfondy","l10n_cz.cz_chart_template"
"chart_cz_414","414","Oceňovacírozdílyzpřeceněnímajetkuazávazků","l10n_cz.cz_chart_template"
"chart_cz_416","416","Rozdílyzpřeceněnípřipřemenáchobchodníchkorporací","l10n_cz.cz_chart_template"
"chart_cz_417","417","Rozdílyzpřeměnobchodníchkorporací","l10n_cz.cz_chart_template"
"chart_cz_418","418","Oceňovacírozdílyzpřeceněnípřipřeměnáchobchodníchkorporací","l10n_cz.cz_chart_template"
"chart_cz_419","419","Změnyzákladníhokapitálu","l10n_cz.cz_chart_template"
"chart_cz_42","42","Fondyzeziskuapřevedenévýsledkyhospodaření","l10n_cz.cz_chart_template"
"chart_cz_421","421","Rezervnífond","l10n_cz.cz_chart_template"
"chart_cz_422","422","Nedělitelnýfond","l10n_cz.cz_chart_template"
"chart_cz_423","423","Statutárnífondy","l10n_cz.cz_chart_template"
"chart_cz_424","424","Ostatnífondyzezisku","l10n_cz.cz_chart_template"
"chart_cz_426","426","Jinývýsledekhospodářeníminulýchlet","l10n_cz.cz_chart_template"
"chart_cz_428","428","Nerozdělenýziskminulýchlet","l10n_cz.cz_chart_template"
"chart_cz_429","429","Neuhrazenáztrátaminulýchlet","l10n_cz.cz_chart_template"
"chart_cz_43","43","Výsledekhospodaření","l10n_cz.cz_chart_template"
"chart_cz_431","431","Výsledekhospodařenívschvalovacímřízení","l10n_cz.cz_chart_template"
"chart_cz_432","432","Zálohynapodílynazisku","l10n_cz.cz_chart_template"
"chart_cz_45","45","Rezervy","l10n_cz.cz_chart_template"
"chart_cz_451","451","Rezervypodlezvláštníchprávníchpředpisů","l10n_cz.cz_chart_template"
"chart_cz_453","453","Rezervanadaňzpříjmů","l10n_cz.cz_chart_template"
"chart_cz_459","459","Ostatnírezervy","l10n_cz.cz_chart_template"
"chart_cz_46","46","Dlouhodobézávazkykúvěrovýminstitucím","l10n_cz.cz_chart_template"
"chart_cz_461","461","Dlouhodobéúvěry","l10n_cz.cz_chart_template"
"chart_cz_47","47","dlouhodobézávazky","l10n_cz.cz_chart_template"
"chart_cz_471","471","Dlouhodobézávazky–ovládanáneboovládajícíosoba","l10n_cz.cz_chart_template"
"chart_cz_472","472","Dlouhodobézávazky–podstatnývliv","l10n_cz.cz_chart_template"
"chart_cz_473","473","Emitovanédluhopisy","l10n_cz.cz_chart_template"
"chart_cz_474","474","Závazkyznájmuapachtu","l10n_cz.cz_chart_template"
"chart_cz_475","475","Dlouhodobépřijatézálohy","l10n_cz.cz_chart_template"
"chart_cz_478","478","Dlouhodobésměnkykúhradě","l10n_cz.cz_chart_template"
"chart_cz_479","479","Ostatnídlouhodobézávazky","l10n_cz.cz_chart_template"
"chart_cz_48","48","Odloženýdaňovýzávazekapohledávka","l10n_cz.cz_chart_template"
"chart_cz_481","481","Odloženýdaňovýzávazekapohledávka","l10n_cz.cz_chart_template"
"chart_cz_49","49","Individuálnípodnikatel","l10n_cz.cz_chart_template"
"chart_cz_491","491","Účetindividuálníhopodnikatele","l10n_cz.cz_chart_template"
"chart_cz_5","5","Náklady","l10n_cz.cz_chart_template"
"chart_cz_50","50","Spotřebovanénákupy","l10n_cz.cz_chart_template"
"chart_cz_501","501","Spotřebamateriálu","l10n_cz.cz_chart_template"
"chart_cz_502","502","Spotřebaenergie","l10n_cz.cz_chart_template"
"chart_cz_503","503","Spotřebaostatníchneskladovatelnýchdodávek","l10n_cz.cz_chart_template"
"chart_cz_504","504","Prodanézboží","l10n_cz.cz_chart_template"
"chart_cz_51","51","Služby","l10n_cz.cz_chart_template"
"chart_cz_511","511","Opravyaudržování","l10n_cz.cz_chart_template"
"chart_cz_512","512","Cestovné","l10n_cz.cz_chart_template"
"chart_cz_513","513","Nákladynareprezentaci","l10n_cz.cz_chart_template"
"chart_cz_518","518","Ostatníslužby","l10n_cz.cz_chart_template"
"chart_cz_52","52","Osobnínáklady","l10n_cz.cz_chart_template"
"chart_cz_521","521","Mzdovénáklady","l10n_cz.cz_chart_template"
"chart_cz_522","522","Příjmyspolečníkůobchodníkorporacezezávisléčinnosti","l10n_cz.cz_chart_template"
"chart_cz_523","523","Odměnyčlenůmorgánůobchodníkorporace","l10n_cz.cz_chart_template"
"chart_cz_524","524","Zákonnésociálníazdravotnípojištění","l10n_cz.cz_chart_template"
"chart_cz_525","525","Ostatnísociálnípojištění","l10n_cz.cz_chart_template"
"chart_cz_526","526","Zdravotníasociálnípojištěníindividuálníhopodnikatele","l10n_cz.cz_chart_template"
"chart_cz_527","527","Zákonnésociálnínáklady","l10n_cz.cz_chart_template"
"chart_cz_528","528","Ostatnísociálnínáklady","l10n_cz.cz_chart_template"
"chart_cz_53","53","Daněapoplatky","l10n_cz.cz_chart_template"
"chart_cz_531","531","Daňsilniční","l10n_cz.cz_chart_template"
"chart_cz_532","532","Daňznemovitýchvěcí","l10n_cz.cz_chart_template"
"chart_cz_538","538","Ostatnídaněapoplatky","l10n_cz.cz_chart_template"
"chart_cz_54","54","Jinéprovoznínáklady","l10n_cz.cz_chart_template"
"chart_cz_541","541","Zůstatkovácenaprodanéhodlouhodobéhonehmotnéhoahmotnéhomajetku","l10n_cz.cz_chart_template"
"chart_cz_542","542","Prodanýmateriál","l10n_cz.cz_chart_template"
"chart_cz_543","543","Dary","l10n_cz.cz_chart_template"
"chart_cz_544","544","Smluvnípokutyaúrokyzprodlení","l10n_cz.cz_chart_template"
"chart_cz_545","545","Ostatnípokutyapenále","l10n_cz.cz_chart_template"
"chart_cz_546","546","Odpispohledávky","l10n_cz.cz_chart_template"
"chart_cz_547","547","Mimořádnéprovoznínáklady","l10n_cz.cz_chart_template"
"chart_cz_548","548","Ostatníprovoznínáklady","l10n_cz.cz_chart_template"
"chart_cz_549","549","Mankaaškodyzprovozníčinnosti","l10n_cz.cz_chart_template"
"chart_cz_55","55","Odpisy,rezervy,komplexnínákladypříštíchobdobíaopravnépoložkyvprovozníoblasti","l10n_cz.cz_chart_template"
"chart_cz_551","551","Odpisydlouhodobéhonehmotnéhoahmotnéhomajetku","l10n_cz.cz_chart_template"
"chart_cz_552","552","Tvorbaazúčtovánízákonnýchrezervpodlezvláštníchprávníchpředpisů","l10n_cz.cz_chart_template"
"chart_cz_554","554","Tvorbaazúčtováníostatníchrezerv","l10n_cz.cz_chart_template"
"chart_cz_555","555","Tvorbaazúčtováníkomplexníchnákladůpříštíchobdobí","l10n_cz.cz_chart_template"
"chart_cz_557","557","Zúčtováníoprávkykoceňovacímurozdíluknabytémumajetku","l10n_cz.cz_chart_template"
"chart_cz_558","558","Tvorbaazúčtovánízákonnýchopravnýchpoložekvprovozníčinnosti","l10n_cz.cz_chart_template"
"chart_cz_559","559","Tvorbaazúčtováníopravnýchpoložekvprovozníčinnosti","l10n_cz.cz_chart_template"
"chart_cz_56","56","Finančnínáklady","l10n_cz.cz_chart_template"
"chart_cz_561","561","Prodanécennépapíryapodíly","l10n_cz.cz_chart_template"
"chart_cz_562","562","Úroky","l10n_cz.cz_chart_template"
"chart_cz_563","563","Kursovéztráty","l10n_cz.cz_chart_template"
"chart_cz_564","564","Nákladynapřeceněnícennýchpapírů","l10n_cz.cz_chart_template"
"chart_cz_565","565","Nákladyzfinančníhomajetku","l10n_cz.cz_chart_template"
"chart_cz_566","566","Nákladyzderivátovýchoperací","l10n_cz.cz_chart_template"
"chart_cz_567","567","Mimořádnéfinančnínáklady","l10n_cz.cz_chart_template"
"chart_cz_568","568","Ostatnífinančnínáklady","l10n_cz.cz_chart_template"
"chart_cz_569","569","Mankaaškodynafinančnímmajetku","l10n_cz.cz_chart_template"
"chart_cz_57","57","Rezervyaopravnépoložkyvefinančníoblasti","l10n_cz.cz_chart_template"
"chart_cz_574","574","Tvorbaazúčtovánífinančníchrezerv","l10n_cz.cz_chart_template"
"chart_cz_579","579","Tvorbaazúčtováníopravnýchpoložekvefinančníčinnosti","l10n_cz.cz_chart_template"
"chart_cz_58","58","Změnystavuzásobvlastníčinnostiaaktivace","l10n_cz.cz_chart_template"
"chart_cz_581","581","Změnastavunedokončenévýroby","l10n_cz.cz_chart_template"
"chart_cz_582","582","Změnastavupolotovarů","l10n_cz.cz_chart_template"
"chart_cz_583","583","Změnastavuvýrobků","l10n_cz.cz_chart_template"
"chart_cz_584","584","Změnastavumladýchaostatníchzvířat","l10n_cz.cz_chart_template"
"chart_cz_585","585","Aktivacemateriáluazboží","l10n_cz.cz_chart_template"
"chart_cz_586","586","Aktivacevnitropodnikovýchslužeb","l10n_cz.cz_chart_template"
"chart_cz_587","587","Aktivacedlouhodobéhonehmotnéhomajetku","l10n_cz.cz_chart_template"
"chart_cz_588","588","Aktivacedlouhodobéhohmotnéhomajetku","l10n_cz.cz_chart_template"
"chart_cz_59","59","Danězpříjmů,převodovéúčtyarezervanadaňzpříjmů","l10n_cz.cz_chart_template"
"chart_cz_591","591","Daňzpříjmůsplatná","l10n_cz.cz_chart_template"
"chart_cz_592","592","Daňzpříjmůodložená","l10n_cz.cz_chart_template"
"chart_cz_593","593","Tvorbaazúčtovánírezervynadaňzpříjmů","l10n_cz.cz_chart_template"
"chart_cz_595","595","Dodatečnéodvodydanězpříjmů","l10n_cz.cz_chart_template"
"chart_cz_596","596","Převodpodílunavýsledkuhospodařeníspolečníkůmv.o.s.akomplementářůmk.s.","l10n_cz.cz_chart_template"
"chart_cz_597","597","Převodprovozníchnákladů","l10n_cz.cz_chart_template"
"chart_cz_598","598","Převodfinančníchnákladů","l10n_cz.cz_chart_template"
"chart_cz_599","599","Nákladyhospodářskýchstředisek","l10n_cz.cz_chart_template"
"chart_cz_6","6","Výnosy","l10n_cz.cz_chart_template"
"chart_cz_60","60","Tržbyzavlastnívýkonyazboží","l10n_cz.cz_chart_template"
"chart_cz_601","601","Tržbyzavlastnívýrobky","l10n_cz.cz_chart_template"
"chart_cz_602","602","Tržbyzprodejeslužeb","l10n_cz.cz_chart_template"
"chart_cz_604","604","Tržbyzazboží","l10n_cz.cz_chart_template"
"chart_cz_64","64","Jinéprovoznívýnosy","l10n_cz.cz_chart_template"
"chart_cz_641","641","Tržbyzprodejedlouhodobéhonehmotnéhoahmotnéhomajetku","l10n_cz.cz_chart_template"
"chart_cz_642","642","Tržbyzprodejemateriálu","l10n_cz.cz_chart_template"
"chart_cz_644","644","Smluvnípokutyaúrokyzprodlení","l10n_cz.cz_chart_template"
"chart_cz_646","646","Výnosyzodepsanýchpohledávek","l10n_cz.cz_chart_template"
"chart_cz_647","647","Mimořádnéprovoznívýnosy","l10n_cz.cz_chart_template"
"chart_cz_648","648","Ostatníproviznívýnosy","l10n_cz.cz_chart_template"
"chart_cz_66","66","Finančnívýnosy","l10n_cz.cz_chart_template"
"chart_cz_661","661","Tržbyzprodejecennýchpapírůapodílů","l10n_cz.cz_chart_template"
"chart_cz_662","662","Úroky","l10n_cz.cz_chart_template"
"chart_cz_663","663","Kurzovézisky","l10n_cz.cz_chart_template"
"chart_cz_664","664","Výnosyzpřeceněnícennýchpapírů","l10n_cz.cz_chart_template"
"chart_cz_665","665","Výnosyzfinančníhomajetku","l10n_cz.cz_chart_template"
"chart_cz_666","666","Výnosyzderivátovýchoperací","l10n_cz.cz_chart_template"
"chart_cz_667","667","Mimořádnéfinančnívýnosy","l10n_cz.cz_chart_template"
"chart_cz_668","668","Ostatnífinančnívýnosy","l10n_cz.cz_chart_template"
"chart_cz_69","69","Převodovéúčty","l10n_cz.cz_chart_template"
"chart_cz_697","697","Převodprovozníchvýnosů","l10n_cz.cz_chart_template"
"chart_cz_698","698","Převodfinančníchvýnosů","l10n_cz.cz_chart_template"
"chart_cz_699","699","Výnosyhospodářskýchstředisek","l10n_cz.cz_chart_template"
"chart_cz_7","7","Závěrkovéúčtyapodrozvahovéúčty","l10n_cz.cz_chart_template"
"chart_cz_70","70","Rozvahovézávěrkovéúčty","l10n_cz.cz_chart_template"
"chart_cz_701","701","Počátečníúčetrozvažný","l10n_cz.cz_chart_template"
"chart_cz_702","702","Konečnýúčetrozvažný","l10n_cz.cz_chart_template"
"chart_cz_71","71","Výsledovkovýziskůaúčet","l10n_cz.cz_chart_template"
"chart_cz_710","710","Účetziskůaztrát","l10n_cz.cz_chart_template"
