id,code_prefix_start,code_prefix_end,name,chart_template_id/id
account_group_21224,21224,,"Trademarksandfranchises",l10n_lu.lu_2011_chart_1
account_group_21225,21225,,"Similarrightsandassets",l10n_lu.lu_2011_chart_1
account_group_212251,212251,,"Copyrightsandreproductionrights",l10n_lu.lu_2011_chart_1
account_group_212258,212258,,"Othersimilarrightsandassetscreatedbytheundertakingitself",l10n_lu.lu_2011_chart_1
account_group_213,213,,"Goodwillacquiredforconsideration",l10n_lu.lu_2011_chart_1
account_group_214,214,,"Downpaymentsandintangiblefixedassetsunderdevelopment",l10n_lu.lu_2011_chart_1
account_group_22,22,,"Tangiblefixedassets",l10n_lu.lu_2011_chart_1
account_group_221,221,,"Land,fixturesandfitting-outsandbuildings",l10n_lu.lu_2011_chart_1
account_group_2211,2211,,"Land",l10n_lu.lu_2011_chart_1
account_group_22111,22111,,"LandinLuxembourg",l10n_lu.lu_2011_chart_1
account_group_221111,221111,,"Developedland",l10n_lu.lu_2011_chart_1
account_group_221112,221112,,"Propertyrightsandsimilar",l10n_lu.lu_2011_chart_1
account_group_221118,221118,,"Otherland",l10n_lu.lu_2011_chart_1
account_group_22112,22112,,"Landinforeigncountries",l10n_lu.lu_2011_chart_1
account_group_2212,2212,,"Fixturesandfittings-outofland",l10n_lu.lu_2011_chart_1
account_group_22121,22121,,"Fixturesandfitting-outsoflandinLuxembourg",l10n_lu.lu_2011_chart_1
account_group_22122,22122,,"Fixturesandfitting-outsoflandinforeigncountries",l10n_lu.lu_2011_chart_1
account_group_2213,2213,,"Buildings",l10n_lu.lu_2011_chart_1
account_group_22131,22131,,"BuildingsinLuxembourg",l10n_lu.lu_2011_chart_1
account_group_221311,221311,,"Residentialbuildings",l10n_lu.lu_2011_chart_1
account_group_221312,221312,,"Non-residentialbuildings",l10n_lu.lu_2011_chart_1
account_group_221313,221313,,"Mixed-usebuildings",l10n_lu.lu_2011_chart_1
account_group_221318,221318,,"Otherbuildings",l10n_lu.lu_2011_chart_1
account_group_22132,22132,,"Buildingsinforeigncountries",l10n_lu.lu_2011_chart_1
account_group_2214,2214,,"Fixturesandfitting-outsofbuildings",l10n_lu.lu_2011_chart_1
account_group_22141,22141,,"Fixturesandfitting-outsofbuildingsinLuxembourg",l10n_lu.lu_2011_chart_1
account_group_22142,22142,,"Fixturesandfitting-outsofbuildingsinforeigncountries",l10n_lu.lu_2011_chart_1
account_group_2215,2215,,"Investmentproperties",l10n_lu.lu_2011_chart_1
account_group_22151,22151,,"InvestmentpropertiesinLuxembourg",l10n_lu.lu_2011_chart_1
account_group_22152,22152,,"Investmentpropertiesinforeigncountries",l10n_lu.lu_2011_chart_1
account_group_222,222,,"Plantandmachinery",l10n_lu.lu_2011_chart_1
account_group_2221,2221,,"Plant",l10n_lu.lu_2011_chart_1
account_group_2222,2222,,"Machinery",l10n_lu.lu_2011_chart_1
account_group_223,223,,"Otherfixturesandfittings,toolsandequipment(includingrollingstock)",l10n_lu.lu_2011_chart_1
account_group_2231,2231,,"Transportationandhandlingequipment",l10n_lu.lu_2011_chart_1
account_group_2232,2232,,"Motorvehicles",l10n_lu.lu_2011_chart_1
account_group_2233,2233,,"Tools",l10n_lu.lu_2011_chart_1
account_group_2234,2234,,"Furniture",l10n_lu.lu_2011_chart_1
account_group_2235,2235,,"Computerequipment",l10n_lu.lu_2011_chart_1
account_group_2236,2236,,"Livestock",l10n_lu.lu_2011_chart_1
account_group_2237,2237,,"Returnablepackaging",l10n_lu.lu_2011_chart_1
account_group_2238,2238,,"Otherfixtures",l10n_lu.lu_2011_chart_1
account_group_224,224,,"Downpaymentsandtangiblefixedassetsunderdevelopment",l10n_lu.lu_2011_chart_1
account_group_2241,2241,,"Land,fitting-outsandbuildings",l10n_lu.lu_2011_chart_1
account_group_22411,22411,,"Land,fitting-outsandbuildingsinLuxembourg",l10n_lu.lu_2011_chart_1
account_group_22412,22412,,"Land,fitting-outsandbuildingsinforeigncountries",l10n_lu.lu_2011_chart_1
account_group_2242,2242,,"Plantandmachinery",l10n_lu.lu_2011_chart_1
account_group_2243,2243,,"Otherfixturesandfittings,toolsandequipment(includingrollingstock)",l10n_lu.lu_2011_chart_1
account_group_23,23,,"Financialfixedassets",l10n_lu.lu_2011_chart_1
account_group_231,231,,"Sharesinaffiliatedundertakings",l10n_lu.lu_2011_chart_1
account_group_232,232,,"Amountsowedbyaffiliatedundertakings",l10n_lu.lu_2011_chart_1
account_group_233,233,,"Participatinginterests",l10n_lu.lu_2011_chart_1
account_group_234,234,,"Amountsowedbyundertakingswithwhichtheundertakingislinkedbyvirtueofparticipatinginterests",l10n_lu.lu_2011_chart_1
account_group_235,235,,"Securitiesheldasfixedassets",l10n_lu.lu_2011_chart_1
account_group_2351,2351,,"Securitiesheldasfixedassets(equityright)",l10n_lu.lu_2011_chart_1
account_group_23511,23511,,"Sharesorcorporateunits",l10n_lu.lu_2011_chart_1
account_group_235111,235111,,"Listedshares",l10n_lu.lu_2011_chart_1
account_group_235112,235112,,"Unlistedshares",l10n_lu.lu_2011_chart_1
account_group_23518,23518,,"Othersecuritiesheldasfixedassets(equityright)",l10n_lu.lu_2011_chart_1
account_group_2352,2352,,"Securitiesheldasfixedassets(creditor'sright)",l10n_lu.lu_2011_chart_1
account_group_23521,23521,,"Debentures",l10n_lu.lu_2011_chart_1
account_group_23528,23528,,"Othersecuritiesheldasfixedassets(creditor'sright)",l10n_lu.lu_2011_chart_1
account_group_2353,2353,,"Sharesofcollectiveinvestmentfunds",l10n_lu.lu_2011_chart_1
account_group_2358,2358,,"Othersecuritiesheldasfixedassets",l10n_lu.lu_2011_chart_1
account_group_236,236,,"Loans,depositsandclaimsheldasfixedassets",l10n_lu.lu_2011_chart_1
account_group_2361,2361,,"Loans",l10n_lu.lu_2011_chart_1
account_group_2362,2362,,"Depositsandguaranteespaid",l10n_lu.lu_2011_chart_1
account_group_2363,2363,,"Long-termreceivables",l10n_lu.lu_2011_chart_1
account_group_3,3,,"INVENTORIESACCOUNTS",l10n_lu.lu_2011_chart_1
account_group_30,30,,"Inventoriesofrawmaterialsandconsumables",l10n_lu.lu_2011_chart_1
account_group_301,301,,"Inventoriesofrawmaterials",l10n_lu.lu_2011_chart_1
account_group_303,303,,"Inventoriesofconsumablematerialsandsupplies",l10n_lu.lu_2011_chart_1
account_group_304,304,,"Inventoriesofpackaging",l10n_lu.lu_2011_chart_1
account_group_31,31,,"Inventoriesofworkandcontractsinprogress",l10n_lu.lu_2011_chart_1
account_group_311,311,,"Inventoriesofworkinprogress",l10n_lu.lu_2011_chart_1
account_group_312,312,,"Contractsinprogress-goods",l10n_lu.lu_2011_chart_1
account_group_313,313,,"Contractsinprogress-services",l10n_lu.lu_2011_chart_1
account_group_314,314,,"Buildingsunderconstruction",l10n_lu.lu_2011_chart_1
account_group_315,315,,"Downpaymentsreceivedoninventoriesofworkandoncontractsinprogress",l10n_lu.lu_2011_chart_1
account_group_32,32,,"Inventoriesofgoods",l10n_lu.lu_2011_chart_1
account_group_321,321,,"Inventoriesoffinishedgoods",l10n_lu.lu_2011_chart_1
account_group_322,322,,"Inventoriesofsemi-finishedgoods",l10n_lu.lu_2011_chart_1
account_group_323,323,,"Inventoriesofresidualgoods(waste,rejectedandrecuperablematerial)",l10n_lu.lu_2011_chart_1
account_group_36,36,,"Inventoriesofmerchandisesandothergoodsforresale",l10n_lu.lu_2011_chart_1
account_group_361,361,,"Inventoriesofmerchandise",l10n_lu.lu_2011_chart_1
account_group_362,362,,"Inventoriesoflandforresale",l10n_lu.lu_2011_chart_1
account_group_3621,3621,,"InventoriesoflandforresaleinLuxembourg",l10n_lu.lu_2011_chart_1
account_group_3622,3622,,"Inventoriesoflandforresaleinforeigncountries",l10n_lu.lu_2011_chart_1
account_group_363,363,,"Inventoriesofbuildingsforresale",l10n_lu.lu_2011_chart_1
account_group_3631,3631,,"InventoriesofbuildingsforresaleinLuxembourg",l10n_lu.lu_2011_chart_1
account_group_3632,3632,,"Inventoriesofbuildingsforresaleinforeigncountries",l10n_lu.lu_2011_chart_1
account_group_37,37,,"Downpaymentsonaccountoninventories",l10n_lu.lu_2011_chart_1
account_group_4,4,,"DEBTORSANDCREDITORS",l10n_lu.lu_2011_chart_1
account_group_40,40,,"Tradereceivables(Receivablesfromsalesandrenderingofservices)",l10n_lu.lu_2011_chart_1
account_group_401,401,,"Tradereceivablesdueandpayablewithinoneyear",l10n_lu.lu_2011_chart_1
account_group_4011,4011,,"Customers",l10n_lu.lu_2011_chart_1
account_group_4012,4012,,"Customers-Receivablebillsofexchange",l10n_lu.lu_2011_chart_1
account_group_4013,4013,,"Doubtfulordisputedcustomers",l10n_lu.lu_2011_chart_1
account_group_4014,4014,,"Customers-Unbilledsales",l10n_lu.lu_2011_chart_1
account_group_4015,4015,,"Customerswithacreditbalance",l10n_lu.lu_2011_chart_1
account_group_4019,4019,,"Valueadjustments",l10n_lu.lu_2011_chart_1
account_group_402,402,,"Tradereceivablesdueandpayableaftermorethanoneyear",l10n_lu.lu_2011_chart_1
account_group_4021,4021,,"Customers",l10n_lu.lu_2011_chart_1
account_group_4025,4025,,"Customerswithcreditorbalance",l10n_lu.lu_2011_chart_1
account_group_4029,4029,,"Valueadjustments",l10n_lu.lu_2011_chart_1
account_group_41,41,,"Amountsowedbyaffiliatedundertakingsandbyundertakingswithwhichtheundertakingislinkedbyvirtueofparticipatinginterests",l10n_lu.lu_2011_chart_1
account_group_411,411,,"Amountsowedbyaffiliatedundertakings",l10n_lu.lu_2011_chart_1
account_group_4111,4111,,"Amountsowedbyaffiliatedundertakingsreceivablewithinoneyear",l10n_lu.lu_2011_chart_1
account_group_41111,41111,,"Tradereceivables",l10n_lu.lu_2011_chart_1
account_group_41112,41112,,"Loansandadvances",l10n_lu.lu_2011_chart_1
account_group_41118,41118,,"Otherreceivables",l10n_lu.lu_2011_chart_1
account_group_41119,41119,,"Valueadjustments",l10n_lu.lu_2011_chart_1
account_group_4112,4112,,"Amountsowedbyaffiliatedundertakingsreceivableaftermorethanoneyear",l10n_lu.lu_2011_chart_1
account_group_41121,41121,,"Tradereceivables",l10n_lu.lu_2011_chart_1
account_group_41122,41122,,"Loansandadvances",l10n_lu.lu_2011_chart_1
account_group_41128,41128,,"Otherreceivables",l10n_lu.lu_2011_chart_1
account_group_41129,41129,,"Valueadjustments",l10n_lu.lu_2011_chart_1
account_group_412,412,,"Amountsowedbyundertakingswithwhichtheundertakingislinkedbyvirtueofparticipatinginterests",l10n_lu.lu_2011_chart_1
account_group_4121,4121,,"Amountsowedbyundertakingswithwhichtheundertakingislinkedbyvirtueofparticipatinginterestsreceivablewithinoneyear",l10n_lu.lu_2011_chart_1
account_group_41211,41211,,"Tradereceivables",l10n_lu.lu_2011_chart_1
account_group_41212,41212,,"Loansandadvances",l10n_lu.lu_2011_chart_1
account_group_41218,41218,,"Otherreceivables",l10n_lu.lu_2011_chart_1
account_group_41219,41219,,"Valueadjustments",l10n_lu.lu_2011_chart_1
account_group_4122,4122,,"Amountsreceivableaftermorethanoneyear",l10n_lu.lu_2011_chart_1
account_group_41221,41221,,"Tradereceivables",l10n_lu.lu_2011_chart_1
account_group_41222,41222,,"Loansandadvances",l10n_lu.lu_2011_chart_1
account_group_41228,41228,,"Otherreceivables",l10n_lu.lu_2011_chart_1
account_group_41229,41229,,"Valueadjustments",l10n_lu.lu_2011_chart_1
account_group_42,42,,"Otherreceivables",l10n_lu.lu_2011_chart_1
account_group_421,421,,"Otherreceivableswithinoneyear",l10n_lu.lu_2011_chart_1
account_group_4211,4211,,"Staff-Advancesanddownpayments",l10n_lu.lu_2011_chart_1
account_group_42111,42111,,"Advancesanddownpayments",l10n_lu.lu_2011_chart_1
account_group_42119,42119,,"Valueadjustments",l10n_lu.lu_2011_chart_1
account_group_4212,4212,,"Amountsowedbypartnersandshareholders(othersthanfromaffiliatedundertakings)",l10n_lu.lu_2011_chart_1
account_group_4213,4213,,"State-Subsidiestobereceived",l10n_lu.lu_2011_chart_1
account_group_42131,42131,,"Investmentsubsidies",l10n_lu.lu_2011_chart_1
account_group_42132,42132,,"Operatingsubsidies",l10n_lu.lu_2011_chart_1
account_group_42138,42138,,"Othersubsidies",l10n_lu.lu_2011_chart_1
account_group_4214,4214,,"DirectTaxAuthority(ACD)",l10n_lu.lu_2011_chart_1
account_group_42141,42141,,"Corporateincometax",l10n_lu.lu_2011_chart_1
account_group_42142,42142,,"Municipalbusinesstax",l10n_lu.lu_2011_chart_1
account_group_42143,42143,,"Netwealthtax",l10n_lu.lu_2011_chart_1
account_group_42144,42144,,"Withholdingtaxonwagesandsalaries",l10n_lu.lu_2011_chart_1
account_group_42145,42145,,"Withholdingtaxonfinancialinvestmentincome",l10n_lu.lu_2011_chart_1
account_group_42146,42146,,"Withholdingtaxondirector'sfees",l10n_lu.lu_2011_chart_1
account_group_42148,42148,,"ACD-Otheramountsreceivable",l10n_lu.lu_2011_chart_1
account_group_4215,4215,,"CustomsandExciseAuthority(ADA)",l10n_lu.lu_2011_chart_1
account_group_4216,4216,,"IndirectTaxAuthority(AED)",l10n_lu.lu_2011_chart_1
account_group_42161,42161,,"Value-addedtax(VAT)",l10n_lu.lu_2011_chart_1
account_group_421611,421611,,"VATpaidandrecoverable",l10n_lu.lu_2011_chart_1
account_group_421612,421612,,"VATreceivable",l10n_lu.lu_2011_chart_1
account_group_421613,421613,,"VATdownpaymentsmade",l10n_lu.lu_2011_chart_1
account_group_421618,421618,,"VAT-Otherreceivables",l10n_lu.lu_2011_chart_1
account_group_42162,42162,,"Indirecttaxes",l10n_lu.lu_2011_chart_1
account_group_421621,421621,,"Registrationduties",l10n_lu.lu_2011_chart_1
account_group_421622,421622,,"Subscriptiontax",l10n_lu.lu_2011_chart_1
account_group_421628,421628,,"Otherindirecttaxes",l10n_lu.lu_2011_chart_1
account_group_42168,42168,,"Otherreceivables",l10n_lu.lu_2011_chart_1
account_group_4217,4217,,"AmountsowedbytheSocialSecurityandothersocialbodies",l10n_lu.lu_2011_chart_1
account_group_42171,42171,,"JointSocialSecurityCentre(CCSS)",l10n_lu.lu_2011_chart_1
account_group_42172,42172,,"Foreignsocialsecurityoffices",l10n_lu.lu_2011_chart_1
account_group_42178,42178,,"Othersocialbodies",l10n_lu.lu_2011_chart_1
account_group_4218,4218,,"Miscellaneousreceivables",l10n_lu.lu_2011_chart_1
account_group_42181,42181,,"Foreigntaxes",l10n_lu.lu_2011_chart_1
account_group_421811,421811,,"ForeignVAT",l10n_lu.lu_2011_chart_1
account_group_421818,421818,,"Otherforeigntaxes",l10n_lu.lu_2011_chart_1
account_group_42187,42187,,"Derivativefinancialinstruments",l10n_lu.lu_2011_chart_1
account_group_42188,42188,,"Othermiscellaneousreceivables",l10n_lu.lu_2011_chart_1
account_group_42189,42189,,"Valueadjustments",l10n_lu.lu_2011_chart_1
account_group_422,422,,"Otherreceivablesafteroneyear",l10n_lu.lu_2011_chart_1
account_group_4221,4221,,"Staff-advancesanddownpayments",l10n_lu.lu_2011_chart_1
account_group_4222,4222,,"Amountsowedbypartnersandshareholders(othersthanfromaffiliatedundertakings)",l10n_lu.lu_2011_chart_1
account_group_4223,4223,,"State-Subsidiestobereceived",l10n_lu.lu_2011_chart_1
account_group_42231,42231,,"Investmentsubsidies",l10n_lu.lu_2011_chart_1
account_group_42232,42232,,"Operatingsubsidies",l10n_lu.lu_2011_chart_1
account_group_42238,42238,,"Othersubsidies",l10n_lu.lu_2011_chart_1
account_group_4228,4228,,"Miscellaneousreceivables",l10n_lu.lu_2011_chart_1
account_group_42287,42287,,"Derivativefinancialinstruments",l10n_lu.lu_2011_chart_1
account_group_42288,42288,,"Othermiscellaneousreceivables",l10n_lu.lu_2011_chart_1
account_group_42289,42289,,"Valueadjustments",l10n_lu.lu_2011_chart_1
account_group_43,43,,"Downpaymentsreceivedonordersasfarastheyarenotdeducteddistinctlyfrominventories",l10n_lu.lu_2011_chart_1
account_group_431,431,,"Downpaymentsreceivedwithinoneyear",l10n_lu.lu_2011_chart_1
account_group_4311,4311,,"Downpaymentsreceivedonorders",l10n_lu.lu_2011_chart_1
account_group_4312,4312,,"Inventoriesofworkandcontractsinprogresslessdownpaymentsreceived",l10n_lu.lu_2011_chart_1
account_group_432,432,,"Downpaymentsreceivedaftermorethanoneyear",l10n_lu.lu_2011_chart_1
account_group_4321,4321,,"Downpaymentsreceivedonorders",l10n_lu.lu_2011_chart_1
account_group_4322,4322,,"Inventoriesofworkandcontractsinprogresslessdownpaymentsreceived",l10n_lu.lu_2011_chart_1
account_group_44,44,,"Tradepayablesandbillsofexchange",l10n_lu.lu_2011_chart_1
account_group_441,441,,"Tradepayables",l10n_lu.lu_2011_chart_1
account_group_4411,4411,,"Tradepayableswithinoneyear",l10n_lu.lu_2011_chart_1
account_group_44111,44111,,"Suppliers",l10n_lu.lu_2011_chart_1
account_group_44112,44112,,"Suppliers-invoicesnotyetreceived",l10n_lu.lu_2011_chart_1
account_group_44113,44113,,"Supplierswithadebitbalance",l10n_lu.lu_2011_chart_1
account_group_4412,4412,,"Tradepayablesaftermorethanoneyear",l10n_lu.lu_2011_chart_1
account_group_44121,44121,,"Suppliers",l10n_lu.lu_2011_chart_1
account_group_44123,44123,,"Supplierswithadebitbalance",l10n_lu.lu_2011_chart_1
account_group_442,442,,"Billsofexchangepayable",l10n_lu.lu_2011_chart_1
account_group_4421,4421,,"Billsofexchangepayablewithinoneyear",l10n_lu.lu_2011_chart_1
account_group_4422,4422,,"Billsofexchangepayableaftermorethanoneyear",l10n_lu.lu_2011_chart_1
account_group_45,45,,"Amountspayabletoaffiliatedundertakingsandtoundertakingswithwhichtheundertakingislinkedbyvirtueofparticipatinginterests",l10n_lu.lu_2011_chart_1
account_group_451,451,,"Amountspayabletoaffiliatedundertakings",l10n_lu.lu_2011_chart_1
account_group_4511,4511,,"Amountspayabletoaffiliatedundertakingswithinoneyear",l10n_lu.lu_2011_chart_1
account_group_45111,45111,,"Purchasesandservices",l10n_lu.lu_2011_chart_1
account_group_45112,45112,,"Loansandadvances",l10n_lu.lu_2011_chart_1
account_group_45118,45118,,"Otherpayables",l10n_lu.lu_2011_chart_1
account_group_4512,4512,,"Amountspayabletoaffiliatedundertakingsaftermorethanoneyear",l10n_lu.lu_2011_chart_1
account_group_45121,45121,,"Purchasesandservices",l10n_lu.lu_2011_chart_1
account_group_45122,45122,,"Loansandadvances",l10n_lu.lu_2011_chart_1
account_group_45128,45128,,"Otherpayables",l10n_lu.lu_2011_chart_1
account_group_452,452,,"Amountspayabletoundertakingswithwhichtheundertakingislinkedbyvirtueofparticipatinginterests",l10n_lu.lu_2011_chart_1
account_group_4521,4521,,"Amountspayabletoundertakingswithwhichtheundertakingislinkedbyvirtueofparticipatinginterestswithinoneyear",l10n_lu.lu_2011_chart_1
account_group_45211,45211,,"Purchasesandservices",l10n_lu.lu_2011_chart_1
account_group_45212,45212,,"Loansandadvances",l10n_lu.lu_2011_chart_1
account_group_45218,45218,,"Otherpayables",l10n_lu.lu_2011_chart_1
account_group_4522,4522,,"Amountspayabletoundertakingswithwhichtheundertakingislinkedbyvirtueofparticipatinginterestspayableaftermorethanoneyear",l10n_lu.lu_2011_chart_1
account_group_45221,45221,,"Purchasesandservices",l10n_lu.lu_2011_chart_1
account_group_45222,45222,,"Loansandadvances",l10n_lu.lu_2011_chart_1
account_group_45228,45228,,"Otherpayables",l10n_lu.lu_2011_chart_1
account_group_46,46,,"Taxandsocialsecuritydebts",l10n_lu.lu_2011_chart_1
account_group_461,461,,"Taxdebts",l10n_lu.lu_2011_chart_1
account_group_4611,4611,,"Municipalauthorities",l10n_lu.lu_2011_chart_1
account_group_4612,4612,,"DirectTaxAuthority(ACD)",l10n_lu.lu_2011_chart_1
account_group_46121,46121,,"Corporateincometax(CIT)",l10n_lu.lu_2011_chart_1
account_group_461211,461211,,"Corporateincometax-Taxaccrual",l10n_lu.lu_2011_chart_1
