id,code,name,user_type_id/id,reconcile,chart_template_id:id
lu_2011_account_10626,10626,Receivedwagesorpensions,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2011_account_10627,10627,Receivedchildbenefit,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2011_account_106281,106281,Incometax,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2011_account_106284,106284,Municipalbusinesstax(MBT),account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2011_account_106288,106288,Othertaxrefunds,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2011_account_10629,10629,Businessshareinprivateexpenses,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2011_account_111,111,Sharepremium,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2011_account_112,112,Mergerpremium,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2011_account_113,113,Contributionpremium,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2011_account_114,114,Premiumsonconversionofbondsintoshares,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2011_account_115,115,Capitalcontributionwithoutissueofshares,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2011_account_122,122,Reservesinapplicationoftheequitymethod,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2011_account_123,123,Temporarilynottaxablecurrencytranslationadjustments,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2011_account_128,128,Otherrevaluationreserves,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2011_account_131,131,Legalreserve,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2011_account_132,132,Reservesforownsharesorowncorporateunits,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2011_account_133,133,Reservesprovidedforbythearticlesofassociation,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2011_account_1381,1381,Otherreservesavailablefordistribution,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2020_account_13821,13821,Reservefornetwealthtax(NWT),account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2020_account_13822,13822,Reservesinapplicationoffairvalue,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2020_account_138231,138231,Temporarilynottaxablecapitalgainstoreinvest,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2020_account_138232,138232,Temporarilynottaxablecapitalgainsreinvested,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2020_account_13828,13828,Reservesnotavailablefordistributionnotmentionedabove,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2020_account_1411,1411,Resultsbroughtforwardintheprocessofassignment,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2020_account_1412,1412,Resultsbroughtforward(assigned),account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2011_account_142,142,Resultforthefinancialyear,account.data_unaffected_earnings,FALSE,lu_2011_chart_1
lu_2011_account_15,15,Interimdividends,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2020_account_1611,1611,Developmentcosts,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2020_account_16121,16121,Acquiredagainstpayment(exceptGoodwill),account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2020_account_16122,16122,Createdbytheundertakingitself,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2020_account_1613,1613,Goodwillacquiredforconsideration,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2020_account_1621,1621,"Subsidiesonland,fitting-outsandbuildings",account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2020_account_1622,1622,Subsidiesonplantandmachinery,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2020_account_1623,1623,"Subsidiesonotherfixtures,fittings,toolsandequipment(includingrollingstock)",account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2011_account_168,168,Othercapitalinvestmentsubsidies,account.data_account_type_equity,FALSE,lu_2011_chart_1
lu_2011_account_181,181,Provisionsforpensionsandsimilarobligations,account.data_account_type_non_current_liabilities,FALSE,lu_2011_chart_1
lu_2020_account_182,182,Provisionsfortaxation,account.data_account_type_non_current_liabilities,FALSE,lu_2011_chart_1
lu_2011_account_183,183,Deferredtaxprovisions,account.data_account_type_non_current_liabilities,FALSE,lu_2011_chart_1
lu_2011_account_1881,1881,Operatingprovisions,account.data_account_type_non_current_liabilities,FALSE,lu_2011_chart_1
lu_2011_account_1882,1882,Financialprovisions,account.data_account_type_non_current_liabilities,FALSE,lu_2011_chart_1
lu_2020_account_1921,1921,Dueandpayablewithinoneyear,account.data_account_type_current_liabilities,FALSE,lu_2011_chart_1
lu_2020_account_1922,1922,Dueandpayableaftermorethanoneyear,account.data_account_type_non_current_liabilities,FALSE,lu_2011_chart_1
lu_2020_account_1931,1931,Dueandpayablewithinoneyear,account.data_account_type_current_liabilities,FALSE,lu_2011_chart_1
lu_2020_account_1932,1932,Dueandpayableaftermorethanoneyear,account.data_account_type_non_current_liabilities,FALSE,lu_2011_chart_1
lu_2020_account_1941,1941,Dueandpayablewithinoneyear,account.data_account_type_current_liabilities,FALSE,lu_2011_chart_1
lu_2020_account_1942,1942,Dueandpayableaftermorethanoneyear,account.data_account_type_non_current_liabilities,FALSE,lu_2011_chart_1
lu_2011_account_201,201,Set-upandstart-upcosts,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_203,203,"Expensesforincreasesincapitalandforvariousoperations(merger,demerger,changeoflegalform)",account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_204,204,Loanissuancesexpenses,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_208,208,Othersimilarexpenses,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_211,211,Developmentcosts,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_21211,21211,Concessions,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_21212,21212,Patents,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_21213,21213,Softwarelicences,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_21214,21214,Trademarksandfranchises,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_212151,212151,Copyrightsandreproductionrights,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_212152,212152,Greenhousegasandsimilaremissionquotas,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_212158,212158,Othersimilarrightsandassetsacquiredforconsideration,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_21221,21221,Concessions,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_21222,21222,Patents,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_21223,21223,Softwarelicences,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_21224,21224,Trademarksandfranchises,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_212251,212251,Copyrightsandreproductionrights,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_212258,212258,Othersimilarrightsandassetscreatedbytheundertakingitself,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_213,213,Goodwillacquiredforconsideration,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2020_account_214,214,Downpaymentsandintangiblefixedassetsunderdevelopment,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2020_account_221111,221111,Developedland,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2020_account_221112,221112,Propertyrightsandsimilar,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2020_account_221118,221118,Otherland,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_22112,22112,Landinforeigncountries,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_22121,22121,Fixturesandfitting-outsoflandinLuxembourg,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_22122,22122,Fixturesandfitting-outsoflandinforeigncountries,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2020_account_221311,221311,Residentialbuildings,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2020_account_221312,221312,Non-residentialbuildings,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2020_account_221313,221313,Mixed-usebuildings,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2020_account_221318,221318,Otherbuildings,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_22132,22132,Buildingsinforeigncountries,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2020_account_22141,22141,Fixturesandfitting-outsofbuildingsinLuxembourg,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2020_account_22142,22142,Fixturesandfitting-outsofbuildingsinforeigncountries,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2020_account_22151,22151,InvestmentpropertiesinLuxembourg,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2020_account_22152,22152,Investmentpropertiesinforeigncountries,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_2221,2221,Plant,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_2222,2222,Machinery,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_2231,2231,Transportationandhandlingequipment,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_2232,2232,Motorvehicles,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_2233,2233,Tools,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_2234,2234,Furniture,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_2235,2235,Computerequipment,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_2236,2236,Livestock,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_2237,2237,Returnablepackaging,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_2238,2238,Otherfixtures,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_22411,22411,"Land,fitting-outsandbuildingsinLuxembourg",account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_22412,22412,"Land,fitting-outsandbuildingsinforeigncountries",account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_2242,2242,Plantandmachinery,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_2243,2243,"Otherfixturesandfittings,toolsandequipment(includingrollingstock)",account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_231,231,Sharesinaffiliatedundertakings,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_232,232,Amountsowedbyaffiliatedundertakings,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_233,233,Participatinginterests,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_234,234,Amountsowedbyundertakingswithwhichtheundertakingislinkedbyvirtueofparticipatinginterests,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2020_account_235111,235111,Listedshares,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2020_account_235112,235112,Unlistedshares,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_23518,23518,Othersecuritiesheldasfixedassets(equityright),account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_23521,23521,Debentures,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_23528,23528,Othersecuritiesheldasfixedassets(creditor'sright),account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2020_account_2353,2353,Sharesofcollectiveinvestmentfunds,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_2358,2358,Othersecuritiesheldasfixedassets,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2020_account_2361,2361,Loans,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2020_account_2362,2362,Depositsandguaranteespaid,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_2363,2363,Long-termreceivables,account.data_account_type_fixed_assets,FALSE,lu_2011_chart_1
lu_2011_account_301,301,Inventoriesofrawmaterials,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2020_account_303,303,Inventoriesofconsumablematerialsandsupplies,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2020_account_304,304,Inventoriesofpackaging,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_311,311,Inventoriesofworkinprogress,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_312,312,Contractsinprogress-goods,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_313,313,Contractsinprogress-services,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_314,314,Buildingsunderconstruction,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_321,321,Inventoriesoffinishedgoods,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_322,322,Inventoriesofsemi-finishedgoods,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2020_account_323,323,"Inventoriesofresidualgoods(waste,rejectedandrecuperablematerial)",account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2020_account_361,361,Inventoriesofmerchandise,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2020_account_3621,3621,InventoriesoflandforresaleinLuxembourg,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2020_account_3622,3622,Inventoriesoflandforresaleinforeigncountries,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2020_account_3631,3631,InventoriesofbuildingsforresaleinLuxembourg,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2020_account_3632,3632,Inventoriesofbuildingsforresaleinforeigncountries,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2020_account_37,37,Downpaymentsonaccountoninventories,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_4011,4011,Customers,account.data_account_type_receivable,TRUE,lu_2011_chart_1
lu_2011_account_40111,40111,Customers(PoS),account.data_account_type_receivable,TRUE,lu_2011_chart_1
lu_2011_account_4012,4012,Customers-Receivablebillsofexchange,account.data_account_type_current_assets,TRUE,lu_2011_chart_1
lu_2011_account_4013,4013,Doubtfulordisputedcustomers,account.data_account_type_current_assets,TRUE,lu_2011_chart_1
lu_2011_account_4014,4014,Customers-Unbilledsales,account.data_account_type_current_assets,TRUE,lu_2011_chart_1
lu_2011_account_4015,4015,Customerswithacreditbalance,account.data_account_type_current_liabilities,TRUE,lu_2011_chart_1
lu_2011_account_4019,4019,Valueadjustments,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_4021,4021,Customers,account.data_account_type_receivable,TRUE,lu_2011_chart_1
lu_2011_account_4025,4025,Customerswithcreditorbalance,account.data_account_type_current_assets,TRUE,lu_2011_chart_1
lu_2011_account_4029,4029,Valueadjustments,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_41111,41111,Tradereceivables,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_41112,41112,Loansandadvances,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_41118,41118,Otherreceivables,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_41119,41119,Valueadjustments,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_41121,41121,Tradereceivables,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_41122,41122,Loansandadvances,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_41128,41128,Otherreceivables,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_41129,41129,Valueadjustments,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_41211,41211,Tradereceivables,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_41212,41212,Loansandadvances,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_41218,41218,Otherreceivables,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_41219,41219,Valueadjustments,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_41221,41221,Tradereceivables,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_41222,41222,Loansandadvances,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_41228,41228,Otherreceivables,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_41229,41229,Valueadjustments,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_42111,42111,Advancesanddownpayments,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_42119,42119,Valueadjustments,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2020_account_4212,4212,Amountsowedbypartnersandshareholders(othersthanfromaffiliatedundertakings),account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_42131,42131,Investmentsubsidies,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_42132,42132,Operatingsubsidies,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_42138,42138,Othersubsidies,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2020_account_42141,42141,Corporateincometax,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2020_account_42142,42142,Municipalbusinesstax,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2020_account_42143,42143,Netwealthtax,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2020_account_42144,42144,Withholdingtaxonwagesandsalaries,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2020_account_42145,42145,Withholdingtaxonfinancialinvestmentincome,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2020_account_42146,42146,Withholdingtaxondirector'sfees,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2020_account_42148,42148,ACD-Otheramountsreceivable,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_4215,4215,CustomsandExciseAuthority(ADA),account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2020_account_421611,421611,VATpaidandrecoverable,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_421612,421612,VATreceivable,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_421613,421613,VATdownpaymentsmade,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_421618,421618,VAT-Otherreceivables,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_421621,421621,Registrationduties,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_421622,421622,Subscriptiontax,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_421628,421628,Otherindirecttaxes,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_42168,42168,Otherreceivables,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_42171,42171,SocialSecurityoffice(CCSS),account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_42172,42172,Foreignsocialsecurityoffices,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_42178,42178,Othersocialbodies,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_421811,421811,ForeignVAT,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_421818,421818,Otherforeigntaxes,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2020_account_42187,42187,Derivativefinancialinstruments,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_42188,42188,Othermiscellaneousreceivables,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_42189,42189,Valueadjustments,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2020_account_4221,4221,Staff-advancesanddownpayments,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2020_account_4222,4222,Amountsowedbypartnersandshareholders(othersthanfromaffiliatedundertakings),account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_42231,42231,Investmentsubsidies,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_42232,42232,Operatingsubsidies,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_42238,42238,Othersubsidies,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2020_account_42287,42287,Derivativefinancialinstruments,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_42288,42288,Othermiscellaneousreceivables,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_42289,42289,Valueadjustments,account.data_account_type_current_assets,FALSE,lu_2011_chart_1
lu_2011_account_431,431,Downpaymentsreceivedwithinoneyear,account.data_account_type_current_liabilities,FALSE,lu_2011_chart_1
lu_2011_account_432,432,Downpaymentsreceivedaftermorethanoneyear,account.data_account_type_current_liabilities,FALSE,lu_2011_chart_1
lu_2011_account_44111,44111,Suppliers,account.data_account_type_payable,TRUE,lu_2011_chart_1
lu_2011_account_44112,44112,Suppliers-invoicesnotyetreceived,account.data_account_type_current_liabilities,TRUE,lu_2011_chart_1
lu_2020_account_44113,44113,Supplierswithadebitbalance,account.data_account_type_current_liabilities,TRUE,lu_2011_chart_1
lu_2011_account_44121,44121,Suppliers,account.data_account_type_current_liabilities,TRUE,lu_2011_chart_1
lu_2020_account_44123,44123,Supplierswithadebitbalance,account.data_account_type_current_liabilities,TRUE,lu_2011_chart_1
lu_2011_account_4421,4421,Billsofexchangepayablewithinoneyear,account.data_account_type_current_liabilities,FALSE,lu_2011_chart_1
lu_2011_account_4422,4422,Billsofexchangepayableaftermorethanoneyear,account.data_account_type_current_liabilities,FALSE,lu_2011_chart_1
lu_2011_account_45111,45111,Purchasesandservices,account.data_account_type_current_liabilities,FALSE,lu_2011_chart_1
lu_2011_account_45112,45112,Loansandadvances,account.data_account_type_current_liabilities,FALSE,lu_2011_chart_1
lu_2011_account_45118,45118,Otherpayables,account.data_account_type_current_liabilities,FALSE,lu_2011_chart_1
