"id","name","code","user_type_id/id","chart_template_id/id","tag_ids/id","reconcile"
"p11243","NotesPayable","11243","account.data_account_type_current_liabilities","l10n_in.indian_chart_template_standard","","False"
"p20011","LocalSales","20011","account.data_account_type_revenue","l10n_in.indian_chart_template_standard","","False"
"p20012","RetailSales","20012","account.data_account_type_revenue","l10n_in.indian_chart_template_standard","","False"
"p20013","ExportSales","20013","account.data_account_type_revenue","l10n_in.indian_chart_template_standard","","False"
"p20021","LocalServices","20021","account.data_account_type_revenue","l10n_in.indian_chart_template_standard","","False"
"p20022","ExportServices","20022","account.data_account_type_revenue","l10n_in.indian_chart_template_standard","","False"
"p2010","InterestRevenues","2010","account.data_account_type_revenue","l10n_in.indian_chart_template_standard","","False"
"p2011","GainonSaleofAssets","2011","account.data_account_type_revenue","l10n_in.indian_chart_template_standard","","False"
"2012","WriteoffIncome","2012","account.data_account_type_revenue","l10n_in.indian_chart_template_standard","","False"
"p2013","ForeignExchangeProfit","2013","account.data_account_type_other_income","l10n_in.indian_chart_template_standard","","False"
"p2100","ElectricityExpense","2100","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p2101","SalaryExpense","2101","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p2102","OfficeRent","2102","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p2103","HouseKeepingExpense","2103","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p2104","PostageAndCourierExpense","2104","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p2105","InternetExpense","2105","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p2106","TelephoneExpense","2106","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p2107","PurchaseExpense","2107","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p2108","Computer/LaptopAccessories","2108","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p2109","NewsPaperAndMagazine","2109","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p2110","BusinessPromotion","2110","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p2111","EntertainmentExpense","2111","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p2112","ProfessionalServices","2112","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p2113","BankCharges","2113","account.data_account_type_liquidity","l10n_in.indian_chart_template_standard","","False"
"p2114","DiwaliBonus/Gift","2114","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p2115","PartsPurchase","2115","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p2116","RepairingExpense","2116","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p2117","ForeignExchangeLoss","2117","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p21181","SalesCommissionExpense","21181","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p21182","StationaryExpense","21182","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p21183","TravellingExpense","21183","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p2121","OpeningStock","2121","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p2122","PurchaseStock","2122","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p2123","ClosingStock","2123","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p2131","LossonSaleofAssets","2131","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
"p2132","WriteOffExpense","2132","account.data_account_type_expenses","l10n_in.indian_chart_template_standard","","False"
