id,code,name,user_type_id/id,tag_ids/id,reconcile,chart_template_id:id
account_template_2105_0201,21050201,Биетбусхөрөнгө-Тусгайзөвшөөрлийнхорогдол,account.data_account_type_fixed_assets,,0,mn_chart_1
account_template_2109_0101,21090101,Биетбусхөрөнгө-Бусадхөрөнгө,account.data_account_type_fixed_assets,account_tag_investing_fasset,0,mn_chart_1
account_template_2109_0201,21090201,Биетбусхөрөнгө-Бусадхөрөнгийнэлэгдэл,account.data_account_type_fixed_assets,,0,mn_chart_1
account_template_2401_0101,24010101,Биологийнхөрөнгө-Маламьтад,account.data_account_type_fixed_assets,account_tag_investing_fasset,0,mn_chart_1
account_template_2401_0201,24010201,Биологийнхөрөнгө-Маламьтадынхорогдол,account.data_account_type_fixed_assets,,0,mn_chart_1
account_template_2402_0101,24020101,Биологийнхөрөнгө-Ургамал,account.data_account_type_fixed_assets,account_tag_investing_fasset,0,mn_chart_1
account_template_2402_0201,24020201,Биологийнхөрөнгө-Ургамалынхорогдол,account.data_account_type_fixed_assets,,0,mn_chart_1
account_template_2201_0101,22010101,Ашигалдагдлаархбодитүнэцэнээрилэрхийлэхсанхүүгийнхөрөнгө,account.data_account_type_non_current_assets,account_tag_investing_invest,0,mn_chart_1
account_template_2204_0101,22040101,"Харааткомпани,хамтарсанүйлдвэрторуулсанхөрөнгөоруулалт",account.data_account_type_non_current_assets,account_tag_investing_invest,0,mn_chart_1
account_template_2205_0101,22050101,Охинкомпанидоруулсанхөрөнгөоруулалт,account.data_account_type_non_current_assets,account_tag_investing_invest,0,mn_chart_1
account_template_2301_0101,23010101,Хайгуулбаүнэлгээнийхөрөнгө,account.data_account_type_non_current_assets,account_tag_investing_invest,0,mn_chart_1
account_template_2501_0101,25010101,Хойшлогдсонтатварынхөрөнгө,account.data_account_type_non_current_assets,account.account_tag_financing,0,mn_chart_1
account_template_2601_0101,26010101,Хөрөнгөоруулалтынзориулалттайүндсэнхөрөнгө,account.data_account_type_non_current_assets,account_tag_investing_invest,0,mn_chart_1
account_template_2601_0201,26010201,Үндсэнхөрөнгийнүнэцэнийнбууралт,account.data_account_type_non_current_assets,account_tag_investing_fasset,0,mn_chart_1
account_template_2701_0101,27010101,УртхугацаатзээлийнавлагаААН,account.data_account_type_non_current_assets,account_tag_investing_loan,0,mn_chart_1
account_template_2701_0201,27010201,УртхугацаатзээлийнавлагаХувьхүн,account.data_account_type_non_current_assets,account_tag_investing_loan,0,mn_chart_1
account_template_2701_0301,27010301,УртхугацаатзээлийнавлагаХолбоотойтал,account.data_account_type_non_current_assets,account_tag_investing_loan,0,mn_chart_1
account_template_2709_0101,27090101,Бусадэргэлтийнбусхөрөнгө,account.data_account_type_non_current_assets,account.account_tag_financing,0,mn_chart_1
account_template_3101_0101,31010101,ХудалдааныБН-дөгөхөглөгААН,account.data_account_type_payable,account_tag_operating_product,1,mn_chart_1
account_template_3101_0201,31010201,ХудалдааныБН-дөгөхөглөгХувьхүн,account.data_account_type_payable,account_tag_operating_product,1,mn_chart_1
account_template_3101_0301,31010301,ХудалдааныБН-дөгөхөглөгХолбоотойтал,account.data_account_type_payable,account_tag_operating_product,1,mn_chart_1
account_template_3201_0101,32010101,Урьдчилжорсонхудалдааныорлого,account.data_account_type_current_liabilities,account_tag_operating_product,1,mn_chart_1
account_template_3202_0101,32020101,Урьдчилжорсонтүрээсийнорлого,account.data_account_type_current_liabilities,account_tag_operating_product,1,mn_chart_1
account_template_3203_0101,32030101,Урьдчилжорсонзээлийнхүүгийнорлого,account.data_account_type_current_liabilities,account_tag_operating_interest,1,mn_chart_1
account_template_3301_0101,33010101,Цалингийнөглөг,account.data_account_type_payable,account_tag_operating_employee,1,mn_chart_1
account_template_3401_0101,34010101,Татварынөглөг-ААНОАТатвар,account.data_account_type_current_liabilities,account_tag_operating_taxrefund,0,mn_chart_1
account_template_3401_0201,34010201,Татварынөглөг-НӨАТатвар,account.data_account_type_current_liabilities,account_tag_operating_taxrefund,0,mn_chart_1
account_template_3401_0301,34010301,Татварынөглөг-ХХОАТатвар,account.data_account_type_current_liabilities,account_tag_operating_taxrefund,0,mn_chart_1
account_template_3401_0401,34010401,Татварынөглөг-Гаалийналбантатвар,account.data_account_type_current_liabilities,account_tag_operating_taxrefund,0,mn_chart_1
account_template_3401_0501,34010501,Татварынөглөг-Үлхөдлөххөрөнгийналбантатвар,account.data_account_type_current_liabilities,account_tag_operating_taxrefund,0,mn_chart_1
account_template_3401_0601,34010601,Татварынөглөг-Газрыналбантатвар,account.data_account_type_current_liabilities,account_tag_operating_taxrefund,0,mn_chart_1
account_template_3401_0701,34010701,Татварынөглөг-АТӨЯХАТатвар,account.data_account_type_current_liabilities,account_tag_operating_taxrefund,0,mn_chart_1
account_template_3401_0801,34010801,Татварынөглөг-Агаарынбохирдлынтатвар,account.data_account_type_current_liabilities,account_tag_operating_taxrefund,0,mn_chart_1
account_template_3401_0901,34010901,Татварынөглөг-Онцгойалбантатвар,account.data_account_type_current_liabilities,account_tag_operating_taxrefund,0,mn_chart_1
account_template_3401_1001,34011001,Татварынөглөг-Байгалийннөөцашиглалтынтатвар,account.data_account_type_current_liabilities,account_tag_operating_taxrefund,0,mn_chart_1
account_template_3401_1101,34011101,Татварынөглөг–НХАТатвар,account.data_account_type_current_liabilities,account_tag_operating_taxrefund,0,mn_chart_1
account_template_3401_9901,34019901,Татварынөглөг-Бусадтатвар,account.data_account_type_current_liabilities,account_tag_operating_taxrefund,0,mn_chart_1
account_template_3402_0101,34020101,"ЭМ,НДШ-ийнөглөг",account.data_account_type_current_liabilities,account_tag_operating_insurance,0,mn_chart_1
account_template_3402_0201,34020201,Сайндурындаатгалынөглөг,account.data_account_type_current_liabilities,account_tag_operating_insurance2,0,mn_chart_1
account_template_3501_0101,35010101,Банкныбогинохугацаатзээлийнөглөг,account.data_account_type_payable,account_tag_operating_interest,1,mn_chart_1
account_template_3501_0201,35010201,ББСБ-ынбогинохугацаатзээлийнөглөг,account.data_account_type_payable,account_tag_operating_interest,1,mn_chart_1
account_template_3501_0301,35010301,Хувьхүнийбогинохугацаатзээлийнөглөг,account.data_account_type_payable,account_tag_operating_interest,1,mn_chart_1
account_template_3502_0101,35020101,Банкныбогинохугацаатзээлийнхүү,account.data_account_type_payable,account_tag_operating_interest,1,mn_chart_1
account_template_3502_0201,35020201,ББСБ-ынбогинохугацаатзээлийнхүү,account.data_account_type_payable,account_tag_operating_interest,1,mn_chart_1
account_template_3502_0301,35020301,Хувьхүнийбогинохугацаатзээлийнхүү,account.data_account_type_payable,account_tag_operating_interest,1,mn_chart_1
account_template_3601_0101,36010101,Ногдолашгийнөглөг,account.data_account_type_current_liabilities,account_tag_investing_dividends,0,mn_chart_1
account_template_3701_0101,37010101,Нөөцөртөлбөр,account.data_account_type_current_liabilities,account_tag_exchange,0,mn_chart_1
account_template_3801_0101,38010101,Даатгалынөглөг,account.data_account_type_payable,account_tag_operating_insurance2,1,mn_chart_1
account_template_3802_0101,38020101,Гишүүнчлэлийнөглөг,account.data_account_type_payable,account_tag_operating_loyalty,1,mn_chart_1
account_template_3803_0101,38030101,Ажилчдадөгөхөглөг,account.data_account_type_payable,account_tag_operating_employee,1,mn_chart_1
account_template_3804_0101,38040101,Хувьхүмүүстөгөхөглөг,account.data_account_type_payable,account.account_tag_operating,1,mn_chart_1
account_template_3805_0101,38050101,"Баталгаа,барьцааныөглөг",account.data_account_type_payable,account.account_tag_operating,1,mn_chart_1
account_template_3806_0101,38060101,Худалдааныбусбэлтгэннийлүүлэгчидөгөхөглөг-ААН,account.data_account_type_payable,account.account_tag_operating,1,mn_chart_1
account_template_3806_0201,38060201,Худалдааныбусбэлтгэннийлүүлэгчидөгөхөглөг-Хувьхүн,account.data_account_type_payable,account.account_tag_operating,1,mn_chart_1
account_template_3806_0301,38060301,Худалдааныбусбэлтгэннийлүүлэгчидөгөхөглөг-Холбоотойтал,account.data_account_type_payable,account.account_tag_operating,1,mn_chart_1
account_template_3806_0401,38060401,Худалданавсанүндсэнхөрөнгийнөглөг,account.data_account_type_payable,account_tag_investing_fasset,1,mn_chart_1
account_template_3806_0501,38060501,Худалданавсанхөрөнгөоруулалтынөглөг,account.data_account_type_payable,account_tag_investing_fasset,1,mn_chart_1
account_template_3809_0101,38090101,Бусадбогинохугацаатөртөлбөр,account.data_account_type_current_liabilities,account.account_tag_operating,0,mn_chart_1
account_template_3901_0101,39010101,Борлуулахзорилгоорэзэмшижбуйэргэлтийнбусхөрөнгөндхамаарахөр,account.data_account_type_current_liabilities,account_tag_exchange,0,mn_chart_1
account_template_4001_0101,40010101,Банкныуртхугацаатзээл,account.data_account_type_non_current_liabilities,account_tag_investing_loan,0,mn_chart_1
account_template_4001_0201,40010201,ББСБ-ынуртхугацаатзээл,account.data_account_type_non_current_liabilities,account_tag_investing_loan,0,mn_chart_1
account_template_4001_0301,40010301,Хувьхүнээсавсануртхугацаатзээл,account.data_account_type_non_current_liabilities,account_tag_investing_loan,0,mn_chart_1
account_template_4001_0401,40010401,Холбоотойталынуртхугацаатзээл,account.data_account_type_non_current_liabilities,account_tag_investing_loan,0,mn_chart_1
account_template_4002_0101,40020101,Уртхугацаатнөөцөртөлбөр,account.data_account_type_non_current_liabilities,account_tag_investing_loan,0,mn_chart_1
account_template_4003_0101,40030101,Хойшлогдсонтатварынөр,account.data_account_type_non_current_liabilities,account_tag_investing_loan,0,mn_chart_1
account_template_4009_0101,40090101,Бусадуртхугацаатөртөлбөр,account.data_account_type_non_current_liabilities,account_tag_investing_loan,0,mn_chart_1
account_template_4101_0101,41010101,Эздийнөмч-төрийн,account.data_account_type_equity,,0,mn_chart_1
account_template_4102_0101,41020101,Эздийнөмч-хувийн,account.data_account_type_equity,,0,mn_chart_1
account_template_4103_0101,41030101,Эздийнөмч-хувьцаат,account.data_account_type_equity,,0,mn_chart_1
account_template_4201_0101,42010101,Халаасныхувьцаа,account.data_account_type_equity,,0,mn_chart_1
account_template_4301_0101,43010101,Нэмжтөлөгдсөнкапитал,account.data_account_type_equity,,0,mn_chart_1
account_template_4401_0101,44010101,Хөрөнгийндахинүнэлгээнийнэмэгдэл,account.data_account_type_equity,,0,mn_chart_1
account_template_4501_0101,45010101,Гадаадвалютынхөрвүүлэлтийннөөц,account.data_account_type_equity,,0,mn_chart_1
account_template_4509_0101,45090101,Эздийнөмчийнбусадхэсэг,account.data_account_type_equity,,0,mn_chart_1
account_template_4601_0101,46010101,Тайлантүеийнхуримтлагдсанашиг,account.data_account_type_equity,,0,mn_chart_1
account_template_4601_0201,46010201,Өмнөхүеийнхуримтлагдсанашиг,account.data_account_type_equity,,0,mn_chart_1
account_template_5101_0101,51010101,Борлуулалтынорлого,account.data_account_type_revenue,"account_tag_operating_product,tax_report_tag7",0,mn_chart_1
account_template_5101_0201,51010201,Борлуулалтынорлого(НӨАТ-счөлөөлөгдөх),account.data_account_type_revenue,"account_tag_operating_product,tax_report_tag2",0,mn_chart_1
account_template_5102_0101,51020101,Түрээсийнорлого,account.data_account_type_other_income,"account_tag_operating_product,tax_report_tag5",0,mn_chart_1
account_template_5103_0101,51030101,Хүүнийорлого,account.data_account_type_other_income,"account_tag_operating_interest,tax_report_tag39",0,mn_chart_1
account_template_5104_0101,51040101,Ногдолашгийнорлого,account.data_account_type_other_income,"account_tag_investing_dividends,tax_report_tag46",0,mn_chart_1
account_template_5105_0101,51050101,Эрхийншимтгэлийнорлого,account.data_account_type_other_income,"account_tag_operating_loyalty,tax_report_tag48",0,mn_chart_1
account_template_5201_0101,52010101,Тооллогынзөрүүнийолз,account.data_account_type_other_income,,0,mn_chart_1
account_template_5201_0201,52010201,Тооллогынзөрүүнийалдагдал,account.data_account_type_other_income,,0,mn_chart_1
account_template_5201_0901,52010901,Бусаддэлгэрэнгүйорлого,account.data_account_type_other_income,"account.account_tag_operating,tax_report_tag8",0,mn_chart_1
account_template_5301_0101,53010101,Валютынханшийнзөрүүнийхэрэгжсэнолз,account.data_account_type_other_income,,0,mn_chart_1
account_template_5301_0201,53010201,Валютынханшийнзөрүүнийхэрэгжээгүйолз,account.data_account_type_other_income,,0,mn_chart_1
account_template_5302_0101,53020101,Валютынханшийнзөрүүнийхэрэгжсэнгарз,account.data_account_type_other_income,,0,mn_chart_1
account_template_5302_0201,53020201,Валютынханшийнзөрүүнийхэрэгжээгүйгарз,account.data_account_type_other_income,,0,mn_chart_1
account_template_5401_0101,54010101,Үндсэнхөрөнгөборлуулсныолз,account.data_account_type_other_income,,0,mn_chart_1
account_template_5401_0201,54010201,Үндсэнхөрөнгөборлуулсныгарз,account.data_account_type_other_income,,0,mn_chart_1
account_template_5501_0101,55010101,Биетбусхөрөнгөборлуулсныолз,account.data_account_type_other_income,,0,mn_chart_1
account_template_5501_0201,55010201,Биетбусхөрөнгөборлуулсныгарз,account.data_account_type_other_income,,0,mn_chart_1
account_template_5601_0101,56010101,Хөрөнгөоруулалтборлуулсныолз,account.data_account_type_other_income,,0,mn_chart_1
account_template_5601_0201,56010201,Хөрөнгөоруулалтборлуулсныгарз,account.data_account_type_other_income,,0,mn_chart_1
account_template_5701_0101,57010101,Үндсэнбусүйлажиллагааныбусадолз,account.data_account_type_other_income,,0,mn_chart_1
account_template_5701_0201,57010201,Үндсэнбусүйлажиллагааныбусадгарз,account.data_account_type_other_income,,0,mn_chart_1
account_template_6001_0101,60010101,Борлуулалтынхөнгөлөлт,account.data_account_type_revenue,,0,mn_chart_1
account_template_6002_0101,60020101,Борлуулалтынурамшуулал,account.data_account_type_revenue,,0,mn_chart_1
account_template_6003_0101,60030101,Борлуулалтынбуцаалт,account.data_account_type_revenue,,0,mn_chart_1
account_template_6004_0101,60040101,Бэлнээртөлсөнийхөнгөлөлт,account.data_account_type_revenue,,0,mn_chart_1
account_template_6005_0101,60050101,Хугацаанаасөмнөтөлснийхөнгөлөлт,account.data_account_type_revenue,,0,mn_chart_1
account_template_6006_0101,60060101,Борлуулалтынүнийнбууралт,account.data_account_type_revenue,,0,mn_chart_1
