"id","name","code","user_type_id/id","tag_ids/id","chart_template_id/id","reconcile"
"a7260","Privatandelafbil,egenkapital","7260","account.data_account_type_equity","account_tag_equity_individual_enterprises","dk_chart_template","False"
"a7280","Privatandel,telefon,egenkapital","7280","account.data_account_type_equity","account_tag_equity_individual_enterprises","dk_chart_template","False"
"a7290","Privatandeliøvrigt,egenkapital","7290","account.data_account_type_equity","account_tag_equity_individual_enterprises","dk_chart_template","False"
"a7299","Overførtresultat","7299","account.data_account_type_equity","account_tag_equity_individual_enterprises","dk_chart_template","False"
"a7410","Virksomhedskapital","7410","account.data_account_type_equity","account_tag_equity_corporations","dk_chart_template","False"
"a7420","Overkursvedemission","7420","account.data_account_type_equity","account_tag_equity_corporations","dk_chart_template","False"
"a7430","Reserveforopskrivning","7430","account.data_account_type_equity","account_tag_equity_corporations","dk_chart_template","False"
"a7440","Andrereserver","7440","account.data_account_type_equity","account_tag_equity_corporations","dk_chart_template","False"
"a7450","Overførtresultat","7450","account.data_account_type_equity","account_tag_equity_corporations","dk_chart_template","False"
"a7460","Forslagtiludbytte","7460","account.data_account_type_equity","account_tag_equity_corporations","dk_chart_template","False"
"a7705","Realkreditinstitutter","7705","account.data_account_type_non_current_liabilities","account_tag_credit_institutions","dk_chart_template","False"
"a7710","Privatepantebreve","7710","account.data_account_type_non_current_liabilities","account_tag_credit_institutions","dk_chart_template","False"
"a7720","Langfristedebanklån","7720","account.data_account_type_non_current_liabilities","account_tag_credit_institutions","dk_chart_template","False"
"a8400","Kassekredit","8400","account.data_account_type_non_current_liabilities","account_tag_credit_institutions","dk_chart_template","False"
"a8410","Andenbankgæld","8410","account.data_account_type_non_current_liabilities","account_tag_bank_loans","dk_chart_template","False"
"a8430","Modtagneforudbetalinger","8430","account.data_account_type_current_liabilities","account_tag_bank_loans","dk_chart_template","False"
"a8440","Kreditorer","8440","account.data_account_type_payable","account_tag_payable","dk_chart_template","True"
"a8450","Varemodtaget,fakturaikkemodtaget","8450","account.data_account_type_current_liabilities","account_tag_payable","dk_chart_template","True"
"a8475","Revisorhonorar","8475","account.data_account_type_current_liabilities","account_tag_payable","dk_chart_template","False"
"a8720","Salgsmoms(udgåendemoms)","8720","account.data_account_type_current_liabilities","account_tag_vat_taxes","dk_chart_template","False"
"a8725","Erhvervelsesmomsmedomvendtbetlingspligt","8725","account.data_account_type_current_liabilities","account_tag_vat_taxes","dk_chart_template","False"
"a8730","Momsafvarekøbiudlandet(BådeEUog3.lande)","8730","account.data_account_type_current_liabilities","account_tag_vat_taxes","dk_chart_template","False"
"a8731","Momsafydelseskøbiudlandetmedomvendtbetalingspligt","8731","account.data_account_type_current_liabilities","account_tag_vat_taxes","dk_chart_template","False"
"a8739","Importmoms,modkonto","8739","account.data_account_type_current_liabilities","account_tag_vat_taxes","dk_chart_template","False"
"a8740","Købsmoms(indgåendemoms)","8740","account.data_account_type_current_liabilities","account_tag_vat_taxes","dk_chart_template","False"
"a8750","EUkøbsværdi,RubrikA-vare","8750","account.data_account_type_current_liabilities","account_tag_vat_taxes","dk_chart_template","False"
"a8751","EUkøbsværdi,RubrikA-ydelser","8751","account.data_account_type_current_liabilities","account_tag_vat_taxes","dk_chart_template","False"
"a8754","EUsalgsværdi,RubrikB-vare","8754","account.data_account_type_current_liabilities","account_tag_vat_taxes","dk_chart_template","False"
"a8755","EUsalgsværdi,RubrikB-ydelser","8755","account.data_account_type_current_liabilities","account_tag_vat_taxes","dk_chart_template","False"
"a8758","Salgsværdier3.lande-RubrikC","8758","account.data_account_type_current_liabilities","account_tag_vat_taxes","dk_chart_template","False"
"a8759","Salgsværdiermedomvendtbetalingspligt-RubrikC","8759","account.data_account_type_current_liabilities","account_tag_vat_taxes","dk_chart_template","False"
"a8769","Værdier,modkonto","8769","account.data_account_type_current_liabilities","account_tag_vat_taxes","dk_chart_template","False"
"a8770","Olie-ogflaskegasafgift","8770","account.data_account_type_current_liabilities","account_tag_vat_taxes","dk_chart_template","False"
"a8775","Elafgift","8775","account.data_account_type_current_liabilities","account_tag_vat_taxes","dk_chart_template","False"
"a8780","Naturgas-ogbygasafgift","8780","account.data_account_type_current_liabilities","account_tag_vat_taxes","dk_chart_template","False"
"a8785","Kulafgift","8785","account.data_account_type_current_liabilities","account_tag_vat_taxes","dk_chart_template","False"
"a8790","CO-2afgift","8790","account.data_account_type_current_liabilities","account_tag_vat_taxes","dk_chart_template","False"
"a8795","Vandafgift","8795","account.data_account_type_current_liabilities","account_tag_vat_taxes","dk_chart_template","False"
"a8798","Afregningafmoms","8798","account.data_account_type_current_liabilities","account_tag_vat_taxes","dk_chart_template","False"
"a8801","SkyldigA-skat","8801","account.data_account_type_current_liabilities","account_tag_Payroll_related_liabilities","dk_chart_template","False"
"a8805","SkyldigAM-bidrag","8805","account.data_account_type_current_liabilities","account_tag_Payroll_related_liabilities","dk_chart_template","False"
"a8810","SkyldigATP","8810","account.data_account_type_current_liabilities","account_tag_Payroll_related_liabilities","dk_chart_template","False"
"a8815","Skyldigeferiepenge","8815","account.data_account_type_current_liabilities","account_tag_Payroll_related_liabilities","dk_chart_template","False"
"a8820","Afsatskyldigeferiepenge","8820","account.data_account_type_current_liabilities","account_tag_Payroll_related_liabilities","dk_chart_template","False"
"a8840","Skyldiglån","8840","account.data_account_type_current_liabilities","account_tag_Payroll_related_liabilities","dk_chart_template","False"
"a8855","Periodeafgrænsningsposter,gæld","8855","account.data_account_type_current_liabilities","account_tag_other_current_liabilities","dk_chart_template","False"
"a8860","Andreskyldigeomk.","8860","account.data_account_type_current_liabilities","account_tag_other_current_liabilities","dk_chart_template","False"
